Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-25 00:00:00+03:00,53.14257357326696,53.45244216918945,52.75523693186746,53.45244216918945,70434,0.0,0.0
2021-07-26 00:00:00+03:00,53.684844821924145,53.684844821924145,52.91017150878906,52.91017150878906,107968,0.0,0.0
2021-07-27 00:00:00+03:00,52.75523509145818,52.83269954824725,52.13549433524781,52.522830963134766,161817,0.0,0.0
2021-07-28 00:00:00+03:00,52.29043206719291,52.83270121171707,52.29043206719291,52.67776870727539,133860,0.0,0.0
2021-07-29 00:00:00+03:00,52.67776879748662,53.06510543823242,52.600300752140356,53.06510543823242,126908,0.0,0.0
2021-08-01 00:00:00+03:00,53.37497403363196,53.37497403363196,52.91016934753989,53.06510543823242,97244,0.0,0.0
2021-08-02 00:00:00+03:00,53.14257348357869,53.22004152892495,52.98763739288616,53.06510543823242,55073,0.0,0.0
2021-08-03 00:00:00+03:00,52.9876395572997,53.14257565432099,52.91017150878906,52.91017150878906,59497,0.0,0.0
2021-08-04 00:00:00+03:00,52.7552375793457,52.987638132643504,52.67776953291791,52.7552375793457,87501,0.0,0.0
2021-08-05 00:00:00+03:00,52.91016759102172,52.91016759102172,51.980561835684284,52.522830963134766,235001,0.0,0.0
2021-08-08 00:00:00+03:00,52.75524050941242,52.98764107561792,52.290435791015625,52.290435791015625,385790,0.0,0.0
2021-08-09 00:00:00+03:00,52.522832338895064,52.832700932124105,51.438290469600666,51.5157585144043,523625,0.0,0.0
2021-08-10 00:00:00+03:00,51.438295862149324,51.515763915074345,51.205895289360136,51.283363342285156,585111,0.0,0.0
2021-08-11 00:00:00+03:00,51.3608212158145,51.51575730177473,48.95933698532883,49.11427307128906,2356125,0.0,0.0
2021-08-12 00:00:00+03:00,49.26920700073242,49.34667504596015,48.49453372042617,49.26920700073242,1109337,0.0,0.0
2021-08-15 00:00:00+03:00,49.57907514264828,50.97348560006443,49.424142639593974,50.741085052490234,1185358,0.0,0.0
2021-08-16 00:00:00+03:00,50.58615699026246,50.74108950691789,49.65654754638672,49.65654754638672,382052,0.0,0.0
2021-08-17 00:00:00+03:00,49.65654685600983,50.35375213623047,49.424146291264876,50.35375213623047,216925,0.0,0.0
2021-08-18 00:00:00+03:00,50.35374905869639,50.431217104205246,49.966412417137626,50.043880462646484,140357,0.0,0.0
2021-08-19 00:00:00+03:00,50.19881506904031,50.19881506904031,49.42414533948005,49.501609802246094,227017,0.0,0.0
2021-08-22 00:00:00+03:00,49.501606815541486,49.6565429036968,49.19173822521632,49.57907485961914,148169,0.0,0.0
2021-08-23 00:00:00+03:00,49.57907785099783,49.81148199725302,49.346677290728316,49.501609802246094,99260,0.0,0.0
2021-08-24 00:00:00+03:00,49.424143270546686,50.043880462646484,49.424143270546686,50.043880462646484,195657,0.0,0.0
