,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-257907.634714,-2470.932506,9832.925596,-34311.431897,
Tax Rate For Calcs,0.166285,0.077217,0.100336,0.05543,
Normalized EBITDA,164924000.0,196552000.0,177779000.0,206365000.0,
Total Unusual Items,-1551000.0,-32000.0,98000.0,-619000.0,
Total Unusual Items Excluding Goodwill,-1551000.0,-32000.0,98000.0,-619000.0,
Net Income From Continuing Operation Net Minority Interest,36746000.0,68429000.0,55162000.0,112809000.0,
Reconciled Depreciation,98351000.0,96480000.0,91643000.0,74958000.0,
Reconciled Cost Of Revenue,406050000.0,389271000.0,357492000.0,364919000.0,
EBITDA,163373000.0,196520000.0,177877000.0,205746000.0,
EBIT,65022000.0,100040000.0,86234000.0,130788000.0,
Net Interest Income,-21095000.0,-26039000.0,-24268000.0,-10886000.0,
Interest Expense,20947000.0,25885000.0,24920000.0,11359000.0,
Interest Income,,,,473000.0,1333000.0
Normalized Income,38039092.365286,68458529.067494,55073832.925596,113393688.568103,
Net Income From Continuing And Discontinued Operation,36746000.0,68429000.0,55162000.0,112809000.0,
Total Expenses,450631000.0,436508000.0,402192000.0,406687000.0,
Total Operating Income As Reported,63889000.0,97954000.0,83459000.0,127436000.0,
Diluted Average Shares,166940000.0,170000000.0,170000000.0,170000000.0,
Basic Average Shares,166940000.0,170000000.0,170000000.0,170000000.0,
Diluted EPS,0.22,0.4,0.32,0.66,
Basic EPS,0.22,0.4,0.32,0.66,
Diluted NI Availto Com Stockholders,36746000.0,68429000.0,55162000.0,112809000.0,
Net Income Common Stockholders,36746000.0,68429000.0,55162000.0,112809000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,36746000.0,68429000.0,55162000.0,112809000.0,
Net Income Including Noncontrolling Interests,36746000.0,68429000.0,55162000.0,112809000.0,
Net Income Continuous Operations,36746000.0,68429000.0,55162000.0,112809000.0,
Tax Provision,7329000.0,5726000.0,6152000.0,6620000.0,
Pretax Income,44075000.0,74155000.0,61314000.0,119429000.0,
Other Non Operating Income Expenses,1227000.0,2229000.0,2025000.0,1935000.0,
Special Income Charges,-1551000.0,-32000.0,98000.0,-619000.0,
Other Special Charges,14000.0,32000.0,-98000.0,443000.0,
Write Off,1537000.0,0.0,0.0,176000.0,
Net Non Operating Interest Income Expense,-21095000.0,-26039000.0,-24268000.0,-10886000.0,
Total Other Finance Cost,148000.0,154000.0,-652000.0,-473000.0,
Interest Expense Non Operating,20947000.0,25885000.0,24920000.0,11359000.0,
Interest Income Non Operating,,,,473000.0,1333000.0
Operating Income,65494000.0,97997000.0,83459000.0,128999000.0,
Operating Expense,44581000.0,47237000.0,44700000.0,41768000.0,
Other Operating Expenses,1940000.0,2303000.0,945000.0,1653000.0,
Depreciation And Amortization In Income Statement,1875000.0,1638000.0,1236000.0,1119000.0,
Amortization,,,491000.0,19000.0,
Depreciation Income Statement,1875000.0,1638000.0,1236000.0,1100000.0,
Selling General And Administration,7521000.0,8102000.0,7441000.0,7627000.0,
Selling And Marketing Expense,1374000.0,1907000.0,2263000.0,1650000.0,
General And Administrative Expense,6147000.0,6195000.0,5178000.0,5977000.0,
Gross Profit,110075000.0,145234000.0,128159000.0,170767000.0,
Cost Of Revenue,406050000.0,389271000.0,357492000.0,364919000.0,
Total Revenue,516125000.0,534505000.0,485651000.0,535686000.0,
Operating Revenue,516125000.0,534505000.0,485651000.0,535686000.0,
