,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,4436008.0,9478488.0,19888835.0,8900651.0,
End Cash Position,6763775.0,1428042.0,3421166.0,5408081.0,
Other Cash Adjustment Outside Changein Cash,,,,-842154.0,
Beginning Cash Position,1428042.0,3421166.0,5408081.0,11013952.0,
Changes In Cash,5335733.0,-1993124.0,-1986915.0,-4763717.0,
Financing Cash Flow,-10957625.0,-12309192.0,-11875750.0,-16354208.0,
Interest Paid Cff,-10957625.0,-12309192.0,-11875750.0,-7768208.0,
Cash Dividends Paid,,,,-8586000.0,
Net Issuance Payments Of Debt,,,,0.0,149891640.0
Net Short Term Debt Issuance,,,,0.0,149891640.0
Net Long Term Debt Issuance,,,,0.0,149891640.0
Investing Cash Flow,11857350.0,837580.0,-10000000.0,2689840.0,
Interest Received Cfi,27310.0,0.0,,,
Net Investment Purchase And Sale,11830040.0,837580.0,-10000000.0,2689840.0,
Sale Of Investment,15330040.0,12837580.0,0.0,5189840.0,
Purchase Of Investment,-3500000.0,-12000000.0,-10000000.0,-2500000.0,
Operating Cash Flow,4436008.0,9478488.0,19888835.0,8900651.0,
Change In Working Capital,-12673922.0,-5300170.0,3482336.0,-8773563.0,
Change In Other Current Assets,117950.0,309625.0,2153739.0,0.0,
Change In Accrued Expense,-16108214.0,-595190.0,479573.0,16345489.0,
Change In Payable,556394.0,63750.0,,,
Change In Prepaid Assets,2644956.0,-4654105.0,849024.0,-5739273.0,
Change In Receivables,114992.0,-424250.0,0.0,-19379779.0,
Other Non Cash Items,11048388.0,12309192.0,11875750.0,6926054.0,
Provisionand Write Offof Assets,265758.0,,,,
Depreciation And Amortization,9706363.0,9732955.0,9706356.0,9706356.0,
Depreciation,9706363.0,9732955.0,9706356.0,9706356.0,
Gain Loss On Investment Securities,-212391.0,-699989.0,-253329.0,789367.0,
Net Income From Continuing Operations,-929455.0,-114922138.0,-52231895.0,-83388207.0,
