,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-97698.570176,-117592.107281,-924010.297013,673200.0
Tax Rate For Calcs,0.059211,0.04478,0.096755,0.2
Normalized EBITDA,187125000.0,277173000.0,230894000.0,38581000.0
Total Unusual Items,-1650000.0,-2626000.0,-9550000.0,3366000.0
Total Unusual Items Excluding Goodwill,-1650000.0,-2626000.0,-9550000.0,3366000.0
Net Income From Continuing Operation Net Minority Interest,110474000.0,168177000.0,132105000.0,-10488000.0
Reconciled Depreciation,38759000.0,39219000.0,34647000.0,32572000.0
Reconciled Cost Of Revenue,682285000.0,855083000.0,851860000.0,449014000.0
EBITDA,185475000.0,274547000.0,221344000.0,41947000.0
EBIT,146716000.0,235328000.0,186697000.0,9375000.0
Net Interest Income,-26814000.0,-58694000.0,-38812000.0,-24655000.0
Interest Expense,29289000.0,59267000.0,40441000.0,19163000.0
Interest Income,,573000.0,1977000.0,0.0
Normalized Income,112026301.429824,170685407.892719,140730989.702987,-13180800.0
Net Income From Continuing And Discontinued Operation,110474000.0,168177000.0,132105000.0,-10488000.0
Total Expenses,726329000.0,900062000.0,895403000.0,470225000.0
Total Operating Income As Reported,137333000.0,233485000.0,180859000.0,-8587000.0
Diluted Average Shares,200000000.0,200000000.0,199999999.0,199999999.0
Basic Average Shares,200000000.0,200000000.0,199999999.0,199999999.0
Diluted EPS,0.55,0.84,0.66,-0.0525
Basic EPS,0.55,0.84,0.66,-0.0525
Diluted NI Availto Com Stockholders,110474000.0,168177000.0,132105000.0,-10488000.0
Net Income Common Stockholders,110474000.0,168177000.0,132105000.0,-10488000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,110474000.0,168177000.0,132105000.0,-10488000.0
Net Income Including Noncontrolling Interests,110474000.0,168177000.0,132105000.0,-10488000.0
Net Income Continuous Operations,110474000.0,168177000.0,132105000.0,-10488000.0
Tax Provision,6953000.0,7884000.0,14151000.0,700000.0
Pretax Income,117427000.0,176061000.0,146256000.0,-9788000.0
Other Non Operating Income Expenses,253000.0,1301000.0,2261000.0,2678000.0
Special Income Charges,-1650000.0,-2626000.0,-9550000.0,3366000.0
Other Special Charges,1018000.0,,,
Write Off,632000.0,2626000.0,9550000.0,-3366000.0
Net Non Operating Interest Income Expense,-26814000.0,-58694000.0,-38812000.0,-24655000.0
Total Other Finance Cost,-2475000.0,-573000.0,-1629000.0,5492000.0
Interest Expense Non Operating,29289000.0,59267000.0,40441000.0,19163000.0
Interest Income Non Operating,,573000.0,1977000.0,0.0
Operating Income,147726000.0,238211000.0,193730000.0,8823000.0
Operating Expense,44044000.0,44979000.0,43543000.0,21211000.0
Other Operating Expenses,-9560000.0,803000.0,1636000.0,-8660000.0
Depreciation And Amortization In Income Statement,3260000.0,3243000.0,2005000.0,1041000.0
Amortization,1454000.0,1395000.0,600000.0,28000.0
Depreciation Income Statement,1806000.0,1848000.0,1405000.0,1013000.0
Selling General And Administration,19824000.0,17019000.0,18448000.0,17634000.0
Selling And Marketing Expense,10396000.0,8565000.0,11331000.0,6367000.0
General And Administrative Expense,9428000.0,8454000.0,7117000.0,11267000.0
Gross Profit,191770000.0,283190000.0,237273000.0,30034000.0
Cost Of Revenue,682285000.0,855083000.0,851860000.0,449014000.0
Total Revenue,874055000.0,1138273000.0,1089133000.0,479048000.0
Operating Revenue,874055000.0,1138273000.0,1089133000.0,479048000.0
