,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,221809191.0,126486645.0,-219749120.0,-50493383.0,
Repurchase Of Capital Stock,,0.0,-6622592.0,0.0,
Repayment Of Debt,-180327196.0,-156079859.0,-83132537.0,-73210528.0,
Issuance Of Debt,144229682.0,59974346.0,794585145.0,117216625.0,
Capital Expenditure,-274250430.0,-134034345.0,-672301467.0,-263709074.0,
End Cash Position,968937202.0,885073460.0,1166405656.0,507885834.0,
Beginning Cash Position,885073460.0,1166405656.0,507885834.0,892374091.0,
Changes In Cash,83863742.0,-281332196.0,658519822.0,-384488257.0,
Financing Cash Flow,-234853824.0,-348333373.0,579138994.0,-71958272.0,
Net Other Financing Charges,5008725.0,49896102.0,,,
Interest Paid Cff,-84747103.0,-107646999.0,-5932061.0,,
Cash Dividends Paid,-65068399.0,-32534199.0,-65280000.0,-65280000.0,
Common Stock Dividend Paid,-65068399.0,-32534199.0,-65280000.0,-65280000.0,
Net Common Stock Issuance,,0.0,-6622592.0,0.0,
Common Stock Payments,,0.0,-6622592.0,0.0,
Net Issuance Payments Of Debt,-36097514.0,-96105513.0,711452608.0,44006097.0,
Net Short Term Debt Issuance,-23664626.0,23664626.0,148843578.0,0.0,
Short Term Debt Payments,-23664626.0,0.0,,,
Short Term Debt Issuance,0.0,23664626.0,148843578.0,0.0,
Net Long Term Debt Issuance,-12432888.0,-119770139.0,562609030.0,44006097.0,
Long Term Debt Payments,-156662570.0,-156079859.0,-83132537.0,-73210528.0,
Long Term Debt Issuance,144229682.0,36309720.0,645741567.0,117216625.0,
Investing Cash Flow,-177342055.0,-193519813.0,-373171519.0,-525745676.0,
Net Other Investing Changes,400.0,,,,
Interest Received Cfi,32502068.0,32886587.0,,,
Dividends Received Cfi,18472444.0,32315103.0,25019429.0,21021141.0,
Net Investment Purchase And Sale,121462565.0,-118618268.0,279986229.0,-279986229.0,
Sale Of Investment,121462565.0,0.0,279986229.0,,
Purchase Of Investment,,-118618268.0,0.0,-279986229.0,0.0
Net Business Purchase And Sale,-75630765.0,-6790986.0,-6359960.0,-3428000.0,
Sale Of Business,0.0,1289690.0,0.0,0.0,
Purchase Of Business,-75630765.0,-8080676.0,-6359960.0,-3428000.0,
Net Intangibles Purchase And Sale,0.0,-27080669.0,-43494139.0,-14143054.0,
Purchase Of Intangibles,0.0,-27080669.0,-43494139.0,-14143054.0,
Net PPE Purchase And Sale,-274148767.0,-106231580.0,-628323078.0,-249209534.0,
Sale Of PPE,101663.0,722096.0,484250.0,356486.0,
Purchase Of PPE,-274250430.0,-106953676.0,-628807328.0,-249566020.0,
Operating Cash Flow,496059621.0,260520990.0,452552347.0,213215691.0,
Taxes Refund Paid,-45535709.0,-48678742.0,-18437131.0,-24127688.0,
Interest Paid Cfo,,-107646699.0,-67719076.0,-42680420.0,-28396181.0
Change In Working Capital,-200513790.0,-334890710.0,-35281896.0,-164334574.0,
Change In Payable,-194229809.0,-211985044.0,25213037.0,-164445313.0,
Change In Inventory,-6806169.0,-696096.0,2109720.0,-1721904.0,
Change In Receivables,522188.0,-122209570.0,-62604653.0,1832643.0,
Other Non Cash Items,277802152.0,268082978.0,251379691.0,223222441.0,
Provisionand Write Offof Assets,2447468.0,531600.0,1883354.0,1629203.0,
Depreciation And Amortization,253597746.0,237141190.0,190663584.0,171634388.0,
Amortization Cash Flow,194891481.0,182453779.0,144439690.0,128312143.0,
Depreciation,58706265.0,54687411.0,190663584.0,43322245.0,
Pension And Employee Benefit Expense,11720695.0,10290535.0,8549885.0,9914686.0,
Gain Loss On Sale Of PPE,-27000.0,-183074.0,-64834.0,80436.0,
Net Income From Continuing Operations,239589170.0,134760964.0,155681638.0,73691956.0,
