,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.162702,0.025472,0.024999,0.249268
Normalized EBITDA,1409148000.0,866615000.0,677648000.0,639518000.0
Net Income From Continuing Operation Net Minority Interest,1133920000.0,806840000.0,610758000.0,441720000.0
Reconciled Depreciation,53967000.0,56499000.0,50247000.0,50182000.0
Reconciled Cost Of Revenue,2056193000.0,2159014000.0,1636694000.0,2467912000.0
EBITDA,1409148000.0,866615000.0,677648000.0,639518000.0
EBIT,1355181000.0,810116000.0,627401000.0,589336000.0
Net Interest Income,-573650000.0,-607588000.0,-564846000.0,-681637000.0
Interest Expense,920000.0,1583000.0,983000.0,950000.0
Interest Income,463829000.0,246318000.0,199613000.0,0.0
Normalized Income,1133920000.0,806840000.0,610758000.0,441720000.0
Net Income From Continuing And Discontinued Operation,1133920000.0,806840000.0,610758000.0,441720000.0
Total Expenses,2312751000.0,2424915000.0,1841790000.0,2825846000.0
Total Operating Income As Reported,1587051000.0,1334107000.0,865310000.0,1099653000.0
Diluted Average Shares,1080000000.0,1080000000.0,1080000000.0,1080000000.0
Basic Average Shares,1080000000.0,1080000000.0,1080000000.0,1080000000.0
Diluted EPS,1.05,0.75,0.57,0.41
Basic EPS,1.05,0.75,0.57,0.41
Diluted NI Availto Com Stockholders,1133920000.0,806840000.0,610758000.0,441720000.0
Net Income Common Stockholders,1133920000.0,806840000.0,610758000.0,441720000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1133920000.0,806840000.0,610758000.0,441720000.0
Minority Interests,0.0,18902000.0,0.0,
Net Income Including Noncontrolling Interests,1133920000.0,787938000.0,610758000.0,441720000.0
Net Income Continuous Operations,1133920000.0,787938000.0,610758000.0,441720000.0
Tax Provision,220341000.0,20595000.0,15660000.0,146666000.0
Pretax Income,1354261000.0,808533000.0,626418000.0,588386000.0
Other Non Operating Income Expenses,3658000.0,18501000.0,13921000.0,145830000.0
Net Non Operating Interest Income Expense,-573650000.0,-607588000.0,-564846000.0,-681637000.0
Total Other Finance Cost,1036559000.0,852323000.0,763476000.0,680687000.0
Interest Expense Non Operating,920000.0,1583000.0,983000.0,950000.0
Interest Income Non Operating,463829000.0,246318000.0,199613000.0,0.0
Operating Income,1587051000.0,1334107000.0,865310000.0,1099653000.0
Operating Expense,256558000.0,265901000.0,205096000.0,357934000.0
Depreciation And Amortization In Income Statement,19915000.0,19490000.0,16115000.0,15858000.0
Depreciation Income Statement,19915000.0,19490000.0,16115000.0,15858000.0
Selling General And Administration,236643000.0,246411000.0,188981000.0,342076000.0
General And Administrative Expense,236643000.0,246411000.0,188981000.0,342076000.0
Gross Profit,1843609000.0,1600008000.0,1070406000.0,1457587000.0
Cost Of Revenue,2056193000.0,2159014000.0,1636694000.0,2467912000.0
Total Revenue,3899802000.0,3759022000.0,2707100000.0,3925499000.0
Operating Revenue,3899802000.0,3759022000.0,2707100000.0,3925499000.0
