,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,202916307.0,136797869.0,115144816.0,43622360.0,
Repayment Of Debt,,,,0.0,-9110316.0
Capital Expenditure,-8197706.0,-5785379.0,-8051813.0,-3314294.0,
End Cash Position,283643516.0,190468452.0,130711135.0,94551373.0,
Beginning Cash Position,190468452.0,130711135.0,94551373.0,134510281.0,
Changes In Cash,93175064.0,59757317.0,36159762.0,-39958908.0,
Financing Cash Flow,-100272175.0,-92718317.0,-79407402.0,-73472493.0,
Cash Dividends Paid,-80000000.0,-76000000.0,-65000000.0,-60000000.0,
Net Issuance Payments Of Debt,,,,0.0,-9110316.0
Net Short Term Debt Issuance,,,,0.0,-9110316.0
Short Term Debt Payments,,,,0.0,-9110316.0
Investing Cash Flow,-17666774.0,9892386.0,-7629465.0,-13423069.0,
Net Investment Purchase And Sale,-9770000.0,12392015.0,0.0,-10300000.0,
Sale Of Investment,,12392015.0,0.0,,
Purchase Of Investment,,,0.0,-10300000.0,0.0
Net Intangibles Purchase And Sale,-108520.0,-287298.0,-79000.0,0.0,
Purchase Of Intangibles,-108520.0,-287298.0,-79000.0,0.0,
Net PPE Purchase And Sale,-7788254.0,-2212331.0,-7550465.0,-3123069.0,
Sale Of PPE,300932.0,3285750.0,422348.0,191225.0,
Purchase Of PPE,-8089186.0,-5498081.0,-7972813.0,-3314294.0,
Operating Cash Flow,211114013.0,142583248.0,123196629.0,46936654.0,
Taxes Refund Paid,-14706584.0,-17182707.0,-21646268.0,-16993896.0,
Change In Working Capital,86768128.0,28318690.0,-698126.0,-77646470.0,
Change In Accrued Expense,16651228.0,5663707.0,15443207.0,3180672.0,
Change In Payable,-9112275.0,4379117.0,-30446349.0,10252177.0,
Change In Prepaid Assets,-3983713.0,-13485956.0,3755091.0,-9126285.0,
Change In Inventory,7176800.0,25699353.0,3794229.0,-52957123.0,
Change In Receivables,76036088.0,6062469.0,6755696.0,-28995911.0,
Other Non Cash Items,4009191.0,4097022.0,6074861.0,2543048.0,
Provisionand Write Offof Assets,5142849.0,-1659170.0,10452883.0,4329775.0,
Depreciation And Amortization,21637717.0,17464759.0,11310080.0,12653487.0,
Amortization Cash Flow,158398.0,135283.0,127253.0,117393.0,
Depreciation,21479319.0,17329476.0,11182827.0,12536094.0,
Pension And Employee Benefit Expense,3021996.0,2518064.0,2361151.0,1851157.0,
Gain Loss On Investment Securities,-93653.0,-2238373.0,-1751316.0,1607291.0,
Gain Loss On Sale Of PPE,-224872.0,-2167622.0,-420988.0,-185400.0,
Net Income From Continuing Operations,113479669.0,99501286.0,94992436.0,75082524.0,
