,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,500000230.0,500000230.0,500000230.0,308111850.0,
Share Issued,500000230.0,500000230.0,500000230.0,308111850.0,
Net Debt,1777026544.0,1407197103.0,1323974885.0,272725499.0,
Total Debt,2164094466.0,1936305234.0,1990584094.0,359856864.0,
Tangible Book Value,6712791835.0,6696866867.0,6401686017.0,3629078603.0,
Invested Capital,8730017493.0,8499595816.0,8271031324.0,3990955815.0,
Working Capital,-689133577.0,-653387470.0,-168902985.0,64732120.0,
Net Tangible Assets,6712791835.0,6696866867.0,6401686017.0,3629078603.0,
Capital Lease Obligations,284482267.0,284289616.0,278108106.0,0.0,
Common Stock Equity,6850405294.0,6847580198.0,6558555336.0,3631098951.0,
Total Capitalization,8472023129.0,8200251200.0,8010028774.0,3906357898.0,
Total Equity Gross Minority Interest,6928479441.0,6929285307.0,6666915590.0,3656628244.0,
Minority Interest,78074147.0,81705109.0,108360254.0,25529293.0,
Stockholders Equity,6850405294.0,6847580198.0,6558555336.0,3631098951.0,
Retained Earnings,1242562423.0,1063763209.0,899335837.0,790174815.0,
Additional Paid In Capital,1720000000.0,1720000000.0,1720000000.0,0.0,
Capital Stock,2604574830.0,2604574830.0,2604574830.0,1604574830.0,
Common Stock,2604574830.0,2604574830.0,2604574830.0,1604574830.0,
Total Liabilities Net Minority Interest,3134005348.0,2920723049.0,2858768510.0,690138236.0,
Total Non Current Liabilities Net Minority Interest,1972668098.0,1684906251.0,1773072206.0,288191645.0,
Non Current Pension And Other Postretirement Benefit Plans,104145989.0,96290258.0,83178090.0,12932698.0,
Long Term Debt And Capital Lease Obligation,1868522109.0,1588615993.0,1689894116.0,275258947.0,
Long Term Capital Lease Obligation,246904274.0,235944991.0,238420678.0,0.0,
Long Term Debt,1621617835.0,1352671002.0,1451473438.0,275258947.0,
Current Liabilities,1161337250.0,1235816798.0,1085696304.0,401946591.0,
Current Deferred Taxes Liabilities,,,,,29468704.0
Current Debt And Capital Lease Obligation,295572357.0,347689241.0,300689978.0,84597917.0,
Current Capital Lease Obligation,37577993.0,48344625.0,39687428.0,0.0,
Current Debt,257994364.0,299344616.0,261002550.0,84597917.0,
Pensionand Other Post Retirement Benefit Plans Current,55459076.0,45158953.0,39362812.0,,
Current Provisions,20636612.0,76678716.0,73419326.0,12025721.0,
Payables,373463660.0,333952269.0,359657667.0,207607131.0,
Other Payable,60940789.0,47935534.0,72725508.0,10780599.0,
Dividends Payable,156179840.0,155167604.0,155678170.0,114722804.0,
Total Tax Payable,28425630.0,25870307.0,28434620.0,11163964.0,
Accounts Payable,127917401.0,104978824.0,102819369.0,70939764.0,
Total Assets,10062484789.0,9850008356.0,9525684100.0,4346766480.0,
Total Non Current Assets,9590281116.0,9267579028.0,8608890781.0,3880087769.0,
Other Non Current Assets,,,,5706810.0,8770053.0
Non Current Prepaid Assets,47442883.0,94846145.0,151855073.0,69965929.0,
Financial Assets,9025508.0,20353337.0,4136864.0,15346675.0,
Investmentin Financial Assets,555010094.0,711841558.0,576127219.0,452241840.0,
Available For Sale Securities,555010094.0,711841558.0,576127219.0,452241840.0,
Long Term Equity Investment,462438304.0,429394894.0,382472472.0,337656977.0,
Investmentsin Associatesat Cost,462438304.0,429394894.0,382472472.0,337656977.0,
Investment Properties,795127082.0,731707338.0,735148004.0,464241768.0,
Goodwill And Other Intangible Assets,137613459.0,150713331.0,156869319.0,2020348.0,
Other Intangible Assets,79021522.0,92121394.0,98277382.0,2020348.0,
Goodwill,58591937.0,58591937.0,58591937.0,0.0,
Net PPE,7541181872.0,7112601618.0,6586874548.0,2532907422.0,
Accumulated Depreciation,-2366509737.0,-2346571051.0,-1865984655.0,-273151136.0,
Gross PPE,9907691609.0,9459172669.0,8452859203.0,2806058558.0,
Construction In Progress,1428012986.0,1226782434.0,610819613.0,292560808.0,
Other Properties,,241559097.0,215460461.0,153066125.0,75992242.0
Machinery Furniture Equipment,1158414426.0,972207559.0,951630144.0,153884189.0,
Buildings And Improvements,4184710501.0,4020704796.0,3568544727.0,790717553.0,
Land And Improvements,3136553696.0,3239477880.0,3106404258.0,1568896008.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,472203673.0,582429328.0,916793319.0,466678711.0,
Other Current Assets,,,,100773278.0,19128925.0
Assets Held For Sale Current,,,0.0,58382144.0,0.0
Current Deferred Assets,,,,,253795.0
Restricted Cash,,,101800000.0,100500000.0,106400000.0
Prepaid Assets,,55585914.0,64955317.0,,7911268.0
Inventory,21799309.0,19113524.0,21598227.0,713653.0,
Inventories Adjustments Allowances,-3924281.0,-3924281.0,-2369675.0,-2733869.0,
Other Inventories,14248445.0,13288060.0,13913528.0,1019701.0,
Raw Materials,11475145.0,9749745.0,10054374.0,3447522.0,
Other Receivables,117165979.0,77911519.0,15965736.0,30807349.0,
Taxes Receivable,,6779974.0,1677592.0,,6802247.0
Accounts Receivable,123172930.0,105586571.0,156015260.0,11334445.0,
Allowance For Doubtful Accounts Receivable,-63184450.0,-90176697.0,-124384121.0,-102739079.0,
Gross Accounts Receivable,186357380.0,195763268.0,280399381.0,114073524.0,
Cash Cash Equivalents And Short Term Investments,210065455.0,379817714.0,656581187.0,264941120.0,
Other Short Term Investments,107479800.0,134999199.0,268080084.0,177809755.0,
Cash And Cash Equivalents,102585655.0,244818515.0,388501103.0,87131365.0,
Cash Equivalents,15000000.0,32500000.0,90000000.0,50000000.0,
Cash Financial,87585655.0,212318515.0,298501103.0,37131365.0,
