,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,11243000.0,434831.411953,2361200.0,-4994800.0,
Tax Rate For Calcs,0.2,0.001884,0.2,0.2,
Normalized EBITDA,654431000.0,1099829000.0,1010517000.0,1568590000.0,
Total Unusual Items,56215000.0,230844000.0,11806000.0,-24974000.0,
Total Unusual Items Excluding Goodwill,56215000.0,230844000.0,11806000.0,-24974000.0,
Net Income From Continuing Operation Net Minority Interest,-2293883000.0,-1803717000.0,-2136474000.0,-1243890000.0,
Reconciled Depreciation,2377208000.0,2450554000.0,2459826000.0,2400049000.0,
Reconciled Cost Of Revenue,9352710000.0,9368490000.0,9017085000.0,11253855000.0,
EBITDA,710646000.0,1330673000.0,1022323000.0,1543616000.0,
EBIT,-1666562000.0,-1119881000.0,-1437503000.0,-856433000.0,
Net Interest Income,-642635000.0,-673390000.0,-683877000.0,-360274000.0,
Interest Expense,619185000.0,687240000.0,692221000.0,361145000.0,
Interest Income,6953000.0,27272000.0,23261000.0,22579000.0,
Normalized Income,-2338855000.0,-2034126168.588047,-2145918800.0,-1223910800.0,
Net Income From Continuing And Discontinued Operation,-2293883000.0,-1803717000.0,-2136474000.0,-1243890000.0,
Total Expenses,10150139000.0,10096223000.0,9632893000.0,11992117000.0,
Rent Expense Supplemental,,,,5962000.0,8134000.0
Total Operating Income As Reported,-1643112000.0,-1133731000.0,-1445847000.0,-857304000.0,
Diluted Average Shares,1500000000.0,1500000000.0,1500000000.0,1500000000.0,
Basic Average Shares,1500000000.0,1500000000.0,1500000000.0,1500000000.0,
Diluted EPS,-1.53,-1.2,-1.42,-0.83,
Basic EPS,-1.53,-1.2,-1.42,-0.83,
Diluted NI Availto Com Stockholders,-2293883000.0,-1803717000.0,-2136474000.0,-1243890000.0,
Net Income Common Stockholders,-2293883000.0,-1803717000.0,-2136474000.0,-1243890000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-2293883000.0,-1803717000.0,-2136474000.0,-1243890000.0,
Net Income Including Noncontrolling Interests,-2293883000.0,-1803717000.0,-2136474000.0,-1243890000.0,
Net Income Continuous Operations,-2293883000.0,-1803717000.0,-2136474000.0,-1243890000.0,
Tax Provision,8136000.0,-3404000.0,6750000.0,26312000.0,
Pretax Income,-2285747000.0,-1807121000.0,-2129724000.0,-1217578000.0,
Other Non Operating Income Expenses,,5622000.0,6038000.0,2964000.0,4309000.0
Special Income Charges,56215000.0,230844000.0,11806000.0,-24974000.0,
Other Special Charges,-107380000.0,-252769000.0,-16967000.0,,
Impairment Of Capital Assets,18530000.0,21925000.0,5161000.0,24974000.0,
Restructuring And Mergern Acquisition,32635000.0,0.0,,,
Net Non Operating Interest Income Expense,-642635000.0,-673390000.0,-683877000.0,-360274000.0,
Total Other Finance Cost,30403000.0,13422000.0,14917000.0,21708000.0,
Interest Expense Non Operating,619185000.0,687240000.0,692221000.0,361145000.0,
Interest Income Non Operating,6953000.0,27272000.0,23261000.0,22579000.0,
Operating Income,-1691293000.0,-1370197000.0,-1462251000.0,-835102000.0,
Operating Expense,797429000.0,727733000.0,615808000.0,738262000.0,
Other Operating Expenses,51538000.0,50934000.0,42064000.0,47664000.0,
Depreciation And Amortization In Income Statement,25152000.0,25240000.0,30385000.0,31511000.0,
Amortization,4268000.0,6657000.0,6719000.0,7139000.0,
Depreciation Income Statement,20884000.0,18583000.0,23666000.0,24372000.0,
Research And Development,162797000.0,174566000.0,163499000.0,223093000.0,
Selling General And Administration,418189000.0,359049000.0,281674000.0,329966000.0,
Selling And Marketing Expense,269694000.0,244166000.0,183975000.0,216186000.0,
General And Administrative Expense,148495000.0,114883000.0,97699000.0,113780000.0,
Rent And Landing Fees,,,,5962000.0,8134000.0
Gross Profit,-893864000.0,-642464000.0,-846443000.0,-96840000.0,
Cost Of Revenue,9352710000.0,9368490000.0,9017085000.0,11253855000.0,
Total Revenue,8458846000.0,8726026000.0,8170642000.0,11157015000.0,
Operating Revenue,8458846000.0,8726026000.0,8170642000.0,11157015000.0,
