,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,23262940.0,131699419.0,26001529.0,63297531.0,
Repurchase Of Capital Stock,0.0,-54842.0,-3224947.0,0.0,
Repayment Of Debt,-13330315.0,0.0,-3500000.0,-30716995.0,
Issuance Of Debt,13250000.0,0.0,3500000.0,21271088.0,
Issuance Of Capital Stock,,,,0.0,8000000.0
Capital Expenditure,-57904572.0,-61443216.0,-33835838.0,-2404283.0,
End Cash Position,81629438.0,172692148.0,91059388.0,67915356.0,
Beginning Cash Position,172692148.0,91059388.0,67915356.0,24205159.0,
Changes In Cash,-91062710.0,81632760.0,23144032.0,43710197.0,
Financing Cash Flow,-71108368.0,-73725489.0,-40304778.0,-41562002.0,
Cash Dividends Paid,-67761619.0,-70914991.0,-35550000.0,-31600000.0,
Net Common Stock Issuance,0.0,-54842.0,-3224947.0,0.0,
Common Stock Payments,0.0,-54842.0,-3224947.0,0.0,
Common Stock Issuance,,,,0.0,8000000.0
Net Issuance Payments Of Debt,-80315.0,0.0,0.0,-9445907.0,
Net Short Term Debt Issuance,-80315.0,0.0,0.0,-9445907.0,
Short Term Debt Payments,-13330315.0,0.0,-3500000.0,-30716995.0,
Short Term Debt Issuance,13250000.0,0.0,3500000.0,21271088.0,
Investing Cash Flow,-101121854.0,-37784386.0,3611443.0,19570385.0,
Dividends Received Cfi,22626600.0,25753860.0,24667500.0,24464827.0,
Net Investment Purchase And Sale,,0.0,12391700.0,-63146.0,-13333234.0
Sale Of Investment,,0.0,36120744.0,37752510.0,12697191.0
Purchase Of Investment,,0.0,-23729044.0,-37815656.0,-26030425.0
Net Business Purchase And Sale,-66493264.0,-2350000.0,0.0,-2450000.0,
Purchase Of Business,-66493264.0,-2350000.0,0.0,-2450000.0,
Net Intangibles Purchase And Sale,-137721.0,-74623.0,-35975.0,-30000.0,
Purchase Of Intangibles,-137721.0,-74623.0,-35975.0,-30000.0,
Net PPE Purchase And Sale,-57117469.0,-61113623.0,-33411782.0,-2351296.0,
Sale Of PPE,649382.0,254970.0,388081.0,22987.0,
Purchase Of PPE,-57766851.0,-61368593.0,-33799863.0,-2374283.0,
Operating Cash Flow,81167512.0,193142635.0,59837367.0,65701814.0,
Taxes Refund Paid,-5366884.0,-5985936.0,-5594028.0,-5097681.0,
Interest Paid Cfo,-1552078.0,-612484.0,-1545819.0,-1643645.0,
Change In Working Capital,-67953212.0,90335185.0,-716627.0,18571815.0,
Change In Other Current Assets,31402286.0,44369795.0,-4052394.0,,
Change In Accrued Expense,90970281.0,64202438.0,25335041.0,25254942.0,
Change In Payable,82931151.0,93132071.0,13654928.0,-12316930.0,
Change In Prepaid Assets,-44170627.0,-28240694.0,17011145.0,-28073286.0,
Change In Inventory,-11777151.0,16782636.0,-34660250.0,-3695562.0,
Change In Receivables,-217309152.0,-99911061.0,-18005097.0,37402651.0,
Other Non Cash Items,2134978.0,1030088.0,1818322.0,1999672.0,
Stock Based Compensation,,0.0,410025.0,0.0,
Provisionand Write Offof Assets,-1474530.0,574157.0,6433837.0,,
Depreciation And Amortization,39968249.0,13232386.0,6569263.0,4551952.0,
Amortization Cash Flow,93180.0,75855.0,70715.0,100190.0,
Depreciation,39875069.0,13156531.0,6498548.0,4451762.0,
Pension And Employee Benefit Expense,9137630.0,6638593.0,4829784.0,4716793.0,
Gain Loss On Investment Securities,,,-1175436.0,1618624.0,561524.0
Gain Loss On Sale Of PPE,-208042.0,-123959.0,-152285.0,-19812.0,
Net Income From Continuing Operations,155525550.0,118625567.0,88256576.0,73519530.0,
