,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Tax Effect Of Unusual Items,168387.371852,128022.770906,403421.137655,388414.345741
Tax Rate For Calcs,0.042861,0.092093,0.063884,0.067983
Normalized EBITDA,43468331.0,35950055.0,22669184.0,16556938.0
Total Unusual Items,3928642.0,1390148.0,6314946.0,5713364.0
Total Unusual Items Excluding Goodwill,3928642.0,1390148.0,6314946.0,5713364.0
Net Income From Continuing Operation Net Minority Interest,37445172.0,27948450.0,23081725.0,19104434.0
Reconciled Depreciation,4239592.0,2582165.0,2216438.0,1093000.0
Reconciled Cost Of Revenue,179751039.0,159816161.0,132355155.0,121749747.0
EBITDA,47396973.0,37340203.0,28984130.0,22270302.0
EBIT,43157381.0,34758038.0,26767692.0,21177302.0
Net Interest Income,-786057.0,133815.0,-1164714.0,-689956.0
Interest Expense,2181675.0,1535979.0,1164714.0,689956.0
Interest Income,2215245.0,1669794.0,0.0,
Normalized Income,33684917.371852,26686324.770906,17170200.137655,13779484.345741
Net Income From Continuing And Discontinued Operation,37445172.0,27948450.0,23081725.0,19104434.0
Total Expenses,219783973.0,189961357.0,153503669.0,138043848.0
Rent Expense Supplemental,472475.0,329612.0,212287.0,45000.0
Total Operating Income As Reported,32282909.0,27677021.0,17325368.0,14516620.0
Diluted Average Shares,60000000.0,60000000.0,59501500.0,60000000.0
Basic Average Shares,58801134.0,59832924.0,59501500.0,60000000.0
Diluted EPS,0.62,0.47,0.39,0.32
Basic EPS,0.64,0.47,0.39,0.32
Diluted NI Availto Com Stockholders,37445172.0,27948450.0,23081725.0,19104434.0
Net Income Common Stockholders,37445172.0,27948450.0,23081725.0,19104434.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,37445172.0,27948450.0,23081725.0,19104434.0
Minority Interests,-1774255.0,-2214093.0,-885644.0,9889.0
Net Income Including Noncontrolling Interests,39219427.0,30162543.0,23967369.0,19094545.0
Net Income Continuous Operations,39219427.0,30162543.0,23967369.0,19094545.0
Tax Provision,1756279.0,3059516.0,1635609.0,1392801.0
Pretax Income,40975706.0,33222059.0,25602978.0,20487346.0
Other Non Operating Income Expenses,1810773.0,1841381.0,1347944.0,82060.0
Special Income Charges,-1091975.0,-267.0,5295473.0,5272193.0
Other Special Charges,,267.0,-5295473.0,-5272193.0
Impairment Of Capital Assets,1091975.0,0.0,,
Net Non Operating Interest Income Expense,-786057.0,133815.0,-1164714.0,-689956.0
Total Other Finance Cost,819627.0,-1669794.0,,
Interest Expense Non Operating,2181675.0,1535979.0,1164714.0,689956.0
Interest Income Non Operating,2215245.0,1669794.0,0.0,
Operating Income,33374884.0,27677021.0,17325368.0,14516620.0
Operating Expense,40032934.0,30145196.0,21148514.0,16294101.0
Other Operating Expenses,1755593.0,1496212.0,1088825.0,1016134.0
Depreciation And Amortization In Income Statement,4239592.0,2582165.0,1700838.0,796014.0
Amortization,72160.0,,,
Depreciation Income Statement,4167432.0,2582165.0,1700838.0,796014.0
Selling General And Administration,12715374.0,10430491.0,4181642.0,4918185.0
Selling And Marketing Expense,1004180.0,1066702.0,24148.0,1409136.0
General And Administrative Expense,11711194.0,9363789.0,4157494.0,3509049.0
Rent And Landing Fees,472475.0,329612.0,212287.0,
Gross Profit,73407818.0,57822217.0,38473882.0,30810721.0
Cost Of Revenue,179751039.0,159816161.0,132355155.0,121749747.0
Total Revenue,253158857.0,217638378.0,170829037.0,152560468.0
Operating Revenue,253158857.0,217638378.0,170829037.0,152560468.0
