,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-10015047.0,-20872334.0,-19306586.0,-25345966.0,
Issuance Of Capital Stock,,,0.0,172800000.0,0.0
Capital Expenditure,,-262706.0,-60809.0,-123948.0,-142199.0
End Cash Position,74226411.0,13328776.0,77094917.0,90421143.0,
Beginning Cash Position,13328776.0,77094917.0,90421143.0,7480359.0,
Effect Of Exchange Rate Changes,5475.0,-5475.0,0.0,,
Changes In Cash,60892160.0,-63760666.0,-13326226.0,82940784.0,
Financing Cash Flow,,,0.0,167681806.0,-202095.0
Net Other Financing Charges,,,,-1886118.0,-1776.0
Net Common Stock Issuance,,,0.0,172800000.0,0.0
Common Stock Issuance,,,0.0,172800000.0,0.0
Investing Cash Flow,70907207.0,-43151038.0,5919551.0,-59519004.0,
Dividends Received Cfi,1010518.0,1283333.0,950000.0,0.0,
Net Investment Purchase And Sale,69896689.0,-44181665.0,5030360.0,-59497696.0,
Sale Of Investment,92126789.0,23023310.0,121506080.0,8445406.0,
Purchase Of Investment,-22230100.0,-67204975.0,-116475720.0,-67943102.0,
Net Intangibles Purchase And Sale,,,0.0,-26624.0,-57967.0
Purchase Of Intangibles,,,0.0,-26624.0,-57967.0
Net PPE Purchase And Sale,0.0,-252706.0,-60809.0,5316.0,
Sale Of PPE,0.0,10000.0,0.0,102640.0,
Purchase Of PPE,0.0,-262706.0,-60809.0,-97324.0,
Operating Cash Flow,-10015047.0,-20609628.0,-19245777.0,-25222018.0,
Taxes Refund Paid,-1892332.0,-5550777.0,-1065644.0,-882826.0,
Change In Working Capital,3426403.0,4781371.0,8943110.0,-11660156.0,
Change In Other Current Liabilities,,,,,-1776.0
Change In Accrued Expense,429227.0,-594796.0,65455.0,-794272.0,
Change In Payable,-126178.0,222348.0,-4538.0,-1933923.0,
Change In Prepaid Assets,2272129.0,1484132.0,12171353.0,-13066510.0,
Change In Inventory,,,,0.0,2118254.0
Change In Receivables,851225.0,3669687.0,-3289160.0,4134549.0,
Other Non Cash Items,-190289.0,-489474.0,-1566191.0,2598926.0,
Provisionand Write Offof Assets,2423649.0,522981.0,-3543278.0,686553.0,
Depreciation And Amortization,107360.0,197968.0,203525.0,334001.0,
Amortization Cash Flow,7210.0,6656.0,6656.0,6102.0,
Depreciation,100150.0,191312.0,196869.0,327899.0,
Pension And Employee Benefit Expense,67052.0,197308.0,263739.0,210838.0,
Gain Loss On Investment Securities,1156930.0,-6070945.0,-8191818.0,664141.0,
Net Foreign Currency Exchange Gain Loss,1304.0,3306.0,11574.0,14617.0,
Gain Loss On Sale Of PPE,0.0,8906.0,91185.0,47882.0,
Net Income From Continuing Operations,-20426433.0,-13822761.0,-14145001.0,-18981127.0,
