,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,30000000.0,30000000.0,30000000.0,30000000.0,
Share Issued,30000000.0,30000000.0,30000000.0,30000000.0,
Total Debt,2216000.0,3415000.0,4518000.0,27000.0,
Tangible Book Value,155119000.0,212734000.0,252020000.0,243941000.0,
Invested Capital,165114000.0,223906000.0,300393000.0,293654000.0,
Net Tangible Assets,155119000.0,212734000.0,252020000.0,243941000.0,
Capital Lease Obligations,2216000.0,3415000.0,4518000.0,27000.0,
Common Stock Equity,165114000.0,223906000.0,300393000.0,293654000.0,
Total Capitalization,165114000.0,223906000.0,300393000.0,293654000.0,
Total Equity Gross Minority Interest,165114000.0,223906000.0,300393000.0,293654000.0,
Stockholders Equity,165114000.0,223906000.0,300393000.0,293654000.0,
Other Equity Interest,50000000.0,,,,
Retained Earnings,-258824000.0,-138336000.0,-244129000.0,-247661000.0,
Capital Stock,300000000.0,300000000.0,500000000.0,500000000.0,
Common Stock,300000000.0,300000000.0,500000000.0,500000000.0,
Total Liabilities Net Minority Interest,183929000.0,209280000.0,189804000.0,187898000.0,
Non Current Pension And Other Postretirement Benefit Plans,4438000.0,4070000.0,4194000.0,4661000.0,
Non Current Accrued Expenses,5334000.0,5943000.0,7530000.0,7059000.0,
Long Term Debt And Capital Lease Obligation,1032000.0,2261000.0,4518000.0,27000.0,
Long Term Capital Lease Obligation,1032000.0,2261000.0,4518000.0,27000.0,
Current Debt And Capital Lease Obligation,1184000.0,1154000.0,,0.0,838000.0
Current Capital Lease Obligation,1184000.0,1154000.0,,0.0,838000.0
Payables,9526000.0,9316000.0,8506000.0,12692000.0,
Other Payable,309000.0,309000.0,309000.0,309000.0,
Total Tax Payable,9217000.0,9007000.0,8197000.0,12383000.0,
Accounts Payable,,,,15193000.0,13988000.0
Total Assets,349043000.0,433186000.0,490197000.0,481552000.0,
Investments And Advances,112308000.0,118172000.0,97034000.0,84570000.0,
Investmentin Financial Assets,39586000.0,57048000.0,53572000.0,44867000.0,
Held To Maturity Securities,,,,5000000.0,2000000.0
Available For Sale Securities,,,,,2000000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,39586000.0,57048000.0,53572000.0,44867000.0,
Goodwill And Other Intangible Assets,9995000.0,11172000.0,48373000.0,49713000.0,
Other Intangible Assets,9995000.0,11172000.0,12113000.0,13453000.0,
Goodwill,,0.0,36260000.0,36260000.0,36260000.0
Net PPE,13030000.0,15309000.0,18939000.0,16026000.0,
Accumulated Depreciation,-26522000.0,-28222000.0,-24668000.0,-21437000.0,
Gross PPE,39552000.0,43531000.0,43607000.0,37463000.0,
Construction In Progress,850000.0,0.0,,,
Other Properties,5987000.0,10900000.0,10900000.0,5080000.0,
Machinery Furniture Equipment,28585000.0,28501000.0,28577000.0,28253000.0,
Buildings And Improvements,4130000.0,4130000.0,4130000.0,4130000.0,
Prepaid Assets,6325000.0,10494000.0,16802000.0,25802000.0,
Receivables Adjustments Allowances,-74000.0,-65000.0,-281000.0,-464000.0,
Other Receivables,5450000.0,9199000.0,11487000.0,9360000.0,
Accounts Receivable,472000.0,1923000.0,12165000.0,13877000.0,
Cash Cash Equivalents And Short Term Investments,80901000.0,67683000.0,57924000.0,44854000.0,
Other Short Term Investments,72722000.0,61124000.0,43462000.0,39703000.0,
Cash And Cash Equivalents,8179000.0,6559000.0,14462000.0,5151000.0,
