,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,119026441.0,2544086.0,160119704.0,-14577766.0,
Repayment Of Debt,,,,0.0,-110000000.0
Capital Expenditure,-1080523.0,-604005.0,-652677.0,-1347450.0,
End Cash Position,45121458.0,3282421.0,113529012.0,83797263.0,
Beginning Cash Position,3282421.0,2654693.0,83797263.0,71854674.0,
Changes In Cash,41839037.0,627728.0,29731749.0,11942589.0,
Financing Cash Flow,-95896245.0,-52116358.0,-77369498.0,-39616410.0,
Net Other Financing Charges,-43219371.0,-25000000.0,300.0,,
Interest Paid Cff,-270580.0,-297056.0,-511108.0,-258020.0,
Cash Dividends Paid,-50000000.0,-25000000.0,-75000000.0,-37500000.0,
Common Stock Dividend Paid,-50000000.0,-25000000.0,-75000000.0,-37500000.0,
Net Issuance Payments Of Debt,,,,0.0,-110000000.0
Net Long Term Debt Issuance,,,,0.0,-110000000.0
Long Term Debt Payments,,,,0.0,-110000000.0
Investing Cash Flow,17628318.0,49595995.0,-53671134.0,64789315.0,
Net Other Investing Changes,,,,19814548.0,73271772.0
Dividends Received Cfi,1865271.0,50200000.0,13200000.0,39300000.0,
Net Investment Purchase And Sale,,0.0,-71099627.0,-15000000.0,0.0
Sale Of Investment,,0.0,15000000.0,,
Purchase Of Investment,,0.0,-86099627.0,-15000000.0,0.0
Net Investment Properties Purchase And Sale,16815587.0,0.0,4841170.0,21922217.0,
Sale Of Investment Properties,16815587.0,0.0,4841170.0,21922217.0,
Purchase Of Investment Properties,,-25000000.0,0.0,,-67297279.0
Net Intangibles Purchase And Sale,,,,0.0,-1233454.0
Purchase Of Intangibles,,,,0.0,-1233454.0
Net PPE Purchase And Sale,-1052540.0,-604005.0,-612677.0,-1247450.0,
Sale Of PPE,27983.0,0.0,40000.0,100000.0,
Purchase Of PPE,-1080523.0,-604005.0,-652677.0,-1347450.0,
Operating Cash Flow,120106964.0,3148091.0,160772381.0,-13230316.0,
Taxes Refund Paid,-6380892.0,-5968510.0,-4958878.0,-1581447.0,
Change In Working Capital,16824557.0,-90256611.0,57898215.0,-81549519.0,
Change In Other Current Assets,-12418776.0,-46733827.0,18174944.0,-43626072.0,
Change In Accrued Expense,82165307.0,98235511.0,11078326.0,4895935.0,
Change In Payable,-17776433.0,-53329781.0,98134335.0,29730896.0,
Change In Prepaid Assets,-28750986.0,2095184.0,-19485031.0,-7298270.0,
Change In Inventory,-14227042.0,-16916742.0,,,
Change In Receivables,7832487.0,-73606956.0,-50004359.0,-65252008.0,
Other Non Cash Items,-24389076.0,1249271.0,1245461.0,1021832.0,
Provisionand Write Offof Assets,1506579.0,-2862457.0,3535606.0,1000000.0,
Depreciation And Amortization,2687660.0,2414152.0,2226642.0,2083680.0,
Amortization Cash Flow,246696.0,246694.0,246690.0,246691.0,
Depreciation,2440964.0,2167458.0,1979952.0,1836989.0,
Pension And Employee Benefit Expense,761533.0,773183.0,756135.0,647136.0,
Gain Loss On Investment Securities,-15185440.0,,,,
Gain Loss On Sale Of PPE,-27983.0,0.0,-40000.0,-100000.0,
Net Income From Continuing Operations,143392893.0,114737530.0,108645317.0,92321506.0,
