,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,12279721.554075,-14387723.297979,-42585204.117343,6027794.214768
Tax Rate For Calcs,0.145405,0.136251,0.141383,0.155741
Total Unusual Items,84452000.0,-105597000.0,-301204000.0,38704000.0
Total Unusual Items Excluding Goodwill,84452000.0,-105597000.0,-301204000.0,38704000.0
Net Income From Continuing Operation Net Minority Interest,5110278000.0,4955514000.0,4070510000.0,3070405000.0
Reconciled Depreciation,284488000.0,245894000.0,228287000.0,213608000.0
Normalized Income,5038105721.554075,5046723276.702021,4329128795.882657,3037728794.214768
Net Income From Continuing And Discontinued Operation,5116238000.0,4966022000.0,4070510000.0,3070405000.0
Diluted Average Shares,1992200000.0,1999700000.0,2000000000.0,1999999999.0
Basic Average Shares,1992200000.0,1999700000.0,2000000000.0,1999999999.0
Diluted EPS,2.49,2.48,2.04,1.5375
Basic EPS,2.49,2.48,2.04,1.5375
Diluted NI Availto Com Stockholders,5116238000.0,4966022000.0,4070510000.0,3070405000.0
Net Income Common Stockholders,5116238000.0,4966022000.0,4070510000.0,3070405000.0
Net Income,5116238000.0,4966022000.0,4070510000.0,3070405000.0
Minority Interests,-746000.0,-1325000.0,-5129000.0,3350000.0
Net Income Including Noncontrolling Interests,5116984000.0,4967347000.0,4075639000.0,3067055000.0
Net Income Discontinuous Operations,5960000.0,10508000.0,,
Net Income Continuous Operations,5111024000.0,4956839000.0,4075639000.0,3067055000.0
Tax Provision,869613000.0,781912000.0,671111000.0,565781000.0
Pretax Income,5980637000.0,5738751000.0,4746750000.0,3632836000.0
Special Income Charges,101452000.0,-105597000.0,-301204000.0,38704000.0
Other Special Charges,-1452000.0,-13559000.0,-20796000.0,-38704000.0
Write Off,-100000000.0,119156000.0,322000000.0,0.0
Gain On Sale Of Security,8309111000.0,8107184000.0,7445941000.0,5689207000.0
Operating Expense,3337235000.0,3067076000.0,2847702000.0,2457698000.0
Other Operating Expenses,0.0,0.0,0.0,0.0
Depreciation And Amortization In Income Statement,261381000.0,222004000.0,228287000.0,213608000.0
Depreciation Income Statement,261381000.0,222004000.0,228287000.0,213608000.0
Selling General And Administration,1012819000.0,1017967000.0,1016912000.0,810766000.0
General And Administrative Expense,1012819000.0,1017967000.0,1016912000.0,810766000.0
Rent And Landing Fees,50676000.0,55387000.0,55501000.0,53707000.0
Total Revenue,9877297000.0,9396234000.0,8544737000.0,6849251000.0
Operating Revenue,9877297000.0,9396234000.0,8544737000.0,6849251000.0
