,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,3859266.587092,-4142802.6,1176899.4,-994681.757276
Tax Rate For Calcs,0.376996,0.2,0.2,0.052767
Normalized EBITDA,180304069.0,109970745.0,45151947.0,422270307.0
Total Unusual Items,10236901.0,-20714013.0,5884497.0,-18850372.0
Total Unusual Items Excluding Goodwill,10236901.0,-20714013.0,5884497.0,-18850372.0
Net Income From Continuing Operation Net Minority Interest,23410074.0,-77326129.0,-80269141.0,269698532.0
Reconciled Depreciation,121348031.0,113679014.0,103128427.0,100368813.0
Reconciled Cost Of Revenue,926909015.0,957629091.0,823076340.0,684219701.0
EBITDA,190540970.0,89256732.0,51036444.0,403419935.0
EBIT,69192939.0,-24422282.0,-52091983.0,303051122.0
Net Interest Income,-10245185.0,-6575724.0,-28324186.0,-21028249.0
Interest Expense,33553512.0,33477733.0,25666983.0,17239845.0
Interest Income,26430531.0,30813689.0,0.0,
Normalized Income,17032439.587092,-60754918.6,-84976738.6,287554222.242724
Net Income From Continuing And Discontinued Operation,23410074.0,-77326129.0,-80269141.0,269698532.0
Total Expenses,1023990452.0,1093790109.0,924640239.0,857182850.0
Rent Expense Supplemental,3919837.0,2046028.0,2006552.0,1235509.0
Total Operating Income As Reported,44967159.0,-52532671.0,-51234467.0,304294383.0
Diluted Average Shares,86666666.0,86502282.0,66666666.0,66666438.0
Basic Average Shares,86666666.0,86502282.0,66666666.0,66666438.0
Diluted EPS,0.27,-0.89,-1.2,4.05
Basic EPS,0.27,-0.89,-1.2,4.05
Diluted NI Availto Com Stockholders,23410074.0,-77326129.0,-80269141.0,269698532.0
Net Income Common Stockholders,23410074.0,-77326129.0,-80269141.0,269698532.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,23410074.0,-77326129.0,-80269141.0,269698532.0
Minority Interests,1206554.0,141871.0,7368356.0,-1031278.0
Net Income Including Noncontrolling Interests,22203520.0,-77468000.0,-87637497.0,270729810.0
Net Income Continuous Operations,22203520.0,-77468000.0,-87637497.0,270729810.0
Tax Provision,13435907.0,19567985.0,9878531.0,15081467.0
Pretax Income,35639427.0,-57900015.0,-77758966.0,285811277.0
Special Income Charges,10236901.0,-20714013.0,5884497.0,-18850372.0
Other Special Charges,-6141397.0,-3230730.0,-1382781.0,2134071.0
Write Off,-4095504.0,7401311.0,-6657591.0,16283851.0
Impairment Of Capital Assets,0.0,16543432.0,2155875.0,432450.0
Net Non Operating Interest Income Expense,-10245185.0,-6575724.0,-28324186.0,-21028249.0
Total Other Finance Cost,3122204.0,3911680.0,2657203.0,3788404.0
Interest Expense Non Operating,33553512.0,33477733.0,25666983.0,17239845.0
Interest Income Non Operating,26430531.0,30813689.0,0.0,
Operating Income,36536812.0,-28534148.0,-57887468.0,329822948.0
Operating Expense,97081437.0,136161018.0,101563899.0,172963149.0
Other Operating Expenses,2400603.0,2740661.0,1214032.0,732489.0
Depreciation And Amortization In Income Statement,6779069.0,4804396.0,4565739.0,4211330.0
Depreciation Income Statement,6779069.0,4804396.0,4565739.0,4211330.0
Selling General And Administration,35685731.0,43998074.0,26806437.0,100917365.0
Selling And Marketing Expense,6151262.0,8692338.0,7934124.0,74908682.0
General And Administrative Expense,29534469.0,35305736.0,18872313.0,26008683.0
Gross Profit,133618249.0,107626870.0,43676431.0,502786097.0
Cost Of Revenue,926909015.0,957629091.0,823076340.0,684219701.0
Total Revenue,1060527264.0,1065255961.0,866752771.0,1187005798.0
Operating Revenue,1060527264.0,1065255961.0,866752771.0,1187005798.0
