,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-81325.897369,398520.327385,445161.295648,-30616.371031
Tax Rate For Calcs,0.077822,0.040556,0.064372,0.061544
Normalized EBITDA,246279766.0,332930910.0,338066424.0,351596646.0
Total Unusual Items,-1045020.0,9826465.0,6915462.0,-497475.0
Total Unusual Items Excluding Goodwill,-1045020.0,9826465.0,6915462.0,-497475.0
Net Income From Continuing Operation Net Minority Interest,159863374.0,278652929.0,282213242.0,290201821.0
Reconciled Depreciation,49956004.0,39333997.0,36353540.0,38938454.0
Reconciled Cost Of Revenue,2810262328.0,2780559632.0,2732096401.0,2395262627.0
EBITDA,245234746.0,342757375.0,344981886.0,351099171.0
EBIT,195278742.0,303423378.0,308628346.0,312160717.0
Net Interest Income,-20454391.0,-10677895.0,-813155.0,-2748503.0
Interest Expense,21924539.0,12991757.0,6998632.0,2927596.0
Interest Income,2548016.0,3280711.0,6988591.0,1007500.0
Normalized Income,160827068.102631,269224984.327385,275742941.295648,290668679.628969
Net Income From Continuing And Discontinued Operation,159863374.0,278652929.0,282213242.0,290201821.0
Total Expenses,3154991772.0,3082416910.0,3018623337.0,2672992423.0
Rent Expense Supplemental,8256827.0,3116011.0,3229706.0,1423032.0
Total Operating Income As Reported,180455180.0,277985657.0,301639755.0,311153217.0
Diluted Average Shares,60000000.0,60000000.0,60000000.0,60000000.0
Basic Average Shares,60000000.0,60000000.0,60000000.0,60000000.0
Diluted EPS,2.66,4.64,4.7,4.8
Basic EPS,2.66,4.64,4.7,4.8
Diluted NI Availto Com Stockholders,159863374.0,278652929.0,282213242.0,290201821.0
Net Income Common Stockholders,159863374.0,278652929.0,282213242.0,290201821.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,159863374.0,278652929.0,282213242.0,290201821.0
Net Income Including Noncontrolling Interests,159863374.0,278652929.0,282213242.0,290201821.0
Net Income Continuous Operations,159863374.0,278652929.0,282213242.0,290201821.0
Tax Provision,13490829.0,11778692.0,19416472.0,19031300.0
Pretax Income,173354203.0,290431621.0,301629714.0,309233121.0
Other Non Operating Income Expenses,722910.0,772602.0,1090701.0,3700419.0
Special Income Charges,-1159572.0,9826465.0,6915462.0,-497475.0
Other Special Charges,1159572.0,-9826465.0,-8255740.0,-2161016.0
Write Off,,1401864.0,1340278.0,2658491.0
Net Non Operating Interest Income Expense,-20454391.0,-10677895.0,-813155.0,-2748503.0
Total Other Finance Cost,1077868.0,966849.0,803114.0,828407.0
Interest Expense Non Operating,21924539.0,12991757.0,6998632.0,2927596.0
Interest Income Non Operating,2548016.0,3280711.0,6988591.0,1007500.0
Operating Income,186165017.0,264567174.0,295779992.0,305530201.0
Operating Expense,344729444.0,301857278.0,286526936.0,277729796.0
Other Operating Expenses,26933145.0,19301329.0,14721688.0,3638889.0
Depreciation And Amortization In Income Statement,38718723.0,34862213.0,32708790.0,34993885.0
Amortization,615921.0,544391.0,763380.0,1388530.0
Depreciation Income Statement,38102802.0,34317822.0,31945410.0,33605355.0
Selling General And Administration,109964681.0,96638780.0,97346679.0,103617301.0
Selling And Marketing Expense,91334823.0,87259321.0,88575148.0,96489090.0
General And Administrative Expense,18629858.0,9379459.0,8771531.0,7128211.0
Rent And Landing Fees,8256827.0,3116011.0,3229706.0,1423032.0
Gross Profit,530894461.0,566424452.0,582306928.0,583259997.0
Cost Of Revenue,2810262328.0,2780559632.0,2732096401.0,2395262627.0
Total Revenue,3341156789.0,3346984084.0,3314403329.0,2978522624.0
Operating Revenue,3341156789.0,3346984084.0,3314403329.0,2978522624.0
