,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,1480817.212385,728448.086587,815905.699282,379080.181216
Tax Rate For Calcs,0.115166,0.083393,0.130433,0.078272
Normalized EBITDA,226841287.0,240533822.0,172040784.0,202593068.0
Total Unusual Items,12858152.0,8735090.0,6255349.0,4843119.0
Total Unusual Items Excluding Goodwill,12858152.0,8735090.0,6255349.0,4843119.0
Net Income From Continuing Operation Net Minority Interest,128925087.0,144119933.0,82001085.0,115010427.0
Reconciled Depreciation,92648473.0,90736760.0,82703027.0,81682248.0
Reconciled Cost Of Revenue,355716360.0,332295633.0,246039753.0,285942775.0
EBITDA,239699439.0,249268912.0,178296133.0,207436187.0
EBIT,147050966.0,158532152.0,95593106.0,125753939.0
Net Interest Income,14395280.0,10764879.0,9639176.0,2735397.0
Interest Expense,1345632.0,1300119.0,1292021.0,976981.0
Normalized Income,117547752.212385,136113291.086587,76561641.699282,110546388.181216
Net Income From Continuing And Discontinued Operation,128925087.0,144119933.0,82001085.0,115010427.0
Total Expenses,406594116.0,385067675.0,283785634.0,316661742.0
Total Operating Income As Reported,113204665.0,135893261.0,72863314.0,110808981.0
Diluted Average Shares,140000000.0,140000000.0,140000000.0,140000000.0
Basic Average Shares,140000000.0,140000000.0,140000000.0,140000000.0
Diluted EPS,0.92,1.03,0.59,0.82
Basic EPS,0.92,1.03,0.59,0.82
Diluted NI Availto Com Stockholders,128925087.0,144119933.0,82001085.0,115010427.0
Net Income Common Stockholders,128925087.0,144119933.0,82001085.0,115010427.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,128925087.0,144119933.0,82001085.0,115010427.0
Net Income Including Noncontrolling Interests,128925087.0,144119933.0,82001085.0,115010427.0
Net Income Continuous Operations,128925087.0,144119933.0,82001085.0,115010427.0
Tax Provision,16780247.0,13112100.0,12300000.0,9766531.0
Pretax Income,145705334.0,157232033.0,94301085.0,124776958.0
Other Non Operating Income Expenses,5229912.0,2560571.0,5770561.0,2596674.0
Special Income Charges,-373664.0,0.0,,
Other Special Charges,373664.0,,,
Net Non Operating Interest Income Expense,14395280.0,10764879.0,9639176.0,2735397.0
Total Other Finance Cost,-15740912.0,-12064998.0,-10931197.0,-3712378.0
Interest Expense Non Operating,1345632.0,1300119.0,1292021.0,976981.0
Operating Income,113044280.0,135768616.0,72684028.0,114719979.0
Operating Expense,50877756.0,52772042.0,37745881.0,30718967.0
Other Operating Expenses,327779.0,608641.0,866999.0,-3792083.0
Depreciation And Amortization In Income Statement,1900789.0,1908321.0,1690178.0,1585161.0
Depreciation Income Statement,1900789.0,1908321.0,1690178.0,1585161.0
Selling General And Administration,20191560.0,22726784.0,9959948.0,8630047.0
Selling And Marketing Expense,11418835.0,11699379.0,5235868.0,5618028.0
General And Administrative Expense,8772725.0,11027405.0,4724080.0,3012019.0
Gross Profit,163922036.0,188540658.0,110429909.0,145438946.0
Cost Of Revenue,355716360.0,332295633.0,246039753.0,285942775.0
Total Revenue,519638396.0,520836291.0,356469662.0,431381721.0
Operating Revenue,519638396.0,520836291.0,356469662.0,431381721.0
