,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,737364130.0,951306369.0,459563702.0,369436575.0,
Repayment Of Debt,-1205000000.0,-4195285714.0,-4825568267.0,-2275714286.0,
Issuance Of Debt,1030000000.0,3900000000.0,5044996838.0,2445000000.0,
Capital Expenditure,-359140856.0,-427844403.0,-514521979.0,-403322489.0,
End Cash Position,289438607.0,241982102.0,231850682.0,148166876.0,
Beginning Cash Position,241982102.0,231850682.0,148166876.0,273964384.0,
Changes In Cash,47456505.0,10131420.0,83683806.0,-125797508.0,
Financing Cash Flow,-774667221.0,-734564341.0,-316985190.0,-382302262.0,
Net Other Financing Charges,-13464405.0,-23655047.0,-22219119.0,-16819960.0,
Interest Paid Cff,-224497434.0,-186533119.0,-22219119.0,,
Cash Dividends Paid,-150000000.0,-75000000.0,-150000000.0,-112500000.0,
Common Stock Dividend Paid,-150000000.0,-75000000.0,-150000000.0,-112500000.0,
Net Issuance Payments Of Debt,-175000000.0,-295285714.0,219428571.0,169285714.0,
Net Short Term Debt Issuance,-100000000.0,-260000000.0,140000000.0,220000000.0,
Short Term Debt Payments,-1130000000.0,-4160000000.0,-4804996838.0,-2225000000.0,
Short Term Debt Issuance,1030000000.0,3900000000.0,4944996838.0,2445000000.0,
Net Long Term Debt Issuance,-75000000.0,-35285714.0,79428571.0,-50714286.0,
Long Term Debt Payments,-75000000.0,-35285714.0,-20571429.0,-50714286.0,
Long Term Debt Issuance,,0.0,100000000.0,0.0,
Investing Cash Flow,-274381260.0,-634455011.0,-573416685.0,-516254310.0,
Net Other Investing Changes,,,,-929801.0,-8514486.0
Interest Received Cfi,71067894.0,35392779.0,7725298.0,0.0,
Dividends Received Cfi,2500000.0,0.0,0.0,1022648.0,
Net Investment Purchase And Sale,-21250000.0,-253875000.0,-100000000.0,-124689924.0,
Sale Of Investment,30000000.0,0.0,0.0,237950178.0,
Purchase Of Investment,-51250000.0,-253875000.0,-100000000.0,-362640102.0,
Net Intangibles Purchase And Sale,0.0,-78330.0,-1185605.0,-741044.0,
Purchase Of Intangibles,0.0,-78330.0,-1185605.0,-741044.0,
Net PPE Purchase And Sale,-326699154.0,-415894460.0,-479956378.0,-391845990.0,
Sale Of PPE,32441702.0,11871613.0,33379996.0,10735455.0,
Purchase Of PPE,-359140856.0,-427766073.0,-513336374.0,-402581445.0,
Operating Cash Flow,1096504986.0,1379150772.0,974085681.0,772759064.0,
Taxes Refund Paid,-9107472.0,-8664465.0,-7788338.0,-5738479.0,
Change In Working Capital,-128665663.0,276747819.0,69756039.0,-13519766.0,
Change In Other Current Assets,-10522152.0,-138680.0,-8823605.0,-761197.0,
Change In Accrued Expense,53922823.0,167692697.0,84437684.0,75799386.0,
Change In Payable,589140457.0,430810193.0,227584348.0,258998180.0,
Change In Prepaid Assets,-499616845.0,-253266233.0,-98465033.0,-149199973.0,
Change In Inventory,-53077251.0,-72114041.0,-53458404.0,-31229716.0,
Change In Receivables,-208512695.0,3763883.0,-81518951.0,-167126446.0,
Other Non Cash Items,168957499.0,171784791.0,119507639.0,124376922.0,
Provisionand Write Offof Assets,5412388.0,5736992.0,842128.0,9663762.0,
Depreciation And Amortization,612346341.0,566944765.0,503517472.0,406171592.0,
Amortization Cash Flow,336991.0,805364.0,915553.0,899533.0,
Depreciation,612009350.0,566139401.0,502601919.0,405272059.0,
Pension And Employee Benefit Expense,31618978.0,26993994.0,19549419.0,17553182.0,
Gain Loss On Investment Securities,,,,-1375881.0,-449858.0
Gain Loss On Sale Of PPE,-4246788.0,748583.0,-5172337.0,251759.0,
Net Income From Continuing Operations,433083113.0,352990060.0,285814473.0,249468134.0,
