,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-9425566.0,-704982.2,-2380870.0,628747.4
Tax Rate For Calcs,0.2,0.2,0.2,0.2
Normalized EBITDA,83463086.0,63986207.0,40921229.0,33938050.0
Total Unusual Items,-47127830.0,-3524911.0,-11904350.0,3143737.0
Total Unusual Items Excluding Goodwill,-47127830.0,-3524911.0,-11904350.0,3143737.0
Net Income From Continuing Operation Net Minority Interest,-56556790.0,-13890857.0,-30837648.0,-9649264.0
Reconciled Depreciation,77030161.0,61485483.0,51799904.0,43505656.0
Reconciled Cost Of Revenue,420677772.0,423138672.0,384340887.0,426418478.0
EBITDA,36335256.0,60461296.0,29016879.0,37081787.0
EBIT,-40694905.0,-1024187.0,-22783025.0,-6423869.0
Net Interest Income,-27965719.0,-18155653.0,-12682818.0,-10588845.0
Interest Expense,11465342.0,7553102.0,4385924.0,4215716.0
Normalized Income,-18854526.0,-11070928.2,-21314168.0,-12164253.6
Net Income From Continuing And Discontinued Operation,-56556790.0,-13890857.0,-30837648.0,-9649264.0
Total Expenses,460112846.0,469013296.0,431448942.0,477775814.0
Rent Expense Supplemental,20485010.0,12688282.0,8526029.0,3438317.0
Total Operating Income As Reported,-40568066.0,-5054431.0,-19613825.0,-1340707.0
Diluted Average Shares,600000000.0,600000000.0,589320000.0,300000000.0
Basic Average Shares,600000000.0,600000000.0,589320000.0,300000000.0
Diluted EPS,-0.094,-0.023,-0.05,-0.032
Basic EPS,-0.094,-0.023,-0.05,-0.032
Diluted NI Availto Com Stockholders,-56556790.0,-13890857.0,-30837648.0,-9649264.0
Net Income Common Stockholders,-56556790.0,-13890857.0,-30837648.0,-9649264.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-56556790.0,-13890857.0,-30837648.0,-9649264.0
Minority Interests,1205663.0,820251.0,1113698.0,7416725.0
Net Income Including Noncontrolling Interests,-57762453.0,-14711108.0,-31951346.0,-17065989.0
Net Income Continuous Operations,-57762453.0,-14711108.0,-31951346.0,-17065989.0
Tax Provision,5602206.0,6133819.0,4782397.0,6426404.0
Pretax Income,-52160247.0,-8577289.0,-27168949.0,-10639585.0
Other Non Operating Income Expenses,910428.0,1394430.0,1222044.0,-397590.0
Special Income Charges,-61790913.0,-13976727.0,-13583206.0,2213714.0
Other Special Charges,-872679.0,-2636549.0,-2076794.0,-607534.0
Write Off,6280123.0,16613276.0,15660000.0,-1606180.0
Impairment Of Capital Assets,56383469.0,0.0,,
Restructuring And Mergern Acquisition,,,,1480634.0
Net Non Operating Interest Income Expense,-27965719.0,-18155653.0,-12682818.0,-10588845.0
Total Other Finance Cost,16500377.0,10602551.0,8296894.0,6373129.0
Interest Expense Non Operating,11465342.0,7553102.0,4385924.0,4215716.0
Operating Income,22095526.0,11558845.0,-3953825.0,-2946887.0
Operating Expense,39435074.0,45874624.0,47108055.0,51357336.0
Other Operating Expenses,1271401.0,1884548.0,,-1606180.0
Depreciation And Amortization In Income Statement,1303204.0,3227722.0,4745457.0,5093095.0
Amortization,942809.0,521796.0,1406972.0,1173303.0
Depreciation Income Statement,360395.0,2705926.0,3338485.0,3919792.0
Selling General And Administration,10853376.0,8673017.0,9980666.0,9372895.0
Selling And Marketing Expense,606727.0,689897.0,,
General And Administrative Expense,10246649.0,7983120.0,9980666.0,9372895.0
Rent And Landing Fees,50404.0,100558.0,213699.0,194302.0
Gross Profit,61530600.0,57433469.0,43154230.0,48410449.0
Cost Of Revenue,420677772.0,423138672.0,384340887.0,426418478.0
Total Revenue,482208372.0,480572141.0,427495117.0,474828927.0
Operating Revenue,482208372.0,480572141.0,427495117.0,474828927.0
