,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-6485000000.0,-2366800000.0,0.0,0.0,
Tax Rate For Calcs,0.2,0.2,0.2,0.2,
Normalized EBITDA,839467000000.0,896063000000.0,993293000000.0,1253462000000.0,
Total Unusual Items,-32425000000.0,-11834000000.0,,,13000000.0
Total Unusual Items Excluding Goodwill,-32425000000.0,-11834000000.0,,,13000000.0
Net Income From Continuing Operation Net Minority Interest,348042000000.0,393891000000.0,452753000000.0,597215000000.0,
Reconciled Depreciation,93091000000.0,91679000000.0,97040000000.0,91618000000.0,
Reconciled Cost Of Revenue,832877000000.0,911916000000.0,896583000000.0,684220000000.0,
EBITDA,807042000000.0,884229000000.0,993293000000.0,1253462000000.0,
EBIT,713951000000.0,792550000000.0,896253000000.0,1161844000000.0,
Net Interest Income,-778000000.0,8502000000.0,20204000000.0,4433000000.0,
Interest Expense,11091000000.0,10540000000.0,8186000000.0,8882000000.0,
Interest Income,8587000000.0,16868000000.0,22275000000.0,7955000000.0,
Normalized Income,373982000000.0,403358200000.0,452753000000.0,597215000000.0,
Net Income From Continuing And Discontinued Operation,348042000000.0,393891000000.0,452753000000.0,597215000000.0,
Total Expenses,931957000000.0,1015215000000.0,988086000000.0,1122296000000.0,
Rent Expense Supplemental,,,231795000000.0,341510000000.0,
Total Operating Income As Reported,706822000000.0,774625000000.0,868287000000.0,1144077000000.0,
Diluted Average Shares,241882000000.0,241894000000.0,241933000000.0,241907000000.0,
Basic Average Shares,241882000000.0,241894000000.0,241933000000.0,241907000000.0,
Diluted EPS,1.44,1.63,1.87,2.47,
Basic EPS,1.44,1.63,1.87,2.47,
Diluted NI Availto Com Stockholders,348042000000.0,393891000000.0,452753000000.0,597215000000.0,
Net Income Common Stockholders,348042000000.0,393891000000.0,452753000000.0,597215000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,348042000000.0,393891000000.0,452753000000.0,597215000000.0,
Minority Interests,-2168000000.0,-4531000000.0,-2011000000.0,-6790000000.0,
Net Income Including Noncontrolling Interests,350210000000.0,398422000000.0,454764000000.0,604005000000.0,
Net Income Continuous Operations,350210000000.0,398422000000.0,454764000000.0,604005000000.0,
Tax Provision,352650000000.0,383588000000.0,433303000000.0,548957000000.0,
Pretax Income,702860000000.0,782010000000.0,888067000000.0,1152962000000.0,
Special Income Charges,-32425000000.0,-11834000000.0,,,
Write Off,32425000000.0,11834000000.0,,,
Impairment Of Capital Assets,32425000000.0,11834000000.0,,,
Net Non Operating Interest Income Expense,-778000000.0,8502000000.0,20204000000.0,4433000000.0,
Total Other Finance Cost,-1726000000.0,-2174000000.0,-6115000000.0,-5360000000.0,
Interest Expense Non Operating,11091000000.0,10540000000.0,8186000000.0,8882000000.0,
Interest Income Non Operating,8587000000.0,16868000000.0,22275000000.0,7955000000.0,
Operating Income,739247000000.0,786459000000.0,868287000000.0,1144077000000.0,
Operating Expense,99080000000.0,103299000000.0,91503000000.0,438076000000.0,
Other Operating Expenses,10141000000.0,8552000000.0,9416000000.0,8447000000.0,
Research And Development,5443000000.0,5816000000.0,5197000000.0,4419000000.0,
Selling General And Administration,83496000000.0,88931000000.0,76890000000.0,83700000000.0,
Selling And Marketing Expense,,,76890000000.0,83700000000.0,59496000000.0
General And Administrative Expense,83496000000.0,88931000000.0,76890000000.0,83700000000.0,
Rent And Landing Fees,,,231795000000.0,341510000000.0,
Gross Profit,838327000000.0,889758000000.0,959790000000.0,1582153000000.0,
Cost Of Revenue,832877000000.0,911916000000.0,896583000000.0,684220000000.0,
Total Revenue,1671204000000.0,1801674000000.0,1856373000000.0,2266373000000.0,
Operating Revenue,1671204000000.0,1801674000000.0,1856373000000.0,2266373000000.0,
