,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,50000000.0,50000000.0,49999999.0,49999999.0,
Share Issued,50000000.0,50000000.0,49999999.0,49999999.0,
Total Debt,3281000.0,6728000.0,5846000.0,7342000.0,
Tangible Book Value,433505000.0,692423000.0,667123000.0,532117000.0,
Invested Capital,449585000.0,711657000.0,671620000.0,536614000.0,
Net Tangible Assets,433505000.0,692423000.0,667123000.0,532117000.0,
Capital Lease Obligations,3281000.0,6728000.0,5846000.0,7342000.0,
Common Stock Equity,449585000.0,711657000.0,671620000.0,536614000.0,
Total Capitalization,449585000.0,711657000.0,671620000.0,536614000.0,
Total Equity Gross Minority Interest,449585000.0,711657000.0,671620000.0,536614000.0,
Stockholders Equity,449585000.0,711657000.0,671620000.0,536614000.0,
Retained Earnings,-162072000.0,112372000.0,150065000.0,74948000.0,
Capital Stock,500000000.0,500000000.0,450000000.0,450000000.0,
Common Stock,500000000.0,500000000.0,450000000.0,450000000.0,
Total Liabilities Net Minority Interest,751605000.0,797869000.0,1198193000.0,978845000.0,
Non Current Pension And Other Postretirement Benefit Plans,23378000.0,20968000.0,19772000.0,16916000.0,
Non Current Accrued Expenses,4925000.0,10673000.0,22240000.0,23654000.0,
Non Current Deferred Revenue,,,,5535258.0,4843821.0
Non Current Deferred Taxes Liabilities,8976000.0,17047000.0,18960000.0,23064000.0,
Long Term Debt And Capital Lease Obligation,3281000.0,6728000.0,5846000.0,7342000.0,
Long Term Capital Lease Obligation,3281000.0,6728000.0,5846000.0,7342000.0,
Payables,2292000.0,2033000.0,14987000.0,15586000.0,
Other Payable,586000.0,1331000.0,2192000.0,8693000.0,
Total Tax Payable,1706000.0,702000.0,12795000.0,6893000.0,
Accounts Payable,,,2192000.0,6252000.0,5487000.0
Total Assets,1201190000.0,1509526000.0,1869813000.0,1515459000.0,
Investments And Advances,572616000.0,570426000.0,553244000.0,302305000.0,
Investmentin Financial Assets,493748000.0,503156000.0,503636000.0,294236000.0,
Held To Maturity Securities,,,,113237500.0,19687500.0
Available For Sale Securities,339833000.0,346564000.0,337948000.0,88863000.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,153915000.0,156592000.0,165688000.0,205373000.0,
Goodwill And Other Intangible Assets,16080000.0,19234000.0,4497000.0,4497000.0,
Other Intangible Assets,11583000.0,14737000.0,,,
Goodwill,4497000.0,4497000.0,4497000.0,4497000.0,
Net PPE,9441000.0,15519000.0,26008000.0,21681000.0,
Accumulated Depreciation,-36711000.0,-30891000.0,-29758000.0,-26466000.0,
Gross PPE,46152000.0,46410000.0,55766000.0,48147000.0,
Construction In Progress,445000.0,1123000.0,7309000.0,2739000.0,
Other Properties,15010000.0,15010000.0,,8337980.0,3673000.0
Machinery Furniture Equipment,20353000.0,20059000.0,32298000.0,28353000.0,
Buildings And Improvements,10344000.0,10218000.0,16159000.0,17055000.0,
Prepaid Assets,7535000.0,5023000.0,9621000.0,6385000.0,
Other Receivables,35608000.0,14151000.0,70036000.0,41178000.0,
Accounts Receivable,,,,223255133.0,164107400.0
Cash Cash Equivalents And Short Term Investments,173856000.0,173337000.0,126982000.0,197936000.0,
Other Short Term Investments,78868000.0,67270000.0,49608000.0,8069000.0,
Cash And Cash Equivalents,94988000.0,106067000.0,77374000.0,189867000.0,
