,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,21701.0387,-92034.1955,-988037.341132,-486592.523708,
Tax Rate For Calcs,0.0067,0.0065,0.124369,0.159435,
Normalized EBITDA,700812003.0,488566999.0,295277730.0,155419974.0,
Total Unusual Items,3238961.0,-14159107.0,-7944372.0,-3051978.0,
Total Unusual Items Excluding Goodwill,3238961.0,-14159107.0,-7944372.0,-3051978.0,
Net Income From Continuing Operation Net Minority Interest,629929051.0,401730829.0,201033987.0,94170010.0,
Reconciled Depreciation,36184442.0,28888859.0,27628344.0,27755921.0,
Reconciled Cost Of Revenue,1435971524.0,1321753783.0,1158055809.0,828466825.0,
EBITDA,704050964.0,474407892.0,287333358.0,152367996.0,
EBIT,667866522.0,445519033.0,259705014.0,124612075.0,
Net Interest Income,-10392942.0,-33744300.0,-34934391.0,-19577624.0,
Interest Expense,3702749.0,23308509.0,30117328.0,12580257.0,
Interest Income,4510697.0,0.0,,,
Normalized Income,626711791.0387,415797901.8045,207990321.658868,96735395.476292,
Net Income From Continuing And Discontinued Operation,629929051.0,401730829.0,201033987.0,94170010.0,
Total Expenses,1627012569.0,1517109902.0,1283567764.0,928415496.0,
Rent Expense Supplemental,24603709.0,21798169.0,17733200.0,12499221.0,
Total Operating Income As Reported,674626448.0,455954824.0,264522077.0,131609442.0,
Diluted Average Shares,1121833369.0,1119861311.0,1123145306.0,1120456625.0,
Basic Average Shares,1112500000.0,1112500000.0,1112500000.0,1112500000.0,
Diluted EPS,0.56,0.36,0.18,0.08,
Basic EPS,0.57,0.36,0.18,0.08,
Diluted NI Availto Com Stockholders,629929051.0,401730829.0,201033987.0,94170010.0,
Net Income Common Stockholders,629929051.0,401730829.0,201033987.0,94170010.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,629929051.0,401730829.0,201033987.0,94170010.0,
Net Income Including Noncontrolling Interests,629929051.0,401730829.0,201033987.0,94170010.0,
Net Income Continuous Operations,629929051.0,401730829.0,201033987.0,94170010.0,
Tax Provision,34234722.0,20479695.0,28553699.0,17861808.0,
Pretax Income,664163773.0,422210524.0,229587686.0,112031818.0,
Other Non Operating Income Expenses,659755.0,252602.0,-768831.0,173362.0,
Special Income Charges,3238961.0,-14159107.0,-7944372.0,-3051978.0,
Other Special Charges,-2742403.0,756147.0,401224.0,-120000.0,
Write Off,-496558.0,13402960.0,7543148.0,3171978.0,
Net Non Operating Interest Income Expense,-10392942.0,-33744300.0,-34934391.0,-19577624.0,
Total Other Finance Cost,11200890.0,10435791.0,4817063.0,6997367.0,
Interest Expense Non Operating,3702749.0,23308509.0,30117328.0,12580257.0,
Interest Income Non Operating,4510697.0,0.0,,,
Operating Income,669228495.0,469958936.0,275783190.0,137673337.0,
Operating Expense,191041045.0,195356119.0,125511955.0,99948671.0,
Other Operating Expenses,14051362.0,13458560.0,7067513.0,5317912.0,
Depreciation And Amortization In Income Statement,7210257.0,6281695.0,6796480.0,5693637.0,
Amortization,1669856.0,1702289.0,1390629.0,366488.0,
Depreciation Income Statement,5540401.0,4579406.0,5405851.0,5327149.0,
Research And Development,,8550000.0,1550040.0,1587134.0,1618286.0
Selling General And Administration,51858063.0,81817914.0,40452682.0,34299384.0,
Selling And Marketing Expense,22653876.0,37004123.0,24589862.0,22182263.0,
General And Administrative Expense,29204187.0,44813791.0,15862820.0,12117121.0,
Rent And Landing Fees,8780843.0,7112598.0,5448190.0,2726091.0,
Gross Profit,860269540.0,665315055.0,401295145.0,237622008.0,
Cost Of Revenue,1435971524.0,1321753783.0,1158055809.0,828466825.0,
Total Revenue,2296241064.0,1987068838.0,1559350954.0,1066088833.0,
Operating Revenue,2296241064.0,1987068838.0,1559350954.0,1066088833.0,
