,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.2,0.2,0.022336,0.2,
Net Income From Continuing Operation Net Minority Interest,-6699000.0,-26762000.0,20222000.0,-6355000.0,
Reconciled Depreciation,2128000.0,2188000.0,1949000.0,2221000.0,
Interest Income,,,14427000.0,5193000.0,0.0
Normalized Income,-6699000.0,-26762000.0,20222000.0,-6355000.0,
Net Income From Continuing And Discontinued Operation,-6699000.0,-26762000.0,20222000.0,-6355000.0,
Total Expenses,178117000.0,273303000.0,245810000.0,236815000.0,
Rent Expense Supplemental,,,222000.0,48000.0,269000.0
Diluted Average Shares,25356934.0,25356934.0,25356934.0,15039969.0,
Basic Average Shares,25356934.0,25356934.0,25356934.0,15039969.0,
Diluted EPS,-0.263044,-1.052178,0.798204,-0.426313,
Basic EPS,-0.263044,-1.052178,0.798204,-0.426313,
Diluted NI Availto Com Stockholders,-6699000.0,-26762000.0,20222000.0,-6355000.0,
Net Income Common Stockholders,-6699000.0,-26762000.0,20222000.0,-6355000.0,
Net Income,-6699000.0,-26762000.0,20222000.0,-6355000.0,
Net Income Including Noncontrolling Interests,-6699000.0,-26762000.0,20222000.0,-6355000.0,
Net Income Continuous Operations,-6699000.0,-26762000.0,20222000.0,-6355000.0,
Tax Provision,8041000.0,409000.0,462000.0,1446000.0,
Pretax Income,1342000.0,-26353000.0,20684000.0,-4909000.0,
Other Income Expense,0.0,0.0,0.0,0.0,
Other Operating Expenses,18431000.0,14828000.0,9615000.0,3034000.0,
Depreciation And Amortization In Income Statement,,,1947000.0,2221000.0,3645000.0
Amortization,,,473000.0,349000.0,491000.0
Depreciation Income Statement,,,1474000.0,1872000.0,3154000.0
Selling General And Administration,,,8994000.0,9940000.0,12048000.0
Selling And Marketing Expense,,,6000.0,30000.0,3000.0
General And Administrative Expense,,,8988000.0,9910000.0,12045000.0
Rent And Landing Fees,,,222000.0,48000.0,269000.0
Total Revenue,179459000.0,246950000.0,266494000.0,231906000.0,
Operating Revenue,179459000.0,246950000.0,266494000.0,231906000.0,
Net Policyholder Benefits And Claims,144616000.0,222371000.0,235144000.0,233781000.0,
