,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,418641571.0,-858191855.0,-252740614.0,1330316255.0,
Repayment Of Debt,-157874836.0,-157874832.0,-229487005.0,,
Issuance Of Debt,1225328055.0,3004169796.0,1930000000.0,432333493.0,
Capital Expenditure,-2983261568.0,-3828589749.0,-3496893243.0,-1513364980.0,
End Cash Position,2281635206.0,2890702697.0,2620380482.0,2746989005.0,
Beginning Cash Position,2890702697.0,2620380482.0,2746989005.0,2643829664.0,
Changes In Cash,-609067491.0,270322215.0,-126608523.0,103159341.0,
Financing Cash Flow,-1040547562.0,1075285860.0,115866997.0,-801121560.0,
Net Other Financing Charges,-2764.0,101788000.0,-6398000.0,-4327000.0,
Interest Paid Cff,-333466552.0,-158430198.0,-63988656.0,-43274148.0,
Cash Dividends Paid,-1662500000.0,-1641500000.0,-1435000000.0,-1137500000.0,
Common Stock Dividend Paid,-1662500000.0,-1641500000.0,-1435000000.0,-1137500000.0,
Net Issuance Payments Of Debt,1067453219.0,2846294964.0,1700512995.0,432333493.0,
Net Long Term Debt Issuance,1067453219.0,2846294964.0,1700512995.0,432333493.0,
Long Term Debt Payments,-157874836.0,-157874832.0,-229487005.0,,
Long Term Debt Issuance,1225328055.0,3004169796.0,1930000000.0,432333493.0,
Investing Cash Flow,-2970423068.0,-3775361539.0,-3486628149.0,-1939400334.0,
Net Other Investing Changes,,,,-30000000.0,
Dividends Received Cfi,16138500.0,12250000.0,12815094.0,0.0,
Net Investment Purchase And Sale,,,0.0,-300000000.0,0.0
Purchase Of Investment,,,0.0,-300000000.0,0.0
Net Business Purchase And Sale,-3300000.0,40978210.0,-2550000.0,-126035354.0,
Sale Of Business,,40978210.0,,,
Purchase Of Business,-3300000.0,,-2550000.0,-126035354.0,0.0
Net PPE Purchase And Sale,-2983261568.0,-3828589749.0,-3496893243.0,-1513364980.0,
Purchase Of PPE,-2983261568.0,-3828589749.0,-3496893243.0,-1513364980.0,
Operating Cash Flow,3401903139.0,2970397894.0,3244152629.0,2843681235.0,
Taxes Refund Paid,-79783843.0,-72513862.0,-60886595.0,-69368923.0,
Change In Working Capital,-318381873.0,-347093954.0,424624002.0,514363884.0,
Change In Other Current Assets,,,44567000.0,48681000.0,-4122965.0
Change In Accrued Expense,402131112.0,295752940.0,445681362.0,486823535.0,
Change In Payable,175354638.0,559493337.0,326076696.0,156188070.0,
Change In Prepaid Assets,-62540334.0,-199685942.0,-86518459.0,4209176.0,
Change In Inventory,-180635121.0,-314425040.0,-58182150.0,-92566741.0,
Change In Receivables,-652692168.0,-688229249.0,-202433447.0,-40290156.0,
Other Non Cash Items,338800018.0,162762985.0,70106623.0,49356745.0,
Provisionand Write Offof Assets,139886354.0,291578707.0,246539534.0,206909725.0,
Depreciation And Amortization,671621123.0,420801363.0,312678500.0,309222808.0,
Depreciation,671621123.0,420801363.0,312678500.0,309222808.0,
Pension And Employee Benefit Expense,196379778.0,165010158.0,145716580.0,126598525.0,
Net Income From Continuing Operations,2519271079.0,2412858445.0,2169986911.0,1796657103.0,
