,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-7939911.0,-2442878.2,760871.427761,-1004245.758481
Tax Rate For Calcs,0.2,0.2,0.256666,0.048247
Normalized EBITDA,166789153.0,121427273.0,213726739.0,230012938.0
Total Unusual Items,-39699555.0,-12214391.0,2964440.0,-20814551.0
Total Unusual Items Excluding Goodwill,-39699555.0,-12214391.0,2964440.0,-20814551.0
Net Income From Continuing Operation Net Minority Interest,-77478271.0,-116524061.0,8386476.0,3546104.0
Reconciled Depreciation,169639466.0,176098127.0,174663486.0,169091698.0
Reconciled Cost Of Revenue,823964281.0,907524372.0,889283406.0,936834428.0
EBITDA,127089598.0,109212882.0,216691179.0,209198387.0
EBIT,-42549868.0,-66885245.0,42027693.0,40106689.0
Net Interest Income,-32340408.0,-34910094.0,-31534185.0,-36991215.0
Interest Expense,32528403.0,34693200.0,30745446.0,36380822.0
Interest Income,187995.0,221144.0,260772.0,312586.0
Normalized Income,-45718627.0,-106752548.2,6182907.427761,23356409.241519
Net Income From Continuing And Discontinued Operation,-77478271.0,-116524061.0,8386476.0,3546104.0
Total Expenses,1088883810.0,1182710038.0,1137166439.0,1186516013.0
Rent Expense Supplemental,20651937.0,22724010.0,7347799.0,13792373.0
Total Operating Income As Reported,-42549868.0,-66447207.0,43077204.0,41029668.0
Diluted Average Shares,64680000.0,64680000.0,64680000.0,64680000.0
Basic Average Shares,64680000.0,64680000.0,64680000.0,64680000.0
Diluted EPS,-1.2,-1.8,0.13,0.05
Basic EPS,-1.2,-1.8,0.13,0.05
Diluted NI Availto Com Stockholders,-77478271.0,-116524061.0,8386476.0,3546104.0
Net Income Common Stockholders,-77478271.0,-116524061.0,8386476.0,3546104.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-77478271.0,-116524061.0,8386476.0,3546104.0
Net Income Including Noncontrolling Interests,-77478271.0,-116524061.0,8386476.0,3546104.0
Net Income Continuous Operations,-77478271.0,-116524061.0,8386476.0,3546104.0
Tax Provision,2400000.0,14945616.0,2895771.0,179763.0
Pretax Income,-75078271.0,-101578445.0,11282247.0,3725867.0
Other Non Operating Income Expenses,3283876.0,3487388.0,3322901.0,4209375.0
Special Income Charges,-39699555.0,-12214391.0,2299685.0,-21351974.0
Other Special Charges,2761448.0,73171.0,-707932.0,-733178.0
Write Off,1906753.0,12457437.0,-1591753.0,4539562.0
Impairment Of Capital Assets,35031354.0,-316217.0,0.0,17545590.0
Net Non Operating Interest Income Expense,-32340408.0,-34910094.0,-31534185.0,-36991215.0
Total Other Finance Cost,,438038.0,1049511.0,922979.0
Interest Expense Non Operating,32528403.0,34693200.0,30745446.0,36380822.0
Interest Income Non Operating,187995.0,221144.0,260772.0,312586.0
Operating Income,-6322184.0,-57941348.0,36529091.0,57322258.0
Operating Expense,264919529.0,275185666.0,247883033.0,249681585.0
Other Operating Expenses,4132671.0,7875268.0,6569186.0,5976947.0
Depreciation And Amortization In Income Statement,8948910.0,9796966.0,9888486.0,8240381.0
Amortization,1766333.0,3119656.0,2049184.0,1375620.0
Depreciation Income Statement,7182577.0,6677310.0,7839302.0,6864761.0
Selling General And Administration,184898018.0,183831271.0,165696626.0,166732208.0
Selling And Marketing Expense,171352557.0,169003643.0,151733622.0,149760900.0
General And Administrative Expense,13545461.0,14827628.0,13963004.0,16971308.0
Rent And Landing Fees,1130823.0,1295071.0,0.0,
Gross Profit,258597345.0,217244318.0,284412124.0,307003843.0
Cost Of Revenue,823964281.0,907524372.0,889283406.0,936834428.0
Total Revenue,1082561626.0,1124768690.0,1173695530.0,1243838271.0
Operating Revenue,1082561626.0,1124768690.0,1173695530.0,1243838271.0
