,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,660374.0,1331769.2,0.0,0.0
Tax Rate For Calcs,0.2,0.2,0.0,0.0
Normalized EBITDA,-495478.0,-693841.0,1314079.0,-1908877.0
Total Unusual Items,3301870.0,6658846.0,0.0,
Total Unusual Items Excluding Goodwill,3301870.0,6658846.0,0.0,
Net Income From Continuing Operation Net Minority Interest,-8293137.0,-4166261.0,-185743.0,-3197035.0
Reconciled Depreciation,7470520.0,5006699.0,648178.0,634515.0
Reconciled Cost Of Revenue,217599861.0,83153886.0,0.0,0.0
EBITDA,2806392.0,5965005.0,1314079.0,-1908877.0
EBIT,-4664128.0,958306.0,665901.0,-2543392.0
Net Interest Income,1387587.0,10985989.0,5260227.0,-653643.0
Interest Expense,1156437.0,51214.0,851644.0,653643.0
Interest Income,2900136.0,11044732.0,6111871.0,0.0
Normalized Income,-10934633.0,-9493337.8,-185743.0,-3197035.0
Net Income From Continuing And Discontinued Operation,-8293137.0,-4166261.0,-185743.0,-3197035.0
Total Expenses,247644209.0,103281032.0,6096588.0,3111952.0
Rent Expense Supplemental,2136538.0,2326110.0,104417.0,64923.0
Total Operating Income As Reported,-11685450.0,-17462442.0,-6096588.0,-3111952.0
Diluted Average Shares,30000000.0,30000000.0,23446154.0,19655175.0
Basic Average Shares,30000000.0,30000000.0,23446154.0,19655175.0
Diluted EPS,-0.276,-0.139,-0.008,-0.162522
Basic EPS,-0.276,-0.139,-0.008,-0.162522
Diluted NI Availto Com Stockholders,-8293137.0,-4166261.0,-185743.0,-3197035.0
Net Income Common Stockholders,-8293137.0,-4166261.0,-185743.0,-3197035.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-8293137.0,-4166261.0,-185743.0,-3197035.0
Net Income Including Noncontrolling Interests,-8293137.0,-4166261.0,-185743.0,-3197035.0
Net Income Continuous Operations,-8293137.0,-4166261.0,-185743.0,-3197035.0
Tax Provision,2472572.0,5073353.0,0.0,0.0
Pretax Income,-5820565.0,907092.0,-185743.0,-3197035.0
Other Non Operating Income Expenses,860308.0,383419.0,350618.0,268560.0
Special Income Charges,0.0,6034508.0,0.0,
Restructuring And Mergern Acquisition,0.0,-6034508.0,0.0,
Net Non Operating Interest Income Expense,1387587.0,10985989.0,5260227.0,-653643.0
Total Other Finance Cost,356112.0,7529.0,,
Interest Expense Non Operating,1156437.0,51214.0,851644.0,653643.0
Interest Income Non Operating,2900136.0,11044732.0,6111871.0,0.0
Operating Income,-11685450.0,-17462442.0,-6096588.0,-3111952.0
Operating Expense,30044348.0,20127146.0,6096588.0,3111952.0
Other Operating Expenses,1634668.0,291799.0,37478.0,30133.0
Depreciation And Amortization In Income Statement,7470520.0,2855556.0,608535.0,634514.0
Amortization,1206902.0,536065.0,,
Depreciation Income Statement,6263618.0,2319491.0,608535.0,634514.0
Selling General And Administration,5090819.0,3020834.0,511139.0,560167.0
Selling And Marketing Expense,3983971.0,1259850.0,0.0,
General And Administrative Expense,1106848.0,1760984.0,511139.0,560167.0
Rent And Landing Fees,2136538.0,2326110.0,104417.0,64923.0
Gross Profit,18358898.0,2664704.0,0.0,0.0
Cost Of Revenue,217599861.0,83153886.0,0.0,0.0
Total Revenue,235958759.0,85818590.0,0.0,0.0
Operating Revenue,235958759.0,85818590.0,0.0,0.0
