,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,60000000.0,60000000.0,60000000.0,60000000.0,
Share Issued,60000000.0,60000000.0,60000000.0,60000000.0,
Net Debt,664713186.0,633103338.0,737061718.0,779991250.0,
Total Debt,675236289.0,657982699.0,779311851.0,823894096.0,
Tangible Book Value,-163014943.0,-4037318.0,165812404.0,267104418.0,
Invested Capital,683524230.0,934504444.0,1274857788.0,1456712765.0,
Working Capital,-399694776.0,-342615528.0,-334353231.0,-130660469.0,
Net Tangible Assets,-163014943.0,-4037318.0,165812404.0,267104418.0,
Capital Lease Obligations,3995574.0,4891838.0,5898559.0,5121663.0,
Common Stock Equity,12283515.0,281413583.0,501444496.0,637940332.0,
Total Capitalization,202737519.0,436625626.0,679097184.0,970243225.0,
Total Equity Gross Minority Interest,12283515.0,281413583.0,501444496.0,637940332.0,
Stockholders Equity,12283515.0,281413583.0,501444496.0,637940332.0,
Retained Earnings,-590302148.0,-321109835.0,-101045500.0,-70396120.0,
Capital Stock,600000000.0,600000000.0,600000000.0,600000000.0,
Common Stock,600000000.0,600000000.0,600000000.0,600000000.0,
Total Liabilities Net Minority Interest,861351642.0,923076202.0,1022701288.0,1103521569.0,
Total Non Current Liabilities Net Minority Interest,221001577.0,191669355.0,217449233.0,368276467.0,
Non Current Pension And Other Postretirement Benefit Plans,25495796.0,30667909.0,35322559.0,32104684.0,
Tradeand Other Payables Non Current,1403099.0,1647745.0,,,
Long Term Debt And Capital Lease Obligation,194102682.0,159353701.0,182126674.0,336171783.0,
Long Term Capital Lease Obligation,3648678.0,4141658.0,4473986.0,3868890.0,
Long Term Debt,190454004.0,155212043.0,177652688.0,332302893.0,
Current Liabilities,640350065.0,731406847.0,805252055.0,735245102.0,
Other Current Liabilities,1766589.0,411025.0,2617006.0,3933027.0,
Current Deferred Taxes Liabilities,8341086.0,18525514.0,14689304.0,12499697.0,
Current Debt And Capital Lease Obligation,481133607.0,498628998.0,597185177.0,487722313.0,
Current Capital Lease Obligation,346896.0,750180.0,1424573.0,1252773.0,
Current Debt,480786711.0,497878818.0,595760604.0,486469540.0,
Payables,119076295.0,196088764.0,170882700.0,211102993.0,
Other Payable,31339181.0,43594808.0,40576549.0,61186551.0,
Dividends Payable,697151.0,697151.0,697151.0,697151.0,
Total Tax Payable,6965291.0,7617291.0,,,
Accounts Payable,80074672.0,144179514.0,129609000.0,149219291.0,
Total Assets,873635157.0,1204489785.0,1524145784.0,1741461901.0,
Total Non Current Assets,632979868.0,815698466.0,1053246960.0,1136877268.0,
Non Current Deferred Taxes Assets,0.0,5250976.0,0.0,,
Financial Assets,0.0,3298256.0,7646415.0,8665937.0,
Investment Properties,5870732.0,6172582.0,25314211.0,25643501.0,
Goodwill And Other Intangible Assets,175298458.0,285450901.0,335632092.0,370835914.0,
Other Intangible Assets,374022.0,526465.0,707656.0,911478.0,
Goodwill,174924436.0,284924436.0,334924436.0,369924436.0,
Net PPE,442017826.0,503869103.0,678995706.0,722375488.0,
Accumulated Depreciation,-711517803.0,-687278104.0,-859224628.0,-810806548.0,
Gross PPE,1153535629.0,1191147207.0,678995706.0,1533182036.0,
Construction In Progress,8704797.0,8951574.0,9888492.0,6959261.0,
Other Properties,4050142.0,5196686.0,678995706.0,13326939.0,
Machinery Furniture Equipment,815906054.0,839148075.0,1047385017.0,1046047427.0,
Buildings And Improvements,218823450.0,231799686.0,324375401.0,323964947.0,
Land And Improvements,106051186.0,106051186.0,142883462.0,142883462.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,240655289.0,388791319.0,470898824.0,604584633.0,
Other Current Assets,12134465.0,31005016.0,32326336.0,37699739.0,
Prepaid Assets,,,,,23016328.0
Inventory,98139171.0,149934163.0,191436274.0,265787671.0,
Inventories Adjustments Allowances,-19758342.0,-20753772.0,-22722040.0,-20239089.0,
Finished Goods,26694033.0,43112062.0,39049419.0,52227240.0,
Work In Process,4169207.0,6813485.0,8643058.0,3118267.0,
Raw Materials,87034273.0,120762388.0,166465837.0,230681253.0,
Other Receivables,,,,,1690419.0
Accounts Receivable,123854124.0,187864617.0,210784640.0,262316040.0,
Allowance For Doubtful Accounts Receivable,-114775203.0,-286045.0,-1403985.0,-600029.0,
Gross Accounts Receivable,238629327.0,187042234.0,212188625.0,262916069.0,
Cash Cash Equivalents And Short Term Investments,6527529.0,19987523.0,36351574.0,38781183.0,
Cash And Cash Equivalents,6527529.0,19987523.0,36351574.0,38781183.0,
Cash Financial,,29780375.0,36351574.0,38781183.0,32988783.0
