,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,6336.171093,4879.78664,102109.767883,-311882.057922
Tax Rate For Calcs,0.030456,0.039366,0.076906,0.083443
Normalized EBITDA,195868657.0,132151598.0,93872935.0,82165161.0
Total Unusual Items,208042.0,123959.0,1327721.0,-3737652.0
Total Unusual Items Excluding Goodwill,208042.0,123959.0,1327721.0,-3737652.0
Net Income From Continuing Operation Net Minority Interest,150788831.0,113955737.0,81469112.0,67384817.0
Reconciled Depreciation,39968249.0,13232386.0,6569263.0,4551952.0
Reconciled Cost Of Revenue,1214110874.0,920626253.0,598381636.0,380898763.0
EBITDA,196076699.0,132275557.0,95200656.0,78427509.0
EBIT,156108450.0,119043171.0,88631393.0,73875557.0
Net Interest Income,-272207.0,2211442.0,-1818322.0,-1999672.0
Interest Expense,582900.0,417604.0,374817.0,356027.0
Interest Income,1862771.0,3241530.0,0.0,
Normalized Income,150587125.171093,113836657.78664,80243500.767883,70810586.942078
Net Income From Continuing And Discontinued Operation,150788831.0,113955737.0,81469112.0,67384817.0
Total Expenses,1333976170.0,1010199027.0,676399873.0,453421263.0
Rent Expense Supplemental,3067754.0,2321783.0,2189006.0,2254106.0
Total Operating Income As Reported,148996691.0,110763077.0,82714227.0,73954852.0
Diluted Average Shares,158000000.0,158000000.0,158000000.0,158000000.0
Basic Average Shares,157587812.0,157587812.0,157773377.0,158000000.0
Diluted EPS,0.9544,0.7212,0.5156,0.4265
Basic EPS,0.9569,0.7231,0.5164,0.4265
Diluted NI Availto Com Stockholders,150788831.0,113955737.0,81469112.0,67384817.0
Net Income Common Stockholders,150788831.0,113955737.0,81469112.0,67384817.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,150788831.0,113955737.0,81469112.0,67384817.0
Net Income Including Noncontrolling Interests,150788831.0,113955737.0,81469112.0,67384817.0
Net Income Continuous Operations,150788831.0,113955737.0,81469112.0,67384817.0
Tax Provision,4736719.0,4669830.0,6787464.0,6134713.0
Pretax Income,155525550.0,118625567.0,88256576.0,73519530.0
Other Non Operating Income Expenses,6593024.0,5527089.0,6032950.0,5302002.0
Special Income Charges,208042.0,123959.0,152285.0,19812.0
Other Special Charges,-208042.0,-123959.0,-152285.0,-19812.0
Net Non Operating Interest Income Expense,-272207.0,2211442.0,-1818322.0,-1999672.0
Total Other Finance Cost,1552078.0,612484.0,1443505.0,1643645.0
Interest Expense Non Operating,582900.0,417604.0,374817.0,356027.0
Interest Income Non Operating,1862771.0,3241530.0,0.0,
Operating Income,106358004.0,82835671.0,45111704.0,42618426.0
Operating Expense,119865296.0,89572774.0,78018237.0,72522500.0
Other Operating Expenses,3008404.0,4095532.0,12761997.0,821367.0
Depreciation And Amortization In Income Statement,4644329.0,3620411.0,2882346.0,2331540.0
Depreciation Income Statement,4644329.0,3620411.0,2882346.0,2331540.0
Selling General And Administration,32525946.0,20890904.0,15662063.0,13877882.0
General And Administrative Expense,32525946.0,20890904.0,15662063.0,13877882.0
Rent And Landing Fees,3067754.0,2321783.0,2189006.0,2254106.0
Gross Profit,226223300.0,172408445.0,123129941.0,115140926.0
Cost Of Revenue,1214110874.0,920626253.0,598381636.0,380898763.0
Total Revenue,1440334174.0,1093034698.0,721511577.0,496039689.0
Operating Revenue,1440334174.0,1093034698.0,721511577.0,496039689.0
