,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,30000000.0,30000000.0,30000000.0,30000000.0,
Share Issued,30000000.0,30000000.0,30000000.0,30000000.0,
Tangible Book Value,310627495.0,306658901.0,296360400.0,303164558.0,
Invested Capital,310627495.0,306658901.0,296360400.0,303164558.0,
Working Capital,43143378.0,17080519.0,-26224021.0,-27293900.0,
Net Tangible Assets,310627495.0,306658901.0,296360400.0,303164558.0,
Common Stock Equity,310627495.0,306658901.0,296360400.0,303164558.0,
Total Capitalization,310627495.0,306658901.0,296360400.0,303164558.0,
Total Equity Gross Minority Interest,310627495.0,306658901.0,296360400.0,303164558.0,
Stockholders Equity,310627495.0,306658901.0,296360400.0,303164558.0,
Retained Earnings,10627495.0,6658901.0,-3639600.0,1996418.0,
Capital Stock,300000000.0,300000000.0,300000000.0,300000000.0,
Common Stock,300000000.0,300000000.0,300000000.0,300000000.0,
Total Liabilities Net Minority Interest,93208340.0,101604543.0,136383535.0,129626252.0,
Total Non Current Liabilities Net Minority Interest,22126672.0,21787495.0,58892812.0,58623316.0,
Non Current Pension And Other Postretirement Benefit Plans,1148372.0,809195.0,892812.0,623316.0,
Non Current Deferred Revenue,20978300.0,20978300.0,58000000.0,58000000.0,
Current Liabilities,71081668.0,79817048.0,77490723.0,71002936.0,
Other Current Liabilities,44956722.0,44988182.0,45033921.0,45109899.0,
Current Deferred Taxes Liabilities,,,,14538528.0,7757881.0
Pensionand Other Post Retirement Benefit Plans Current,388623.0,314623.0,391087.0,224623.0,
Payables,21567626.0,32387724.0,30286494.0,23851504.0,
Other Payable,1843732.0,1838172.0,1838487.0,2454198.0,
Dividends Payable,6091514.0,6094327.0,6097732.0,6098795.0,
Total Tax Payable,12913462.0,23738393.0,21633453.0,14538528.0,
Accounts Payable,718918.0,716832.0,716822.0,759983.0,
Total Assets,403835835.0,408263444.0,432743935.0,432790810.0,
Total Non Current Assets,289610789.0,311365877.0,381477233.0,389081774.0,
Investmentin Financial Assets,18979765.0,18230223.0,17536786.0,15144754.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,18979765.0,18230223.0,17536786.0,15144754.0,
Investment Properties,144469680.0,146361992.0,175359640.0,180560447.0,
Net PPE,34989662.0,51171553.0,53108689.0,55450746.0,
Accumulated Depreciation,-11069020.0,-52326313.0,-51106227.0,-51893158.0,
Gross PPE,46058682.0,103497866.0,104214916.0,107343904.0,
Construction In Progress,,,,280130.0,0.0
Other Properties,24720048.0,47331536.0,47831536.0,47938686.0,
Machinery Furniture Equipment,2036427.0,18657944.0,18874994.0,21864534.0,
Buildings And Improvements,1677470.0,18409684.0,18409684.0,18441982.0,
Land And Improvements,17624737.0,19098702.0,19098702.0,19098702.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,114225046.0,96897567.0,51266702.0,43709036.0,
Other Current Assets,,,1117491.0,558391.0,2749275.0
Assets Held For Sale Current,4838276.0,0.0,,,
Prepaid Assets,380938.0,318389.0,979245.0,,1006355.0
Inventory,33898.0,34124.0,35879.0,118616.0,
Inventories Adjustments Allowances,-1185149.0,-1185149.0,-1185149.0,-4287748.0,
Other Inventories,,,,,797246.0
Raw Materials,1219047.0,1219273.0,1221028.0,4406364.0,
Other Receivables,3204941.0,3071358.0,486424.0,991226.0,
Taxes Receivable,396857.0,315361.0,106298.0,,1771176.0
Accounts Receivable,14350.0,13750.0,594935.0,1210668.0,
Allowance For Doubtful Accounts Receivable,-9999991.0,-6842099.0,-3638277.0,-7274185.0,
Gross Accounts Receivable,10014341.0,6855849.0,4233212.0,8484853.0,
Cash Cash Equivalents And Short Term Investments,101426422.0,89402337.0,44064688.0,36627353.0,
Other Short Term Investments,,,,25000000.0,15034407.0
Cash And Cash Equivalents,101426422.0,89402337.0,44064688.0,11627353.0,
Cash Equivalents,100644000.0,87000000.0,41000000.0,0.0,
Cash Financial,782422.0,2402337.0,3064688.0,11627353.0,
