,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-4819638.2,20157475.6,-4755379.4,-11526563.8
Tax Rate For Calcs,0.2,0.2,0.2,0.2
Normalized EBITDA,156317791.0,166045252.0,168158438.0,141682217.0
Total Unusual Items,-24098191.0,100787378.0,-23776897.0,-57632819.0
Total Unusual Items Excluding Goodwill,-24098191.0,100787378.0,-23776897.0,-57632819.0
Net Income From Continuing Operation Net Minority Interest,55774988.0,200274317.0,77641492.0,27847573.0
Reconciled Depreciation,37887409.0,38500806.0,41223214.0,39429341.0
Reconciled Cost Of Revenue,22326353.0,21019243.0,21133139.0,14168995.0
EBITDA,132219600.0,266832630.0,144381541.0,84049398.0
EBIT,94332191.0,228331824.0,103158327.0,44620057.0
Net Interest Income,-37068583.0,-29209377.0,-28551329.0,-18754025.0
Interest Expense,38557203.0,28057507.0,25516835.0,16772483.0
Interest Income,1693002.0,1101322.0,0.0,
Normalized Income,75053540.8,119644414.6,96663009.6,73953828.2
Net Income From Continuing And Discontinued Operation,55774988.0,200274317.0,77641492.0,27847573.0
Total Expenses,66553736.0,66557778.0,65601908.0,58962888.0
Total Operating Income As Reported,103602716.0,229553678.0,120510201.0,90334082.0
Diluted Average Shares,,186509785.0,186509785.0,
Basic Average Shares,,186509785.0,186509785.0,
Diluted EPS,,1.073801,0.416286,0.17625
Basic EPS,,1.073801,0.416286,0.17625
Diluted NI Availto Com Stockholders,55774988.0,200274317.0,77641492.0,27847573.0
Net Income Common Stockholders,55774988.0,200274317.0,77641492.0,27847573.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,55774988.0,200274317.0,77641492.0,27847573.0
Net Income Including Noncontrolling Interests,55774988.0,200274317.0,77641492.0,27847574.0
Net Income Continuous Operations,55774988.0,200274317.0,77641492.0,27847574.0
Pretax Income,55774988.0,200274317.0,77641492.0,27847574.0
Other Non Operating Income Expenses,1143928.0,,,
Special Income Charges,-13828432.0,13928146.0,-37067451.0,-45714026.0
Other Special Charges,,,1252500.0,
Write Off,3413979.0,-15150000.0,19715577.0,
Impairment Of Capital Assets,10414453.0,1221854.0,17351874.0,45714026.0
Net Non Operating Interest Income Expense,-37068583.0,-29209377.0,-28551329.0,-18754025.0
Total Other Finance Cost,204382.0,2253192.0,3034494.0,1981542.0
Interest Expense Non Operating,38557203.0,28057507.0,25516835.0,16772483.0
Interest Income Non Operating,1693002.0,1101322.0,0.0,
Operating Income,111415262.0,74696316.0,92851817.0,86234418.0
Operating Expense,44227383.0,45538535.0,44468769.0,44793893.0
Other Operating Expenses,2758159.0,3759462.0,1430751.0,2367198.0
Depreciation And Amortization In Income Statement,37887409.0,38500806.0,41223214.0,39429341.0
Depreciation Income Statement,37887409.0,38500806.0,41223214.0,39429341.0
Selling General And Administration,3561815.0,3258267.0,1794804.0,2981937.0
General And Administrative Expense,3561815.0,3258267.0,1794804.0,2981937.0
Gross Profit,155642645.0,120234851.0,137320586.0,131028311.0
Cost Of Revenue,22326353.0,21019243.0,21133139.0,14168995.0
Total Revenue,177968998.0,141254094.0,158453725.0,145197306.0
Operating Revenue,177968998.0,141254094.0,158453725.0,145197306.0
