,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,776532.5561,0.0,0.0
Tax Rate For Calcs,0.01096,0.017779,0.031575,0.059949
Normalized EBITDA,3529692220.0,2952744987.0,2552772034.0,2155236656.0
Total Unusual Items,0.0,43677806.0,0.0,
Total Unusual Items Excluding Goodwill,0.0,43677806.0,0.0,
Net Income From Continuing Operation Net Minority Interest,2401470273.0,2315290800.0,2046013922.0,1650750047.0
Reconciled Depreciation,671621123.0,420801363.0,312678500.0,309222808.0
Reconciled Cost Of Revenue,9499891037.0,7456175866.0,6238390700.0,5562603296.0
EBITDA,3529692220.0,2996422793.0,2552772034.0,2155236656.0
EBIT,2858071097.0,2575621430.0,2240093534.0,1846013848.0
Net Interest Income,-306376423.0,-122776608.0,-1766467.0,-20176261.0
Interest Expense,338800018.0,162762985.0,70106623.0,49356745.0
Interest Income,52713251.0,56757196.0,82130655.0,40718511.0
Normalized Income,2401470273.0,2272389526.5561,2046013922.0,1650750047.0
Net Income From Continuing And Discontinued Operation,2401470273.0,2315290800.0,2046013922.0,1650750047.0
Total Expenses,11067626759.0,8827402186.0,7398999353.0,6598713157.0
Rent Expense Supplemental,40432094.0,24989943.0,16703774.0,10126439.0
Total Operating Income As Reported,2618981226.0,2356261259.0,2095648916.0,1700487330.0
Diluted Average Shares,350000000.0,350000000.0,350000000.0,350000000.0
Basic Average Shares,350000000.0,350000000.0,350000000.0,350000000.0
Diluted EPS,6.86,6.62,5.85,4.72
Basic EPS,6.86,6.62,5.85,4.72
Diluted NI Availto Com Stockholders,2401470273.0,2315290800.0,2046013922.0,1650750047.0
Net Income Common Stockholders,2401470273.0,2315290800.0,2046013922.0,1650750047.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2401470273.0,2315290800.0,2046013922.0,1650750047.0
Minority Interests,-90189268.0,-54670272.0,-55456656.0,-38199131.0
Net Income Including Noncontrolling Interests,2491659541.0,2369961072.0,2101470578.0,1688949178.0
Net Income Continuous Operations,2491659541.0,2369961072.0,2101470578.0,1688949178.0
Tax Provision,27611538.0,42897373.0,68516333.0,107707925.0
Pretax Income,2519271079.0,2412858445.0,2169986911.0,1796657103.0
Other Non Operating Income Expenses,163635244.0,97933027.0,40136864.0,85202660.0
Special Income Charges,0.0,43677806.0,0.0,
Other Special Charges,,-43677806.0,,
Net Non Operating Interest Income Expense,-306376423.0,-122776608.0,-1766467.0,-20176261.0
Total Other Finance Cost,20289656.0,16770819.0,13790499.0,11538027.0
Interest Expense Non Operating,338800018.0,162762985.0,70106623.0,49356745.0
Interest Income Non Operating,52713251.0,56757196.0,82130655.0,40718511.0
Operating Income,2639270882.0,2373032078.0,2109439415.0,1712025357.0
Operating Expense,1567735722.0,1371226320.0,1160608653.0,1036109861.0
Other Operating Expenses,153889455.0,295525056.0,257253942.0,213310886.0
Depreciation And Amortization In Income Statement,135552521.0,73475679.0,53342521.0,49120701.0
Depreciation Income Statement,135552521.0,73475679.0,53342521.0,49120701.0
Selling General And Administration,342315647.0,235153339.0,214007989.0,182178648.0
Selling And Marketing Expense,118510597.0,78853622.0,57860183.0,48993461.0
General And Administrative Expense,223805050.0,156299717.0,156147806.0,133185187.0
Rent And Landing Fees,40432094.0,24989943.0,16703774.0,10126439.0
Gross Profit,4207006604.0,3744258398.0,3270048068.0,2748135218.0
Cost Of Revenue,9499891037.0,7456175866.0,6238390700.0,5562603296.0
Total Revenue,13706897641.0,11200434264.0,9508438768.0,8310738514.0
Operating Revenue,13706897641.0,11200434264.0,9508438768.0,8310738514.0
