,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,9328.969472,-5600.0,
Tax Rate For Calcs,0.188448,0.217277,0.172759,0.2,
Total Unusual Items,,0.0,54000.0,-28000.0,
Total Unusual Items Excluding Goodwill,,0.0,54000.0,-28000.0,
Net Income From Continuing Operation Net Minority Interest,126189000.0,98195000.0,128526000.0,15913000.0,
Reconciled Depreciation,15227000.0,17332000.0,23126000.0,12398000.0,
EBIT,,,,100251000.0,183567000.0
Net Interest Income,,,,-717000.0,-808000.0
Interest Expense,,,,717000.0,808000.0
Interest Income,6599000.0,28865000.0,42036000.0,26998000.0,
Normalized Income,126189000.0,98195000.0,128481328.969472,15935400.0,
Net Income From Continuing And Discontinued Operation,126189000.0,98195000.0,128526000.0,15913000.0,
Total Expenses,1200184000.0,1254153000.0,1348972000.0,1392309000.0,
Diluted Average Shares,52500000.0,52500000.0,52500000.0,52500000.0,
Basic Average Shares,52500000.0,52500000.0,52500000.0,52500000.0,
Diluted EPS,2.4,1.87,2.45,0.3,
Basic EPS,2.4,1.87,2.45,0.3,
Diluted NI Availto Com Stockholders,126189000.0,98195000.0,128526000.0,15913000.0,
Net Income Common Stockholders,126189000.0,98195000.0,128526000.0,15913000.0,
Otherunder Preferred Stock Dividend,,,,6223000.0,16030000.0
Net Income,126189000.0,98195000.0,128526000.0,15913000.0,
Net Income Including Noncontrolling Interests,126189000.0,98195000.0,128526000.0,15913000.0,
Net Income Continuous Operations,126189000.0,98195000.0,128526000.0,15913000.0,
Tax Provision,29302000.0,27258000.0,26841000.0,17509000.0,
Pretax Income,155491000.0,125453000.0,155367000.0,33422000.0,
Other Income Expense,0.0,0.0,0.0,0.0,
Special Income Charges,,0.0,54000.0,-28000.0,
Other Special Charges,,0.0,0.0,0.0,
Write Off,,0.0,-54000.0,28000.0,
Net Non Operating Interest Income Expense,,,,-717000.0,-808000.0
Interest Expense Non Operating,,,,717000.0,808000.0
Other Operating Expenses,39394000.0,41401000.0,34148000.0,-577000.0,
Depreciation And Amortization In Income Statement,,,4371000.0,2234000.0,14978000.0
Amortization,,,3072000.0,1270000.0,5522000.0
Depreciation Income Statement,,,1299000.0,964000.0,9456000.0
Selling General And Administration,,,2834000.0,3336000.0,42866000.0
General And Administrative Expense,,,2834000.0,3336000.0,42866000.0
Total Revenue,1355675000.0,1379606000.0,1504339000.0,1425731000.0,
Operating Revenue,1355675000.0,1379606000.0,1504339000.0,1425731000.0,
Net Policyholder Benefits And Claims,1076192000.0,1141045000.0,1247958000.0,1398672000.0,
