,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,50000000.0,50000000.0,50000000.0,50000000.0,
Share Issued,50000000.0,50000000.0,50000000.0,50000000.0,
Total Debt,231000.0,701000.0,1550000.0,1732000.0,
Tangible Book Value,462331000.0,432775000.0,390090000.0,354015000.0,
Invested Capital,462331000.0,432775000.0,390090000.0,354015000.0,
Net Tangible Assets,462331000.0,432775000.0,390090000.0,354015000.0,
Capital Lease Obligations,231000.0,701000.0,1550000.0,1732000.0,
Common Stock Equity,462331000.0,432775000.0,390090000.0,354015000.0,
Total Capitalization,462331000.0,432775000.0,390090000.0,354015000.0,
Total Equity Gross Minority Interest,462331000.0,432775000.0,390090000.0,354015000.0,
Stockholders Equity,462331000.0,432775000.0,390090000.0,354015000.0,
Retained Earnings,-86359000.0,-108060000.0,-134949000.0,-173137000.0,
Capital Stock,500000000.0,500000000.0,500000000.0,500000000.0,
Common Stock,500000000.0,500000000.0,500000000.0,500000000.0,
Total Liabilities Net Minority Interest,760090000.0,766862000.0,534050000.0,666105000.0,
Non Current Pension And Other Postretirement Benefit Plans,45148000.0,45540000.0,41026000.0,28217000.0,
Non Current Accrued Expenses,12899000.0,13239000.0,10043000.0,2308000.0,
Non Current Deferred Revenue,,,,29227000.0,
Non Current Deferred Taxes Liabilities,,,,,17252000.0
Long Term Debt And Capital Lease Obligation,231000.0,701000.0,1550000.0,1732000.0,
Long Term Capital Lease Obligation,231000.0,701000.0,1550000.0,1732000.0,
Payables,25350000.0,38791000.0,43399000.0,63078000.0,
Other Payable,688000.0,5285000.0,3205000.0,20199000.0,
Total Tax Payable,24662000.0,33506000.0,30587000.0,23631000.0,
Accounts Payable,,2874000.0,9607000.0,19248000.0,10167000.0
Total Assets,1222421000.0,1199637000.0,924140000.0,1020120000.0,
Investments And Advances,257400000.0,205014000.0,179135000.0,211727000.0,
Investmentin Financial Assets,181757000.0,139485000.0,131485000.0,168607000.0,
Held To Maturity Securities,,,,22699000.0,19724000.0
Available For Sale Securities,55079000.0,4903000.0,5055000.0,5201000.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,126678000.0,134582000.0,126430000.0,163406000.0,
Investment Properties,64018000.0,0.0,,,
Net PPE,2416000.0,3716000.0,6037000.0,6169000.0,
Accumulated Depreciation,-45510000.0,-44110000.0,-42332000.0,-41416000.0,
Gross PPE,47926000.0,47826000.0,48369000.0,47585000.0,
Other Properties,311000.0,772000.0,2079000.0,2139000.0,
Machinery Furniture Equipment,30588000.0,30027000.0,29263000.0,28499000.0,
Buildings And Improvements,17027000.0,17027000.0,17027000.0,16947000.0,
Prepaid Assets,1898000.0,2713000.0,2547000.0,3243000.0,
Other Receivables,14291000.0,23682000.0,14743000.0,12879000.0,
Taxes Receivable,44519000.0,0.0,28254000.0,25921000.0,
Accounts Receivable,,,,246395000.0,218884000.0
Cash Cash Equivalents And Short Term Investments,269847000.0,238504000.0,158221000.0,379650000.0,
Other Short Term Investments,75643000.0,65529000.0,47650000.0,43120000.0,
Cash And Cash Equivalents,194204000.0,172975000.0,110571000.0,336530000.0,
