,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,333784.546589,69085.471286,100962.174025,17815.4
Tax Rate For Calcs,0.347354,0.319348,0.243499,0.2
Normalized EBITDA,75492550.0,93591080.0,111817922.0,66487618.0
Total Unusual Items,960936.0,216333.0,414630.0,89077.0
Total Unusual Items Excluding Goodwill,960936.0,216333.0,414630.0,89077.0
Net Income From Continuing Operation Net Minority Interest,28439471.0,32793932.0,49281951.0,17566594.0
Reconciled Depreciation,17717019.0,19883996.0,22642907.0,17850766.0
Reconciled Cost Of Revenue,754595829.0,743643273.0,647509143.0,558974197.0
EBITDA,76453486.0,93807413.0,112232552.0,66576695.0
EBIT,58736467.0,73923417.0,89589645.0,48725929.0
Net Interest Income,-18612423.0,-28082949.0,-27529765.0,-21074698.0
Interest Expense,18571395.0,28035134.0,27428780.0,20986801.0
Normalized Income,27812319.546589,32646684.471286,48968283.174025,17495332.4
Net Income From Continuing And Discontinued Operation,28439471.0,26168089.0,40058545.0,17566594.0
Total Expenses,836823184.0,819644660.0,699485075.0,676223812.0
Rent Expense Supplemental,7558965.0,5298504.0,5890694.0,9026068.0
Total Operating Income As Reported,39842606.0,57540176.0,77080102.0,37509390.0
Diluted Average Shares,30000000.0,30000000.0,30000000.0,30000000.0
Basic Average Shares,30000000.0,30000000.0,30000000.0,30000000.0
Diluted EPS,0.95,0.87,1.335285,0.585553
Basic EPS,0.95,0.87,1.335285,0.585553
Diluted NI Availto Com Stockholders,28439471.0,26168089.0,40058545.0,17566594.0
Net Income Common Stockholders,28439471.0,26168089.0,40058545.0,17566594.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,28439471.0,26168089.0,40058545.0,17566594.0
Minority Interests,2225880.0,1559972.0,2257222.0,1950661.0
Net Income Including Noncontrolling Interests,26213591.0,24608117.0,37801323.0,15615933.0
Net Income Discontinuous Operations,0.0,-6625843.0,-9223406.0,
Net Income Continuous Operations,26213591.0,31233960.0,47024729.0,15615933.0
Tax Provision,13951481.0,14654323.0,15136136.0,12123195.0
Pretax Income,40165072.0,45888283.0,62160865.0,27739128.0
Other Non Operating Income Expenses,17932925.0,16166908.0,12094913.0,11076067.0
Special Income Charges,960936.0,216333.0,414630.0,89077.0
Other Special Charges,-960936.0,-216333.0,-414630.0,-89077.0
Write Off,,,-21505302.0,
Net Non Operating Interest Income Expense,-18612423.0,-28082949.0,-27529765.0,-21074698.0
Total Other Finance Cost,41028.0,47815.0,100985.0,87897.0
Interest Expense Non Operating,18571395.0,28035134.0,27428780.0,20986801.0
Operating Income,39883634.0,57587991.0,77181087.0,37597287.0
Operating Expense,82227355.0,76001387.0,51975932.0,117249615.0
Other Operating Expenses,4868774.0,-4137719.0,-21097937.0,40496922.0
Depreciation And Amortization In Income Statement,5622941.0,5402283.0,5401641.0,8954407.0
Amortization,179725.0,150833.0,151697.0,604976.0
Depreciation Income Statement,5443216.0,5251450.0,5249944.0,8349431.0
Selling General And Administration,25993879.0,26472246.0,23719445.0,21165266.0
Selling And Marketing Expense,9755631.0,7809765.0,5781614.0,3638009.0
General And Administrative Expense,16238248.0,18662481.0,17937831.0,17527257.0
Rent And Landing Fees,2515482.0,2173652.0,1750109.0,2360361.0
Gross Profit,122110989.0,133589378.0,129157019.0,154846902.0
Cost Of Revenue,754595829.0,743643273.0,647509143.0,558974197.0
Total Revenue,876706818.0,877232651.0,776666162.0,713821099.0
Operating Revenue,876706818.0,877232651.0,776666162.0,713821099.0
