,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,100000000.0,100000000.0,100000000.0,100000000.0,
Share Issued,100000000.0,100000000.0,100000000.0,100000000.0,
Net Debt,2833560000.0,2687357000.0,2586813000.0,2508421235.0,
Total Debt,2931833000.0,2782759000.0,2680952000.0,2566310047.0,
Tangible Book Value,1735724000.0,1685998000.0,1659034000.0,1706694809.0,
Invested Capital,4641937000.0,4444184000.0,4327738000.0,4259986603.0,
Net Tangible Assets,1735724000.0,1685998000.0,1659034000.0,1706694809.0,
Common Stock Equity,1737521000.0,1687638000.0,1660653000.0,1708718085.0,
Total Capitalization,4641937000.0,4444184000.0,4327738000.0,4259986603.0,
Total Equity Gross Minority Interest,1737521000.0,1687638000.0,1660653000.0,1708718085.0,
Stockholders Equity,1737521000.0,1687638000.0,1660653000.0,1708718085.0,
Retained Earnings,607170000.0,556494000.0,532619000.0,580525585.0,
Capital Stock,1000000000.0,1000000000.0,1000000000.0,1000000000.0,
Common Stock,1000000000.0,1000000000.0,1000000000.0,1000000000.0,
Total Liabilities Net Minority Interest,2999777000.0,2825829000.0,2722706000.0,2620111258.0,
Long Term Debt And Capital Lease Obligation,2931833000.0,2782759000.0,2680952000.0,2566310047.0,
Payables,,,14521569.0,12108948.0,7417401.0
Accounts Payable,,,14521569.0,12108948.0,7417401.0
Total Assets,4737298000.0,4513467000.0,4383359000.0,4328829343.0,
Investments And Advances,893000.0,893000.0,27840000.0,32025369.0,
Investmentin Financial Assets,893000.0,893000.0,27840000.0,32025369.0,
Available For Sale Securities,893000.0,893000.0,893000.0,892850.0,
Goodwill And Other Intangible Assets,1797000.0,1640000.0,1619000.0,2023276.0,
Other Intangible Assets,,,,,2896071.0
Net PPE,10043000.0,9105000.0,6751000.0,8756134.0,
Accumulated Depreciation,,,,,-21231823.0
Gross PPE,10043000.0,9105000.0,6751000.0,8756134.0,
Construction In Progress,,,,,421549.0
Other Properties,10043000.0,9105000.0,6751000.0,8756134.0,
Machinery Furniture Equipment,,,,,16284720.0
Buildings And Improvements,,,,,5903940.0
Prepaid Assets,12907000.0,10789000.0,8305000.0,6098074.0,
Receivables,84000.0,291000.0,9502000.0,-15221836.0,
Taxes Receivable,523000.0,1263000.0,6587000.0,12373597.0,
Cash And Cash Equivalents,70856000.0,69189000.0,80272000.0,42847283.0,
Cash Financial,33412000.0,47382000.0,75889000.0,39893699.0,
Cash Cash Equivalents And Federal Funds Sold,70856000.0,69189000.0,80272000.0,85047283.0,
