,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-35697123.0,-33048780.0,-11302207.0,-5863338.0,
Issuance Of Debt,31500000.0,0.0,,,
Capital Expenditure,-38578382.0,-44849159.0,-1719879.0,-722671.0,
End Cash Position,2102287.0,3622917.0,9184021.0,49849442.0,
Beginning Cash Position,3622917.0,9184021.0,49849442.0,87975714.0,
Changes In Cash,-1520630.0,-5561104.0,-40665421.0,-38126272.0,
Financing Cash Flow,29091530.0,-647888.0,-647888.0,-32314555.0,
Interest Paid Cff,-1760582.0,0.0,,,
Cash Dividends Paid,,,,-31666667.0,-19000000.0
Common Stock Dividend Paid,,,0.0,-31666667.0,
Net Issuance Payments Of Debt,31500000.0,0.0,,,
Net Short Term Debt Issuance,31500000.0,0.0,,,
Short Term Debt Issuance,31500000.0,0.0,,,
Investing Cash Flow,-33493419.0,-16713595.0,-30435205.0,-671050.0,
Net Other Investing Changes,-310495.0,,,,
Dividends Received Cfi,2062121.0,2577792.0,2599674.0,905948.0,
Net Investment Purchase And Sale,3333337.0,25557772.0,-31315000.0,-854327.0,
Sale Of Investment,3333337.0,25557772.0,0.0,331791.0,
Purchase Of Investment,,0.0,-31315000.0,-1186118.0,-19190500.0
Net PPE Purchase And Sale,-38578382.0,-44849159.0,-1719879.0,-722671.0,
Purchase Of PPE,-38578382.0,-44849159.0,-1719879.0,-722671.0,
Operating Cash Flow,2881259.0,11800379.0,-9582328.0,-5140667.0,
Taxes Refund Paid,-1339833.0,-3292137.0,-4166494.0,-3430104.0,
Change In Working Capital,179967.0,14498136.0,-23860321.0,-10945109.0,
Change In Accrued Expense,-215055.0,-20284359.0,1182303.0,-1879232.0,
Change In Payable,3290135.0,7115446.0,-461827.0,-1224741.0,
Change In Prepaid Assets,-326458.0,12865496.0,-19074880.0,713390.0,
Change In Inventory,-164016.0,127324.0,162645.0,-1866960.0,
Change In Receivables,-2404639.0,14674229.0,-5668562.0,-6687566.0,
Other Non Cash Items,775851.0,279703.0,208761.0,122511.0,
Provisionand Write Offof Assets,24670648.0,2375804.0,1405634.0,3107003.0,
Depreciation And Amortization,10556841.0,10866843.0,10439347.0,11964352.0,
Depreciation,10556841.0,10866843.0,10439347.0,11964352.0,
Pension And Employee Benefit Expense,789526.0,691486.0,527458.0,449999.0,
Gain Loss On Investment Securities,42471.0,-194599.0,-146404.0,-89515.0,
Gain Loss On Sale Of PPE,,,,0.0,733.0
Net Income From Continuing Operations,-30280640.0,-11477609.0,9373984.0,-3521643.0,
