,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,63946968.0,63946968.0,63946968.0,63946968.0,
Share Issued,63946968.0,63946968.0,63946968.0,63946968.0,
Net Debt,600426211.0,808065335.0,1071480721.0,1176839616.0,
Total Debt,787692694.0,951253309.0,1289529907.0,1380017855.0,
Tangible Book Value,1306291174.0,1068383049.0,899659859.0,815908616.0,
Invested Capital,2061245320.0,2000675400.0,2169103917.0,2178713891.0,
Working Capital,866991447.0,778743819.0,825140604.0,734796690.0,
Net Tangible Assets,1306291174.0,1068383049.0,899659859.0,815908616.0,
Capital Lease Obligations,36596668.0,22164830.0,25263333.0,24525578.0,
Common Stock Equity,1310149294.0,1071586921.0,904837343.0,823221614.0,
Total Capitalization,1369382627.0,1233520254.0,1242262343.0,1205172436.0,
Total Equity Gross Minority Interest,1310203343.0,1093350337.0,920305468.0,837351266.0,
Minority Interest,54049.0,21763416.0,15468125.0,14129652.0,
Stockholders Equity,1310149294.0,1071586921.0,904837343.0,823221614.0,
Retained Earnings,860908087.0,594225618.0,424397684.0,389484115.0,
Capital Stock,639469680.0,639469680.0,639469680.0,426313120.0,
Common Stock,639469680.0,639469680.0,639469680.0,426313120.0,
Total Liabilities Net Minority Interest,1703470877.0,1793467342.0,2007933790.0,1961086679.0,
Total Non Current Liabilities Net Minority Interest,232218042.0,304621982.0,479573626.0,495897084.0,
Non Current Pension And Other Postretirement Benefit Plans,100419231.0,83385978.0,80932332.0,68517376.0,
Non Current Deferred Revenue,37295500.0,39502032.0,40470777.0,25004761.0,
Non Current Deferred Taxes Liabilities,4268411.0,1372449.0,474281.0,,
Long Term Debt And Capital Lease Obligation,90234900.0,180361523.0,357696236.0,402374947.0,
Long Term Capital Lease Obligation,31001567.0,18428190.0,20271236.0,20424125.0,
Long Term Debt,59233333.0,161933333.0,337425000.0,381950822.0,
Current Liabilities,1471252835.0,1488845360.0,1528360164.0,1465189595.0,
Current Deferred Taxes Liabilities,32730663.0,30116621.0,29199533.0,25317990.0,
Current Debt And Capital Lease Obligation,697457794.0,770891786.0,931833671.0,977642908.0,
Current Capital Lease Obligation,5595101.0,3736640.0,4992097.0,4101453.0,
Current Debt,691862693.0,767155146.0,926841574.0,973541455.0,
Pensionand Other Post Retirement Benefit Plans Current,869083.0,834230.0,1125635.0,551840.0,
Current Provisions,10548498.0,6731674.0,36452915.0,7862593.0,
Payables,414794987.0,477541371.0,276170394.0,308025711.0,
Other Payable,6282611.0,20626283.0,17710644.0,13898041.0,
Dividends Payable,2952327.0,2813427.0,2776305.0,1857195.0,
Total Tax Payable,25159391.0,20963149.0,12244310.0,0.0,
Accounts Payable,380400658.0,433138512.0,243439135.0,292270475.0,
Total Assets,3013674220.0,2886817679.0,2928239258.0,2798437945.0,
Total Non Current Assets,675429938.0,619228500.0,574738490.0,598451660.0,
Non Current Deferred Taxes Assets,84947.0,952061.0,0.0,,
Investmentin Financial Assets,76885064.0,97168897.0,74170409.0,89554166.0,
Available For Sale Securities,76885064.0,97168897.0,74170409.0,89554166.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,,,379800.0
Long Term Equity Investment,,0.0,548979.0,2125641.0,9676426.0
