,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,89000000.0,89000000.0,89000000.0,89000000.0,
Share Issued,89000000.0,89000000.0,89000000.0,89000000.0,
Net Debt,2401796464.0,2373134638.0,1618674180.0,1695574272.0,
Total Debt,3037747351.0,3022833525.0,3189155743.0,2727419415.0,
Tangible Book Value,5680896770.0,5887573608.0,5961421402.0,5589824588.0,
Invested Capital,8742976491.0,8893126104.0,9015517051.0,8117423574.0,
Working Capital,462120594.0,390462168.0,1709126474.0,2039695341.0,
Net Tangible Assets,5680896770.0,5887573608.0,5961421402.0,5589824588.0,
Capital Lease Obligations,40703748.0,67892356.0,135060094.0,199820429.0,
Common Stock Equity,5745932888.0,5938184935.0,5961421402.0,5589824588.0,
Total Capitalization,8398335533.0,8610698182.0,8847047280.0,8070963125.0,
Total Equity Gross Minority Interest,5745932888.0,5938184935.0,5961421402.0,5589824588.0,
Stockholders Equity,5745932888.0,5938184935.0,5961421402.0,5589824588.0,
Retained Earnings,4062972298.0,3984089284.0,4013745577.0,3642148763.0,
Additional Paid In Capital,790675825.0,790675825.0,790675825.0,790675825.0,
Capital Stock,890000000.0,890000000.0,890000000.0,890000000.0,
Common Stock,890000000.0,890000000.0,890000000.0,890000000.0,
Total Liabilities Net Minority Interest,4343471575.0,4596655659.0,4725052405.0,3964223728.0,
Total Non Current Liabilities Net Minority Interest,3228442366.0,3300618090.0,3633575598.0,3154781175.0,
Other Non Current Liabilities,77593207.0,112889224.0,211515566.0,115613850.0,
Derivative Product Liabilities,,,,0.0,4440687.0
Non Current Pension And Other Postretirement Benefit Plans,302960255.0,326804258.0,304407017.0,273216040.0,
Tradeand Other Payables Non Current,,,,,15189800.0
Non Current Deferred Taxes Liabilities,190828152.0,184297340.0,164134909.0,148798818.0,
Long Term Debt And Capital Lease Obligation,2657060752.0,2676627268.0,2953518106.0,2617152467.0,
Long Term Capital Lease Obligation,4658107.0,4114021.0,67892228.0,136013930.0,
Long Term Debt,2652402645.0,2672513247.0,2885625878.0,2481138537.0,
Current Liabilities,1115029209.0,1296037569.0,1091476807.0,809442553.0,
Other Current Liabilities,54623759.0,66140447.0,94313916.0,60216798.0,
Current Deferred Taxes Liabilities,10282639.0,5677918.0,32131769.0,54147534.0,
Current Debt And Capital Lease Obligation,380686599.0,346206257.0,235637637.0,110266948.0,
Current Capital Lease Obligation,36045641.0,63778335.0,67167866.0,63806499.0,
Current Debt,344640958.0,282427922.0,168469771.0,46460449.0,
Payables,337289815.0,208694267.0,273970748.0,218477472.0,
Other Payable,4188181.0,3250649.0,4290386.0,8781178.0,
Dividends Payable,201957.0,7471.0,7471.0,0.0,
Total Tax Payable,16401647.0,11071442.0,27024493.0,35209860.0,
Accounts Payable,316498030.0,194364705.0,242648398.0,174486434.0,
Total Assets,10089404463.0,10534840594.0,10686473807.0,9554048316.0,
Total Non Current Assets,8512254660.0,8848340857.0,7885870526.0,6704910422.0,
Other Non Current Assets,,,,15026668.0,2384589.0
Non Current Prepaid Assets,0.0,16200000.0,16200000.0,0.0,
Financial Assets,2284765.0,6419826.0,0.0,,
Goodwill And Other Intangible Assets,65036118.0,50611327.0,0.0,0.0,
Other Intangible Assets,,,,,5517718.0
Net PPE,8444933777.0,8775109704.0,7869670526.0,6689883754.0,
Accumulated Depreciation,-8507085790.0,-7851590797.0,-7181361533.0,-6615416983.0,
Gross PPE,16952019567.0,16626700501.0,15051032059.0,13305300737.0,
Construction In Progress,170222596.0,768199985.0,985192811.0,1363762350.0,
Other Properties,9545514.0,4508656.0,4508656.0,5489532.0,
Machinery Furniture Equipment,320579441.0,285018010.0,277846466.0,263449981.0,
Buildings And Improvements,188771528.0,184788166.0,180087917.0,99693269.0,
Land And Improvements,82136250.0,88236250.0,88236250.0,88236250.0,
Properties,16180764238.0,15295949434.0,13515159959.0,11484669355.0,
Current Assets,1577149803.0,1686499737.0,2800603281.0,2849137894.0,
Other Current Assets,,,,6732553.0,2587251.0
Hedging Assets Current,,,0.0,378192.0,0.0
Assets Held For Sale Current,28002966.0,5789201.0,13111001.0,12402180.0,
Prepaid Assets,56789222.0,97049931.0,60009287.0,59845340.0,
Inventory,283090028.0,308671459.0,279741430.0,172540843.0,
Raw Materials,283090028.0,308671459.0,279741430.0,172540843.0,
Other Receivables,279068527.0,367861161.0,396695920.0,289783013.0,
Taxes Receivable,0.0,10651614.0,0.0,11183843.0,
Accounts Receivable,326851921.0,314669840.0,615624174.0,464247216.0,
Allowance For Doubtful Accounts Receivable,,,,-3481737.0,-3434431.0
Gross Accounts Receivable,326851921.0,314669840.0,615624174.0,464247216.0,
Cash Cash Equivalents And Short Term Investments,603347139.0,581806531.0,1435421469.0,1832024714.0,
Other Short Term Investments,8100000.0,,,1000000000.0,
Cash And Cash Equivalents,595247139.0,581806531.0,1435421469.0,832024714.0,
Cash Equivalents,,0.0,968750000.0,0.0,
Cash Financial,595247139.0,581806531.0,466671469.0,832024714.0,
