,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-12639000.0,-31126976.69092,-1316932.870353,5537875.236244
Tax Rate For Calcs,0.2,0.048684,0.133306,0.163037
Normalized EBITDA,2580307000.0,14463338000.0,3147763000.0,2741445000.0
Total Unusual Items,-63195000.0,-639368000.0,-9879000.0,33967000.0
Total Unusual Items Excluding Goodwill,-63195000.0,-639368000.0,-9879000.0,33967000.0
Net Income From Continuing Operation Net Minority Interest,882047000.0,11414468000.0,880018000.0,742752000.0
Reconciled Depreciation,1198359000.0,1154964000.0,1123106000.0,1063333000.0
Reconciled Cost Of Revenue,20992159000.0,18212904000.0,19103682000.0,23180622000.0
EBITDA,2517112000.0,13823970000.0,3137884000.0,2775412000.0
EBIT,1318753000.0,12669006000.0,2014778000.0,1712079000.0
Net Interest Income,-275861000.0,-618516000.0,-725348000.0,-635499000.0
Interest Expense,457045000.0,732327000.0,801767000.0,678718000.0
Interest Income,,132548000.0,98446000.0,
Normalized Income,932603000.0,12022709023.30908,888580067.129647,714322875.236244
Net Income From Continuing And Discontinued Operation,874462000.0,9974266000.0,899185000.0,742752000.0
Total Expenses,24922525000.0,22074854000.0,22865859000.0,27079775000.0
Rent Expense Supplemental,120916000.0,65355000.0,111071000.0,105826000.0
Total Operating Income As Reported,1137233000.0,1385563000.0,2061926000.0,1667866000.0
Diluted Average Shares,299256802.0,249142077.0,240099475.0,241051694.0
Basic Average Shares,298589234.0,248800641.0,239958471.0,240525061.0
Diluted EPS,2.92,40.022575,3.741487,3.078623
Basic EPS,2.93,40.098161,3.741487,3.078623
Diluted NI Availto Com Stockholders,874462000.0,9974266000.0,899185000.0,742752000.0
Net Income Common Stockholders,874462000.0,9974266000.0,899185000.0,742752000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,874462000.0,9974266000.0,899185000.0,742752000.0
Minority Interests,-66037000.0,58914000.0,-171291000.0,-122133000.0
Net Income Including Noncontrolling Interests,940499000.0,9915352000.0,1070476000.0,864885000.0
Net Income Discontinuous Operations,-7585000.0,-1440202000.0,19167000.0,
Net Income Continuous Operations,948084000.0,11355554000.0,1051309000.0,864885000.0
Tax Provision,-86376000.0,581125000.0,161702000.0,168476000.0
Pretax Income,861708000.0,11936679000.0,1213011000.0,1033361000.0
Special Income Charges,-76645000.0,-524956000.0,133447000.0,32357000.0
Other Special Charges,1190000.0,1045000.0,-27353000.0,
Write Off,75455000.0,384910000.0,-106094000.0,-32357000.0
Restructuring And Mergern Acquisition,0.0,139001000.0,0.0,
Net Non Operating Interest Income Expense,-275861000.0,-618516000.0,-725348000.0,-635499000.0
Total Other Finance Cost,-181184000.0,-113811000.0,22027000.0,-43219000.0
Interest Expense Non Operating,457045000.0,732327000.0,801767000.0,678718000.0
Interest Income Non Operating,,132548000.0,98446000.0,
Operating Income,1158528000.0,970720000.0,1283662000.0,974928000.0
Operating Expense,3930366000.0,3861950000.0,3762177000.0,3899153000.0
Other Operating Expenses,72862000.0,118121000.0,114685000.0,111991000.0
Depreciation And Amortization In Income Statement,763654000.0,662921000.0,681179000.0,643054000.0
Depreciation Income Statement,763654000.0,662921000.0,681179000.0,643054000.0
Selling General And Administration,1068140000.0,1079677000.0,951734000.0,1077878000.0
Selling And Marketing Expense,830999000.0,801571000.0,659229000.0,711723000.0
General And Administrative Expense,237141000.0,278106000.0,292505000.0,366155000.0
Rent And Landing Fees,120916000.0,65355000.0,111071000.0,105826000.0
Gross Profit,5088894000.0,4832670000.0,5045839000.0,4874081000.0
Cost Of Revenue,20992159000.0,18212904000.0,19103682000.0,23180622000.0
Total Revenue,26081053000.0,23045574000.0,24149521000.0,28054703000.0
Operating Revenue,26081053000.0,23045574000.0,24149521000.0,28054703000.0
