,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,839761000.0,1325443000.0,53218000.0,1430105000.0,
Capital Expenditure,-379028000.0,-267738000.0,-918404000.0,-442624000.0,
End Cash Position,174601000.0,97708000.0,450137000.0,232490000.0,
Beginning Cash Position,97708000.0,450137000.0,232490000.0,329351000.0,
Changes In Cash,76893000.0,-352429000.0,217647000.0,-96861000.0,
Financing Cash Flow,-1126906000.0,-993205000.0,-1274782000.0,-1708323000.0,
Cash Dividends Paid,-1126215000.0,-984973000.0,-1265266000.0,-1684374000.0,
Investing Cash Flow,-14990000.0,-952405000.0,520807000.0,-261267000.0,
Net Other Investing Changes,,,17531000.0,53719000.0,75000000.0
Interest Received Cfi,175106000.0,131833000.0,155080000.0,47281000.0,
Net Investment Purchase And Sale,188932000.0,-816500000.0,1266600000.0,80150000.0,
Sale Of Investment,5714585000.0,4144800000.0,7332900000.0,5477650000.0,
Purchase Of Investment,-5525653000.0,-4961300000.0,-6066300000.0,-5397500000.0,
Net Intangibles Purchase And Sale,,,0.0,-14640000.0,-8467000.0
Purchase Of Intangibles,,,0.0,-14640000.0,-8467000.0
Net PPE Purchase And Sale,-379028000.0,-267738000.0,-918404000.0,-427777000.0,
Sale Of PPE,,,0.0,207000.0,771000.0
Purchase Of PPE,-379028000.0,-267738000.0,-918404000.0,-427984000.0,
Operating Cash Flow,1218789000.0,1593181000.0,971622000.0,1872729000.0,
Taxes Refund Paid,-92684000.0,-129464000.0,-141084000.0,-157076000.0,
Interest Paid Cfo,-92000.0,-5715000.0,-5972000.0,-10549000.0,
Change In Working Capital,253833000.0,137759000.0,382863000.0,356721000.0,
Change In Other Current Assets,10835000.0,242174000.0,-34849000.0,78768000.0,
Change In Accrued Expense,38412000.0,38286000.0,-138651000.0,-692158000.0,
Change In Payable,77671000.0,-147868000.0,-4607000.0,387697000.0,
Change In Prepaid Assets,,,,,187200000.0
Change In Inventory,114750000.0,-22473000.0,80315000.0,248454000.0,
Change In Receivables,12165000.0,27640000.0,480655000.0,333960000.0,
Other Non Cash Items,-105420000.0,-94737000.0,-102990000.0,-110001000.0,
Provisionand Write Offof Assets,,0.0,-1276000.0,0.0,8698000.0
Depreciation And Amortization,974215000.0,1157284000.0,1195270000.0,1161392000.0,
Amortization Cash Flow,1762000.0,1750000.0,1770000.0,4447000.0,
Depreciation,972453000.0,1155534000.0,1193500000.0,1156945000.0,
Pension And Employee Benefit Expense,88163000.0,74070000.0,84178000.0,96897000.0,
Gain Loss On Investment Securities,-196000.0,,,,
Gain Loss On Sale Of PPE,1039000.0,0.0,21000.0,10964000.0,
Net Income From Continuing Operations,169022000.0,498470000.0,-383306000.0,555392000.0,
