,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-241291000.0,123441000.0,112257000.0,47140000.0,
Repayment Of Debt,-315871000.0,0.0,,,
Issuance Of Debt,678996000.0,0.0,,,
Capital Expenditure,-604322000.0,-244091000.0,-46379000.0,-82635000.0,
End Cash Position,207481000.0,154751000.0,86802000.0,90827000.0,
Beginning Cash Position,154751000.0,86802000.0,90827000.0,402279000.0,
Changes In Cash,52730000.0,67949000.0,-4025000.0,-311452000.0,
Financing Cash Flow,223265000.0,-140015000.0,-139532000.0,-181337000.0,
Net Other Financing Charges,,,,-130000000.0,
Cash Dividends Paid,-137252000.0,-137626000.0,-137362000.0,-179827000.0,
Net Issuance Payments Of Debt,363125000.0,0.0,,,
Net Long Term Debt Issuance,363125000.0,0.0,,,
Long Term Debt Payments,-315871000.0,0.0,,,
Long Term Debt Issuance,678996000.0,0.0,,,
Investing Cash Flow,-533566000.0,-159568000.0,-23129000.0,-259890000.0,
Net Other Investing Changes,,,5000000.0,-130000000.0,
Dividends Received Cfi,3874000.0,22461000.0,18235000.0,9314000.0,
Net Investment Purchase And Sale,66882000.0,62053000.0,5000000.0,-57411000.0,
Sale Of Investment,66882000.0,147053000.0,5000000.0,42589000.0,
Purchase Of Investment,,-85000000.0,0.0,-100000000.0,0.0
Net PPE Purchase And Sale,-604322000.0,-244082000.0,-46364000.0,-81793000.0,
Sale Of PPE,0.0,9000.0,15000.0,842000.0,
Purchase Of PPE,-604322000.0,-244091000.0,-46379000.0,-82635000.0,
Operating Cash Flow,363031000.0,367532000.0,158636000.0,129775000.0,
Taxes Refund Paid,-29933000.0,-27807000.0,-24379000.0,-30443000.0,
Interest Paid Cfo,-116000.0,-100000.0,-218000.0,-527000.0,
Change In Working Capital,-14475000.0,-30400000.0,-160745000.0,-112513000.0,
Change In Payable,46832000.0,10639000.0,-49558000.0,106059000.0,
Change In Inventory,38865000.0,31574000.0,-70836000.0,-139460000.0,
Change In Receivables,-100172000.0,-72613000.0,-40351000.0,-79112000.0,
Other Non Cash Items,5773000.0,5317000.0,4907000.0,5229000.0,
Provisionand Write Offof Assets,34588000.0,6414000.0,8190000.0,4300000.0,
Depreciation And Amortization,109638000.0,110128000.0,103335000.0,104058000.0,
Amortization Cash Flow,245000.0,375000.0,298000.0,,507000.0
Depreciation,109393000.0,109753000.0,103037000.0,104058000.0,
Pension And Employee Benefit Expense,7687000.0,7442000.0,7096000.0,6393000.0,
Gain Loss On Investment Securities,221000.0,-21898000.0,-33428000.0,-10205000.0,
Gain Loss On Sale Of PPE,2940000.0,1930000.0,2202000.0,1686000.0,
Net Income From Continuing Operations,229056000.0,275910000.0,225101000.0,169686000.0,
