,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-19783.392945,-12453.229716,1130453.549495,351760.632811,
Tax Rate For Calcs,0.032157,0.062266,0.103445,0.108819,
Normalized EBITDA,170842554.0,163084112.0,108427498.0,95256020.0,
Total Unusual Items,-615215.0,-200000.0,10928063.0,3232523.0,
Total Unusual Items Excluding Goodwill,-615215.0,-200000.0,10928063.0,3232523.0,
Net Income From Continuing Operation Net Minority Interest,81263378.0,75300454.0,61968851.0,51065262.0,
Reconciled Depreciation,76414335.0,74882541.0,49422593.0,40630369.0,
Reconciled Cost Of Revenue,506570477.0,406064506.0,300088343.0,221711058.0,
EBITDA,170227339.0,162884112.0,119355561.0,98488543.0,
EBIT,93813004.0,88001571.0,69932968.0,57858174.0,
Net Interest Income,-11404114.0,-8940022.0,-814117.0,-557497.0,
Interest Expense,9849626.0,7701117.0,814117.0,557497.0,
Normalized Income,81858809.607055,75488000.770284,52171241.549495,48184499.632811,
Net Income From Continuing And Discontinued Operation,81263378.0,75300454.0,61968851.0,51065262.0,
Total Expenses,621789342.0,498016896.0,368007090.0,284545893.0,
Rent Expense Supplemental,10552769.0,1579294.0,672355.0,680080.0,
Total Operating Income As Reported,90437432.0,84771248.0,56166459.0,56703267.0,
Diluted Average Shares,30000000.0,30000000.0,30000000.0,30000000.0,
Basic Average Shares,30000000.0,30000000.0,30000000.0,30000000.0,
Diluted EPS,2.71,2.51,2.07,1.7,
Basic EPS,2.71,2.51,2.07,1.7,
Diluted NI Availto Com Stockholders,81263378.0,75300454.0,61968851.0,51065262.0,
Net Income Common Stockholders,81263378.0,75300454.0,61968851.0,51065262.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,81263378.0,75300454.0,61968851.0,51065262.0,
Net Income Including Noncontrolling Interests,81263378.0,75300454.0,61968851.0,51065262.0,
Net Income Continuous Operations,81263378.0,75300454.0,61968851.0,51065262.0,
Tax Provision,2700000.0,5000000.0,7150000.0,6235415.0,
Pretax Income,83963378.0,80300454.0,69118851.0,57300677.0,
Other Non Operating Income Expenses,5545275.0,4669228.0,576694.0,-1782369.0,
Special Income Charges,,0.0,1909063.0,3232523.0,36929.0
Other Special Charges,,,,-570272.0,-36929.0
Impairment Of Capital Assets,,0.0,-1909063.0,-3232523.0,0.0
Net Non Operating Interest Income Expense,-11404114.0,-8940022.0,-814117.0,-557497.0,
Total Other Finance Cost,1554488.0,1238905.0,,,
Interest Expense Non Operating,9849626.0,7701117.0,814117.0,557497.0,
Operating Income,90437432.0,84771248.0,58428211.0,57450749.0,
Operating Expense,115218865.0,91952390.0,67918747.0,62834835.0,
Other Operating Expenses,2584696.0,3059733.0,1608659.0,3275291.0,
Depreciation And Amortization In Income Statement,4203309.0,4506748.0,3314660.0,2625414.0,
Amortization,290221.0,1160035.0,426942.0,222354.0,
Depreciation Income Statement,3913088.0,3346713.0,2887718.0,2403060.0,
Selling General And Administration,56148400.0,43547714.0,29322694.0,23535381.0,
Selling And Marketing Expense,37355011.0,27930973.0,20800373.0,17575437.0,
General And Administrative Expense,18793389.0,15616741.0,8522321.0,5959944.0,
Rent And Landing Fees,10552769.0,1579294.0,672355.0,680080.0,
Gross Profit,205656297.0,176723638.0,126346958.0,120285584.0,
Cost Of Revenue,506570477.0,406064506.0,300088343.0,221711058.0,
Total Revenue,712226774.0,582788144.0,426435301.0,341996642.0,
Operating Revenue,712226774.0,582788144.0,426435301.0,341996642.0,
