,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,51095978.042706,12021840.904927,3047265.529652,19355888.180588,
Tax Rate For Calcs,0.071015,0.028806,0.029327,0.156044,
Normalized EBITDA,3854369000.0,3422728000.0,3647037000.0,3015639000.0,
Total Unusual Items,719510000.0,417345000.0,103905000.0,124041000.0,
Total Unusual Items Excluding Goodwill,719510000.0,417345000.0,103905000.0,124041000.0,
Net Income From Continuing Operation Net Minority Interest,1852225000.0,1757057000.0,1668762000.0,1322931000.0,
Reconciled Depreciation,614126000.0,522958000.0,463141000.0,465817000.0,
Reconciled Cost Of Revenue,3648933000.0,2966708000.0,2599830000.0,2410582000.0,
EBITDA,4573879000.0,3840073000.0,3750942000.0,3139680000.0,
EBIT,3959753000.0,3317115000.0,3287801000.0,2673863000.0,
Net Interest Income,-1121182000.0,-828104000.0,-1033424000.0,-969670000.0,
Interest Expense,1741629000.0,1270320000.0,1455693000.0,1181716000.0,
Interest Income,635054000.0,517005000.0,441479000.0,259152000.0,
Normalized Income,1183810978.042706,1351733840.904927,1567904265.529652,1218245888.180588,
Net Income From Continuing And Discontinued Operation,1852225000.0,1757057000.0,1661714000.0,1540035000.0,
Total Expenses,5288545000.0,4559731000.0,3595591000.0,3239760000.0,
Rent Expense Supplemental,,,,15359000.0,11893000.0
Total Operating Income As Reported,3593905000.0,2982990000.0,2980672000.0,2614761000.0,
Diluted Average Shares,750366000.0,737913000.0,738433567.0,738433769.0,
Basic Average Shares,749514000.0,737061000.0,738433567.0,738433769.0,
Diluted EPS,2.47,2.38,2.25195,2.089044,
Basic EPS,2.47,2.38,2.25195,2.089044,
Diluted NI Availto Com Stockholders,1852225000.0,1757057000.0,1661714000.0,1540035000.0,
Net Income Common Stockholders,1852225000.0,1757057000.0,1661714000.0,1540035000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,1852225000.0,1757057000.0,1661714000.0,1540035000.0,
Minority Interests,-208379000.0,-230779000.0,-109615000.0,63625000.0,
Net Income Including Noncontrolling Interests,2060604000.0,1987836000.0,1771329000.0,1476410000.0,
Net Income Discontinuous Operations,,0.0,-7048000.0,217104000.0,-64326000.0
Net Income Continuous Operations,2060604000.0,1987836000.0,1778377000.0,1259306000.0,
Tax Provision,157520000.0,58959000.0,53731000.0,232841000.0,
Pretax Income,2218124000.0,2046795000.0,1832108000.0,1492147000.0,
Other Non Operating Income Expenses,40060000.0,25824000.0,20537000.0,7164000.0,
Special Income Charges,352783000.0,402414000.0,39950000.0,-56809000.0,
Other Special Charges,-704027000.0,-468185000.0,-113489000.0,-143128000.0,
Write Off,-53143000.0,348506000.0,73539000.0,78342000.0,
Impairment Of Capital Assets,404387000.0,-282735000.0,0.0,121595000.0,
Net Non Operating Interest Income Expense,-1121182000.0,-828104000.0,-1033424000.0,-969670000.0,
Total Other Finance Cost,14607000.0,74789000.0,19210000.0,47106000.0,
Interest Expense Non Operating,1741629000.0,1270320000.0,1455693000.0,1181716000.0,
Interest Income Non Operating,635054000.0,517005000.0,441479000.0,259152000.0,
Operating Income,2124956000.0,1737567000.0,2499419000.0,2036170000.0,
Operating Expense,1639612000.0,1593023000.0,995761000.0,829178000.0,
Other Operating Expenses,42091000.0,48528000.0,2491000.0,2309000.0,
Depreciation And Amortization In Income Statement,61243000.0,41607000.0,36753000.0,34450000.0,
Amortization,26815000.0,8996000.0,15896000.0,13035000.0,
Depreciation Income Statement,34428000.0,32611000.0,20857000.0,21415000.0,
Research And Development,147070000.0,222844000.0,69582000.0,35438000.0,
Selling General And Administration,616049000.0,427161000.0,382466000.0,293644000.0,
General And Administrative Expense,616049000.0,427161000.0,382466000.0,293644000.0,
Rent And Landing Fees,,,,15359000.0,11893000.0
Gross Profit,3764568000.0,3330590000.0,3495180000.0,2865348000.0,
Cost Of Revenue,3648933000.0,2966708000.0,2599830000.0,2410582000.0,
Total Revenue,7413501000.0,6297298000.0,6095010000.0,5275930000.0,
Operating Revenue,7413501000.0,6297298000.0,6095010000.0,5275930000.0,
