,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,22869000.0,16423000.0,-3891000.0,-94505000.0,
Issuance Of Capital Stock,,,0.0,300000000.0,0.0
Capital Expenditure,-4357000.0,-1499000.0,-1179000.0,-2334000.0,
End Cash Position,197148000.0,96858000.0,173259000.0,153756000.0,
Beginning Cash Position,96858000.0,173259000.0,153762000.0,47040000.0,
Changes In Cash,100290000.0,-76401000.0,19497000.0,106716000.0,
Financing Cash Flow,,,0.0,300000000.0,15912000.0
Net Other Financing Charges,,,,-45000000.0,16500000.0
Net Common Stock Issuance,,,0.0,300000000.0,0.0
Common Stock Issuance,,,0.0,300000000.0,0.0
Investing Cash Flow,73064000.0,-94323000.0,22209000.0,-101113000.0,
Net Other Investing Changes,77502000.0,-86404000.0,-76264000.0,-40887000.0,
Net Investment Purchase And Sale,-81000.0,-6420000.0,99652000.0,-57892000.0,
Sale Of Investment,,0.0,104649000.0,44271000.0,7292000.0
Purchase Of Investment,-81000.0,-6420000.0,-4997000.0,-102163000.0,
Net PPE Purchase And Sale,-4357000.0,-1499000.0,-1179000.0,-2334000.0,
Purchase Of PPE,-4357000.0,-1499000.0,-1179000.0,-2334000.0,
Operating Cash Flow,27226000.0,17922000.0,-2712000.0,-92171000.0,
Taxes Refund Paid,-4908000.0,-14493000.0,-500000.0,0.0,
Change In Working Capital,38645000.0,17782000.0,-35544000.0,-47433000.0,
Change In Other Current Liabilities,3284000.0,-1093000.0,-3151000.0,2474000.0,
Change In Accrued Expense,-1108000.0,-3428000.0,-11267000.0,-183000.0,
Change In Payable,,,,761000.0,-12170000.0
Change In Prepaid Assets,909000.0,9665000.0,425000.0,-20131000.0,
Change In Receivables,,,,8352000.0,36161000.0
Other Non Cash Items,,,,-127000.0,-403000.0
Provisionand Write Offof Assets,-27000.0,-35000.0,180000.0,5000.0,
Depreciation And Amortization,1309000.0,1480000.0,1811000.0,1936000.0,
Depreciation,1309000.0,1480000.0,1811000.0,1936000.0,
Pension And Employee Benefit Expense,1348000.0,1129000.0,1482000.0,1717000.0,
Gain Loss On Investment Securities,-1895000.0,-3057000.0,-54000.0,-127000.0,
Net Income From Continuing Operations,-6918000.0,16278000.0,30719000.0,-44733000.0,
