,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,12000000.0,12000000.0,12000000.0,10206278.0,
Share Issued,12000000.0,12000000.0,12000000.0,10206278.0,
Net Debt,31706509.0,4304774.0,,41597671.0,41594726.0
Total Debt,49406458.0,30580218.0,52589287.0,45726144.0,
Tangible Book Value,147772290.0,155747564.0,159543858.0,115462672.0,
Invested Capital,184376160.0,173548524.0,201540090.0,159816930.0,
Working Capital,97367515.0,113153768.0,134695998.0,87772365.0,
Net Tangible Assets,147772290.0,155747564.0,159543858.0,115462672.0,
Capital Lease Obligations,12802588.0,12779258.0,10593055.0,1371886.0,
Common Stock Equity,147772290.0,155747564.0,159543858.0,115462672.0,
Total Capitalization,147772290.0,155747564.0,159543858.0,116380242.0,
Total Equity Gross Minority Interest,146640647.0,154805342.0,158750399.0,114950030.0,
Minority Interest,-1131643.0,-942222.0,-793459.0,-512642.0,
Stockholders Equity,147772290.0,155747564.0,159543858.0,115462672.0,
Retained Earnings,16940632.0,25199528.0,29322999.0,46101978.0,
Capital Stock,120000000.0,120000000.0,120000000.0,60000000.0,
Common Stock,120000000.0,120000000.0,120000000.0,60000000.0,
Total Liabilities Net Minority Interest,75121568.0,54957522.0,82717786.0,75219786.0,
Total Non Current Liabilities Net Minority Interest,18173923.0,18905315.0,18292233.0,9685594.0,
Non Current Pension And Other Postretirement Benefit Plans,11109864.0,10539623.0,10264412.0,7741138.0,
Long Term Debt And Capital Lease Obligation,7064059.0,8365692.0,8027821.0,1944456.0,
Long Term Capital Lease Obligation,7064059.0,8365692.0,8027821.0,1026886.0,
Long Term Debt,0.0,0.0,0.0,917570.0,
Current Liabilities,56947645.0,36052207.0,64425553.0,65534192.0,
Other Current Liabilities,1155762.0,934384.0,547389.0,471624.0,
Current Deferred Taxes Liabilities,3435981.0,3014917.0,3641846.0,4199159.0,
Current Debt And Capital Lease Obligation,42342399.0,22214526.0,44561466.0,43781688.0,
Current Capital Lease Obligation,5738529.0,4413566.0,2565234.0,345000.0,
Current Debt,36603870.0,17800960.0,41996232.0,43436688.0,
Pensionand Other Post Retirement Benefit Plans Current,158288.0,195154.0,158007.0,99597.0,
Current Provisions,,1753349.0,2297211.0,2297211.0,1997211.0
Payables,7216452.0,5476764.0,9509361.0,8279877.0,
Other Payable,2873999.0,2776870.0,2830254.0,2491499.0,
Total Tax Payable,1147979.0,517658.0,255653.0,543560.0,
Accounts Payable,3194474.0,2182236.0,6423454.0,5244818.0,
Total Assets,221762215.0,209762864.0,241468185.0,190169816.0,
Total Non Current Assets,67447055.0,60556889.0,42346634.0,36863259.0,
Net PPE,67447055.0,60556889.0,42346634.0,36863259.0,
Accumulated Depreciation,-61448378.0,-55802283.0,,-48161590.0,-45267920.0
Gross PPE,128895433.0,116359172.0,42346634.0,36863259.0,
Construction In Progress,0.0,16539836.0,,,
Other Properties,37050704.0,37050704.0,42346634.0,36863259.0,
Machinery Furniture Equipment,11166494.0,10212551.0,,10455789.0,10451601.0
Buildings And Improvements,59069615.0,30947461.0,,17133463.0,17133463.0
Land And Improvements,21608620.0,21608620.0,,20408620.0,20408620.0
Properties,0.0,0.0,,0.0,0.0
Current Assets,154315160.0,149205975.0,199121551.0,153306557.0,
Other Current Assets,4571928.0,7073062.0,3323458.0,4975499.0,
Prepaid Assets,8061301.0,4502586.0,4008512.0,4863180.0,
Inventory,100248132.0,90568955.0,114914267.0,104078751.0,
Inventories Adjustments Allowances,-3198915.0,-2759987.0,-2759987.0,-1834111.0,
Finished Goods,61322603.0,53816082.0,70296039.0,51876954.0,
Work In Process,9908812.0,10945762.0,3548933.0,6126049.0,
Raw Materials,32215632.0,28567098.0,43829282.0,47909859.0,
Other Receivables,-382193.0,-36569.0,-202346.0,308244.0,
Accounts Receivable,36918631.0,33601755.0,34130835.0,36324296.0,
Allowance For Doubtful Accounts Receivable,-9678544.0,-9656677.0,-10110546.0,-8942957.0,
Gross Accounts Receivable,46597175.0,43258432.0,44241381.0,45267253.0,
Cash Cash Equivalents And Short Term Investments,4897361.0,13496186.0,42946825.0,2756587.0,
Cash And Cash Equivalents,4897361.0,13496186.0,42946825.0,2756587.0,
Cash Financial,4897361.0,13496186.0,42946825.0,2756587.0,
