,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-193630563.0,63161065.0,-966222344.0,257624692.0,
Repayment Of Debt,-1833261471.0,-2195945080.0,-1333040814.0,-1491405148.0,
Issuance Of Debt,1917247034.0,2188112297.0,1287554769.0,1450844862.0,
Capital Expenditure,-107561328.0,-176111021.0,-262052855.0,-245662972.0,
End Cash Position,398347047.0,528825575.0,597624936.0,263659257.0,
Other Cash Adjustment Outside Changein Cash,,,,58.0,-5773963.0
Beginning Cash Position,528825575.0,597624936.0,263659257.0,386993766.0,
Effect Of Exchange Rate Changes,2535780.0,-4957337.0,-1730531.0,-12077703.0,
Changes In Cash,-133014308.0,-63842024.0,335696210.0,-111256864.0,
Financing Cash Flow,64412298.0,-45592087.0,-86491091.0,-72531379.0,
Net Other Financing Charges,17415159.0,3185000.0,-4000000.0,,12889999.0
Net Issuance Payments Of Debt,83985563.0,-7832783.0,-45486045.0,-40560286.0,
Net Long Term Debt Issuance,83985563.0,-7832783.0,-45486045.0,-40560286.0,
Long Term Debt Payments,-1833261471.0,-2195945080.0,-1333040814.0,-1491405148.0,
Long Term Debt Issuance,1917247034.0,2188112297.0,1287554769.0,1450844862.0,
Investing Cash Flow,-111357371.0,-257522023.0,1126356790.0,-542013149.0,
Net Investment Purchase And Sale,-10012171.0,-107024925.0,1387027875.0,-297349456.0,
Sale Of Investment,2497829.0,0.0,1595000000.0,351737029.0,
Purchase Of Investment,-12510000.0,-107024925.0,-207972125.0,-649086485.0,
Net Business Purchase And Sale,,,,0.0,-17374476.0
Purchase Of Business,,,,0.0,-17374476.0
Net Intangibles Purchase And Sale,-20807466.0,-43042299.0,-34043299.0,-13582657.0,
Purchase Of Intangibles,-20807466.0,-43042299.0,-34043299.0,-13582657.0,
Net PPE Purchase And Sale,-80537734.0,-107454799.0,-226627786.0,-231081036.0,
Sale Of PPE,6216128.0,25613923.0,1381770.0,999279.0,
Purchase Of PPE,-86753862.0,-133068722.0,-228009556.0,-232080315.0,
Operating Cash Flow,-86069235.0,239272086.0,-704169489.0,503287664.0,
Taxes Refund Paid,-33738955.0,-45589280.0,-112582456.0,-37881677.0,
Interest Received Cfo,18163606.0,37922531.0,46009680.0,22860372.0,
Interest Paid Cfo,-117811892.0,-93415011.0,-86800377.0,-51313184.0,
Change In Working Capital,-79971659.0,-322101576.0,-1456442796.0,-450641614.0,
Change In Other Current Assets,42103638.0,-186403044.0,-1363211905.0,-401154292.0,
Change In Accrued Expense,267693600.0,-36540619.0,-35770254.0,61357187.0,
Change In Payable,-41530306.0,-82944687.0,-90890767.0,-104703009.0,
Change In Prepaid Assets,-143327636.0,-13412580.0,-2911423.0,-57985373.0,
Change In Inventory,49211577.0,37691579.0,71533262.0,-53754690.0,
Change In Receivables,-254122532.0,-40492225.0,-35191709.0,105598563.0,
Other Non Cash Items,114504466.0,89180683.0,65378518.0,33832769.0,
Provisionand Write Offof Assets,31778421.0,23911001.0,-1492662.0,19268976.0,
Depreciation And Amortization,403032037.0,304364629.0,274828674.0,250753917.0,
Amortization Cash Flow,236408419.0,109568287.0,104950758.0,97411347.0,
Depreciation,166623618.0,194796342.0,169877916.0,153342570.0,
Pension And Employee Benefit Expense,25893174.0,22114596.0,20326156.0,17755653.0,
Gain Loss On Investment Securities,800427.0,4348159.0,1019522.0,-11100069.0,
Net Foreign Currency Exchange Gain Loss,2972339.0,-755340.0,3730342.0,-9489680.0,
Gain Loss On Sale Of PPE,4183633.0,1652310.0,883905.0,435206.0,
Net Income From Continuing Operations,-550966040.0,171242736.0,517676278.0,729499843.0,
