,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,4324032.0,0.0,15605.0,323266.2,
Tax Rate For Calcs,0.2,0.2,0.2,0.2,
Normalized EBITDA,-13971101.0,35022189.0,37780962.0,-15375751.0,
Total Unusual Items,21620160.0,0.0,78025.0,1616331.0,
Total Unusual Items Excluding Goodwill,21620160.0,0.0,78025.0,1616331.0,
Net Income From Continuing Operation Net Minority Interest,-8470919.0,-5293526.0,-2650797.0,-44767736.0,
Reconciled Depreciation,1345100.0,39552664.0,39158464.0,21567672.0,
Reconciled Cost Of Revenue,9935464.0,12988625.0,16422216.0,249393623.0,
EBITDA,7649059.0,35022189.0,37858987.0,-13759420.0,
EBIT,6303959.0,-4530475.0,-1299477.0,-35327092.0,
Net Interest Income,835245.0,559189.0,2888627.0,-3387122.0,
Interest Expense,492797.0,332231.0,165969.0,3387122.0,
Normalized Income,-25767047.0,-5293526.0,-2713217.0,-46060800.8,
Net Income From Continuing And Discontinued Operation,359733625.0,-164408943.0,-216250945.0,-44767736.0,
Total Expenses,30546962.0,28567353.0,28717107.0,323363584.0,
Total Operating Income As Reported,-21828829.0,-5422158.0,-8631954.0,-57136804.0,
Diluted Average Shares,100636328.0,92719427.0,86981967.0,88352018.0,
Basic Average Shares,100636328.0,92719427.0,86981967.0,88352018.0,
Diluted EPS,3.57,-1.78,-2.49,-0.511096,
Basic EPS,3.57,-1.78,-2.49,-0.511096,
Diluted NI Availto Com Stockholders,359733625.0,-164408943.0,-216250945.0,-44767736.0,
Net Income Common Stockholders,359733625.0,-164408943.0,-216250945.0,-44767736.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,359733625.0,-164408943.0,-216250945.0,-44767736.0,
Minority Interests,881754.0,53401.0,-185351.0,-136657.0,
Net Income Including Noncontrolling Interests,358851871.0,-164462344.0,-216065594.0,-44631079.0,
Net Income Discontinuous Operations,368204544.0,-159115417.0,-213600148.0,,
Net Income Continuous Operations,-9352673.0,-5346927.0,-2465446.0,-44631079.0,
Tax Provision,15163835.0,484221.0,1000000.0,5916865.0,
Pretax Income,5811162.0,-4862706.0,-1465446.0,-38714214.0,
Other Non Operating Income Expenses,5216963.0,263.0,346007.0,10600577.0,
Special Income Charges,21620160.0,0.0,51301.0,0.0,
Other Special Charges,,,-51301.0,,
Write Off,,,,0.0,6545200.0
Impairment Of Capital Assets,-21620160.0,0.0,,,
Net Non Operating Interest Income Expense,835245.0,559189.0,2888627.0,-3387122.0,
Total Other Finance Cost,-1328042.0,-891420.0,-3054596.0,,
Interest Expense Non Operating,492797.0,332231.0,165969.0,3387122.0,
Operating Income,-21861206.0,-5422158.0,-8631954.0,-57136804.0,
Operating Expense,20611498.0,15578728.0,12294891.0,73969961.0,
Other Operating Expenses,32377.0,,,,
Depreciation And Amortization In Income Statement,635390.0,459725.0,481170.0,5108119.0,
Amortization,,,827208.0,457371.0,185339.0
Depreciation Income Statement,635390.0,459725.0,481170.0,4650748.0,
Selling General And Administration,7612309.0,6847746.0,4035938.0,14707687.0,
Selling And Marketing Expense,523887.0,524484.0,660225.0,609850.0,
General And Administrative Expense,7088422.0,6323262.0,3375713.0,14097837.0,
Gross Profit,-1249708.0,10156570.0,3662937.0,16833157.0,
Cost Of Revenue,9935464.0,12988625.0,16422216.0,249393623.0,
Total Revenue,8685756.0,23145195.0,20085153.0,266226780.0,
Operating Revenue,8685756.0,23145195.0,20085153.0,266226780.0,
