,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-26908978.2,-18236313.6,-8215044.2,1780288.8,
Tax Rate For Calcs,0.2,0.2,0.2,0.2,
Normalized EBITDA,-140587756.0,-54783545.0,-5215703.0,81936195.0,
Total Unusual Items,-24544891.0,-41181568.0,-6075221.0,8901444.0,
Total Unusual Items Excluding Goodwill,-134544891.0,-91181568.0,-41075221.0,8901444.0,
Net Income From Continuing Operation Net Minority Interest,-267344231.0,-219413027.0,-132304036.0,-9219476.0,
Reconciled Depreciation,50898219.0,59142618.0,57696063.0,56917528.0,
Reconciled Cost Of Revenue,552225728.0,689983509.0,712021609.0,857700626.0,
EBITDA,-165132647.0,-95965113.0,-11290924.0,90837639.0,
EBIT,-216030866.0,-155107731.0,-68986987.0,33920111.0,
Net Interest Income,-46328879.0,-60686552.0,-60283541.0,-40081928.0,
Interest Expense,45862389.0,60220062.0,59817049.0,39644885.0,
Normalized Income,-49708318.2,-96467772.6,-64443859.2,-16340631.2,
Net Income From Continuing And Discontinued Operation,-267344231.0,-219413027.0,-132304036.0,-9219476.0,
Total Expenses,652818318.0,785831768.0,807624444.0,975303321.0,
Rent Expense Supplemental,7410338.0,7023952.0,7072080.0,7022540.0,
Total Operating Income As Reported,-216002781.0,-156904002.0,-72309852.0,19713928.0,
Diluted Average Shares,60000000.0,60000000.0,60000000.0,60000000.0,
Basic Average Shares,60000000.0,60000000.0,60000000.0,60000000.0,
Diluted EPS,-4.46,-3.66,-2.21,-0.15,
Basic EPS,-4.46,-3.66,-2.21,-0.15,
Diluted NI Availto Com Stockholders,-267344231.0,-219413027.0,-132304036.0,-9219476.0,
Net Income Common Stockholders,-267344231.0,-219413027.0,-132304036.0,-9219476.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-267344231.0,-219413027.0,-132304036.0,-9219476.0,
Net Income Including Noncontrolling Interests,-267344231.0,-219413027.0,-132304036.0,-9219476.0,
Net Income Continuous Operations,-267344231.0,-219413027.0,-132304036.0,-9219476.0,
Tax Provision,5450976.0,4085234.0,3500000.0,3494702.0,
Pretax Income,-261893255.0,-215327793.0,-128804036.0,-5724774.0,
Other Non Operating Income Expenses,-10911.0,2056583.0,1021093.0,665098.0,
Special Income Charges,-133744464.0,-86833409.0,-40055699.0,235507.0,
Other Special Charges,1319292.0,97389.0,245235.0,-235507.0,
Write Off,12370882.0,10800838.0,4810464.0,,2170844.0
Impairment Of Capital Assets,10054290.0,25935182.0,0.0,,
Net Non Operating Interest Income Expense,-46328879.0,-60686552.0,-60283541.0,-40081928.0,
Total Other Finance Cost,466490.0,466490.0,466492.0,437043.0,
Interest Expense Non Operating,45862389.0,60220062.0,59817049.0,39644885.0,
Operating Income,-79855602.0,-64635535.0,-28466367.0,24790612.0,
Operating Expense,100592590.0,95848259.0,95602835.0,117602695.0,
Other Operating Expenses,549897.0,531548.0,639937.0,7851347.0,
Depreciation And Amortization In Income Statement,3887509.0,4217737.0,4147716.0,4250316.0,
Depreciation Income Statement,3887509.0,4217737.0,4147716.0,4250316.0,
Selling General And Administration,26763666.0,29181176.0,28867171.0,44021191.0,
Selling And Marketing Expense,5492151.0,6171809.0,6928324.0,28358853.0,
General And Administrative Expense,21271515.0,23009367.0,21938847.0,15662338.0,
Rent And Landing Fees,5268186.0,5086107.0,5757967.0,5607419.0,
Gross Profit,20736988.0,31212724.0,67136468.0,142393307.0,
Cost Of Revenue,552225728.0,689983509.0,712021609.0,857700626.0,
Total Revenue,572962716.0,721196233.0,779158077.0,1000093933.0,
Operating Revenue,572962716.0,721196233.0,779158077.0,1000093933.0,
