,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,6000000000.0,6000000000.0,6000000000.0,6000000000.0,
Share Issued,6000000000.0,6000000000.0,6000000000.0,6000000000.0,
Total Debt,80320898000.0,37943190000.0,4424015000.0,723122000.0,
Tangible Book Value,142702455000.0,122973237000.0,105248863000.0,99010488000.0,
Invested Capital,222628673000.0,160490802000.0,110548548000.0,,
Net Tangible Assets,142702455000.0,122973237000.0,105248863000.0,99010488000.0,
Common Stock Equity,142762048000.0,123032830000.0,106759431000.0,100225035000.0,
Total Capitalization,222628673000.0,160490802000.0,110548548000.0,,
Total Equity Gross Minority Interest,142912345000.0,123139231000.0,106759431000.0,100225035000.0,
Minority Interest,150297000.0,106401000.0,0.0,,
Stockholders Equity,142762048000.0,123032830000.0,106759431000.0,100225035000.0,
Other Equity Interest,27907879000.0,23553815000.0,16500000000.0,16500000000.0,
Retained Earnings,34272747000.0,21417282000.0,16913041000.0,9864898000.0,
Capital Stock,40000000000.0,40000000000.0,40000000000.0,40000000000.0,
Common Stock,40000000000.0,40000000000.0,40000000000.0,40000000000.0,
Total Liabilities Net Minority Interest,900355952000.0,849305123000.0,701338841000.0,661393853000.0,
Derivative Product Liabilities,2276665000.0,1679043000.0,793541000.0,961405000.0,
Long Term Debt And Capital Lease Obligation,80320898000.0,37943190000.0,4424015000.0,723122000.0,
Payables,19533565000.0,23336378000.0,14444604000.0,14408097000.0,
Other Payable,11464746000.0,15441243000.0,5211560000.0,4295800000.0,
Total Tax Payable,3358655000.0,2406577000.0,3242063000.0,3361640000.0,
Accounts Payable,4710164000.0,5488558000.0,5990981000.0,6750657000.0,
Total Assets,1043268297000.0,972444354000.0,808098272000.0,761618888000.0,
Investments And Advances,177528822000.0,162951391000.0,81763334000.0,80445592000.0,
Investmentin Financial Assets,176371577000.0,161917129000.0,80840288000.0,79624875000.0,
Available For Sale Securities,166519708000.0,151779308000.0,7257949000.0,75360921000.0,
Financial Assets Designatedas Fair Value Through Profitor Loss Total,7784888000.0,8231918000.0,3429726000.0,3267811000.0,
Long Term Equity Investment,1157245000.0,1034262000.0,923046000.0,820717000.0,
Investmentsin Associatesat Cost,1157245000.0,1034262000.0,923046000.0,820717000.0,
Investment Properties,1350021000.0,1358638000.0,1362658000.0,1364858000.0,
Goodwill And Other Intangible Assets,59593000.0,59593000.0,1510568000.0,1214547000.0,
Other Intangible Assets,,1380447000.0,1261835000.0,965814000.0,518111000.0
Goodwill,59593000.0,59593000.0,248733000.0,248733000.0,
Net PPE,15740178000.0,15274750000.0,12852774000.0,11338782000.0,
Accumulated Depreciation,-13188908000.0,-11075252000.0,-8597783000.0,-8930533000.0,
Gross PPE,28929086000.0,26350002000.0,21450557000.0,20269315000.0,
Other Properties,2118618000.0,1903327000.0,1808667000.0,1593468000.0,
Machinery Furniture Equipment,18036992000.0,15907719000.0,11572059000.0,7749476000.0,
Buildings And Improvements,6002138000.0,5834591000.0,5406511000.0,8311131000.0,
Land And Improvements,2771338000.0,2704365000.0,2663320000.0,2615240000.0,
Prepaid Assets,1373434000.0,1202239000.0,966384000.0,1048295000.0,
Receivables,4849920000.0,3266488000.0,2939146000.0,2065056000.0,
Taxes Receivable,818176000.0,690227000.0,1036736000.0,1223032000.0,
Cash And Cash Equivalents,81498309000.0,73400855000.0,52198237000.0,68310329000.0,
Cash Financial,6979787000.0,6681225000.0,6502729000.0,6672064000.0,
Cash Cash Equivalents And Federal Funds Sold,81498309000.0,73400855000.0,85543237000.0,68310329000.0,
