,2025-12-31,2024-12-31,2023-12-31
Ordinary Shares Number,51315006.0,51315006.0,51315006.0
Share Issued,51315006.0,51315006.0,51315006.0
Net Debt,453729088.0,721307519.0,948848978.0
Total Debt,957277730.0,1128622227.0,1362589187.0
Tangible Book Value,359254166.0,150000991.0,-64442817.0
Invested Capital,1931476583.0,1886869184.0,1899612944.0
Working Capital,225897348.0,152373672.0,107600552.0
Net Tangible Assets,359254166.0,150000991.0,-64442817.0
Capital Lease Obligations,267585210.0,276870101.0,285942686.0
Common Stock Equity,1241784063.0,1035117058.0,822966443.0
Total Capitalization,1911426189.0,1860001510.0,1872112944.0
Total Equity Gross Minority Interest,1241784063.0,1035117058.0,822966443.0
Stockholders Equity,1241784063.0,1035117058.0,822966443.0
Retained Earnings,677784866.0,471117861.0,258967246.0
Capital Stock,513150060.0,513150060.0,513150060.0
Common Stock,513150060.0,513150060.0,513150060.0
Total Liabilities Net Minority Interest,1091099087.0,1244117988.0,1468743792.0
Total Non Current Liabilities Net Minority Interest,939832435.0,1094908324.0,1322983122.0
Non Current Pension And Other Postretirement Benefit Plans,18130000.0,8557000.0,3297164.0
Long Term Debt And Capital Lease Obligation,921702435.0,1086351324.0,1319685958.0
Long Term Capital Lease Obligation,252060309.0,261466872.0,270539457.0
Long Term Debt,669642126.0,824884452.0,1049146501.0
Current Liabilities,151266652.0,149209664.0,145760670.0
Current Deferred Taxes Liabilities,6100000.0,5495000.0,5122094.0
Current Debt And Capital Lease Obligation,35575295.0,42270903.0,42903229.0
Current Capital Lease Obligation,15524901.0,15403229.0,15403229.0
Current Debt,20050394.0,26867674.0,27500000.0
Pensionand Other Post Retirement Benefit Plans Current,21943442.0,19110928.0,13287436.0
Payables,49846258.0,43542971.0,59369282.0
Other Payable,,2146777.0,12035587.0
Total Tax Payable,5142922.0,1187605.0,3228492.0
Accounts Payable,44703336.0,42355366.0,44105203.0
Total Assets,2332883150.0,2279235046.0,2291710235.0
Total Non Current Assets,1955719150.0,1977651710.0,2038349013.0
Goodwill And Other Intangible Assets,882529897.0,885116067.0,887409260.0
Other Intangible Assets,60095524.0,62681694.0,64974887.0
Goodwill,822434373.0,822434373.0,822434373.0
Net PPE,1073189253.0,1092535643.0,1150939753.0
Accumulated Depreciation,-504909502.0,-424634908.0,-348451577.0
Gross PPE,1578098755.0,1517170551.0,1499391330.0
Construction In Progress,15447847.0,1504974.0,6331546.0
Other Properties,287528167.0,279854906.0,280871648.0
Machinery Furniture Equipment,821100003.0,787104125.0,773466805.0
Buildings And Improvements,384872557.0,379556365.0,369571150.0
Land And Improvements,69150181.0,69150181.0,69150181.0
Properties,0.0,0.0,0.0
Current Assets,377164000.0,301583336.0,253361222.0
Other Current Assets,,1.0,3700400.0
Restricted Cash,2187976.0,2187976.0,5448417.0
Prepaid Assets,8008835.0,6902021.0,5740101.0
Inventory,91685993.0,127404721.0,98811642.0
Inventories Adjustments Allowances,-13879755.0,-13663768.0,-12992172.0
Other Inventories,1817323.0,1373344.0,1344155.0
Finished Goods,8620613.0,35468102.0,8180488.0
Raw Materials,95127812.0,104227043.0,102279171.0
Other Receivables,87493.0,450759.0,5522721.0
Accounts Receivable,39230271.0,34193251.0,6340418.0
Allowance For Doubtful Accounts Receivable,-3700000.0,-2300000.0,0.0
Gross Accounts Receivable,42930271.0,36493251.0,6340418.0
Cash Cash Equivalents And Short Term Investments,235963432.0,130444607.0,127797523.0
Cash And Cash Equivalents,235963432.0,130444607.0,127797523.0
Cash Equivalents,0.0,50000000.0,
Cash Financial,235963432.0,80444607.0,127797523.0
