,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-238219400.0,-31253600.0,950000.0,-177.0701,
Tax Rate For Calcs,0.2,0.2,0.2,0.17707,
Normalized EBITDA,-1107388000.0,335376000.0,281868000.0,422951000.0,
Total Unusual Items,13832000.0,-156268000.0,4750000.0,-1000.0,
Total Unusual Items Excluding Goodwill,-1191097000.0,-156268000.0,4750000.0,-1000.0,
Net Income From Continuing Operation Net Minority Interest,-833850000.0,-50703000.0,-82245000.0,64543000.0,
Reconciled Depreciation,194142000.0,239551000.0,249131000.0,244938000.0,
Reconciled Cost Of Revenue,1351068000.0,1326810000.0,1163886000.0,1507493000.0,
EBITDA,-1093556000.0,179108000.0,286618000.0,422950000.0,
EBIT,-1287698000.0,-60443000.0,37487000.0,178012000.0,
Net Interest Income,7626000.0,-9509000.0,-58804000.0,-39535000.0,
Interest Expense,7135000.0,35670000.0,62979000.0,37898000.0,
Interest Income,16506000.0,33859000.0,9283000.0,2530000.0,
Normalized Income,1323956600.0,74311400.0,-86045000.0,64543822.9299,
Net Income From Continuing And Discontinued Operation,-833850000.0,-50703000.0,-82245000.0,64543000.0,
Total Expenses,1450167000.0,1503726000.0,1377286000.0,1688442000.0,
Rent Expense Supplemental,13383000.0,3265000.0,,,
Total Operating Income As Reported,-1343150000.0,-102744000.0,70061000.0,221248000.0,
Diluted Average Shares,69200000.0,69200000.0,69200000.0,69200000.0,
Basic Average Shares,69200000.0,69200000.0,51031000.0,49203000.0,
Diluted EPS,-12.05,-0.73,-1.61,0.93,
Basic EPS,-12.05,-0.73,-1.61,1.31,
Diluted NI Availto Com Stockholders,-833850000.0,-50703000.0,-82245000.0,64543000.0,
Net Income Common Stockholders,-833850000.0,-50703000.0,-82245000.0,64543000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-833850000.0,-50703000.0,-82245000.0,64543000.0,
Minority Interests,476031000.0,49550000.0,-29972000.0,-50761000.0,
Net Income Including Noncontrolling Interests,-1309881000.0,-100253000.0,-52273000.0,115304000.0,
Net Income Continuous Operations,-1309881000.0,-100253000.0,-52273000.0,115304000.0,
Tax Provision,15048000.0,4140000.0,26781000.0,24810000.0,
Pretax Income,-1294833000.0,-96113000.0,-25492000.0,140114000.0,
Other Non Operating Income Expenses,,-943000.0,-4635000.0,-54750000.0,
Special Income Charges,-1206674000.0,-156317000.0,4744000.0,0.0,
Other Special Charges,1745000.0,-2402000.0,-4744000.0,,
Write Off,0.0,1969000.0,0.0,,
Impairment Of Capital Assets,0.0,156750000.0,0.0,,
Net Non Operating Interest Income Expense,7626000.0,-9509000.0,-58804000.0,-39535000.0,
Total Other Finance Cost,1745000.0,7698000.0,5108000.0,4167000.0,
Interest Expense Non Operating,7135000.0,35670000.0,62979000.0,37898000.0,
Interest Income Non Operating,16506000.0,33859000.0,9283000.0,2530000.0,
Operating Income,-148661000.0,51604000.0,19447000.0,222738000.0,
Operating Expense,99099000.0,176916000.0,213400000.0,180949000.0,
Other Operating Expenses,,-26992000.0,6387000.0,1009000.0,2835000.0
Depreciation And Amortization In Income Statement,1869000.0,56891000.0,57566000.0,4160000.0,
Amortization,19000.0,54775000.0,54775000.0,25000.0,
Depreciation Income Statement,1850000.0,2116000.0,2791000.0,4135000.0,
Selling General And Administration,45233000.0,89646000.0,92602000.0,189106000.0,
Selling And Marketing Expense,22666000.0,66053000.0,66842000.0,167637000.0,
General And Administrative Expense,22567000.0,23593000.0,25760000.0,21469000.0,
Gross Profit,-49562000.0,228520000.0,232847000.0,403687000.0,
Cost Of Revenue,1351068000.0,1326810000.0,1163886000.0,1507493000.0,
Total Revenue,1301506000.0,1555330000.0,1396733000.0,1911180000.0,
Operating Revenue,1301506000.0,1555330000.0,1396733000.0,1911180000.0,
