,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-1681909.2,
Tax Rate For Calcs,0.0,0.0,0.0,0.2,
Normalized EBITDA,64075405.0,69572396.0,60432608.0,75688606.0,
Total Unusual Items,-91928729.0,-5738415.0,15142695.0,-8409546.0,
Total Unusual Items Excluding Goodwill,-91928729.0,-5738415.0,15142695.0,-8409546.0,
Net Income From Continuing Operation Net Minority Interest,-109894005.0,-22289468.0,-8349470.0,10900439.0,
Reconciled Depreciation,31252740.0,31296643.0,31006327.0,28689703.0,
Reconciled Cost Of Revenue,32187473.0,35432842.0,39960385.0,24304401.0,
EBITDA,-27853324.0,63833981.0,75575303.0,67279060.0,
EBIT,-59106064.0,32537338.0,44568976.0,38589357.0,
Net Interest Income,-40383950.0,-43826003.0,-44408988.0,-20396721.0,
Interest Expense,50787941.0,54826806.0,52918446.0,29648391.0,
Interest Income,11899421.0,12910878.0,12791822.0,11885435.0,
Normalized Income,-17965276.0,-16551053.0,-23492165.0,17628075.8,
Net Income From Continuing And Discontinued Operation,-109894005.0,-22289468.0,-8349470.0,10900439.0,
Total Expenses,66003981.0,68983455.0,75121100.0,63189276.0,
Total Operating Income As Reported,-60796227.0,31262151.0,46557219.0,40584372.0,
Diluted Average Shares,,88000000.0,88000000.0,88000000.0,88000000.0
Basic Average Shares,,88000000.0,88000000.0,88000000.0,88000000.0
Diluted EPS,,-0.25,-0.09,0.12,0.34
Basic EPS,,-0.25,-0.09,0.12,0.34
Diluted NI Availto Com Stockholders,-109894005.0,-22289468.0,-8349470.0,10900439.0,
Net Income Common Stockholders,-109894005.0,-22289468.0,-8349470.0,10900439.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,-109894005.0,-22289468.0,-8349470.0,10900439.0,
Net Income Including Noncontrolling Interests,-109894005.0,-22289468.0,-8349470.0,10900439.0,
Net Income Continuous Operations,-109894005.0,-22289468.0,-8349470.0,10900439.0,
Tax Provision,,,0.0,-1959473.0,1959473.0
Pretax Income,-109894005.0,-22289468.0,-8349470.0,8940966.0,
Other Non Operating Income Expenses,1450000.0,900000.0,520000.0,320000.0,
Special Income Charges,-91948843.0,-5855087.0,14995195.0,-8439546.0,
Impairment Of Capital Assets,91948843.0,5855087.0,-14995195.0,8439546.0,
Net Non Operating Interest Income Expense,-40383950.0,-43826003.0,-44408988.0,-20396721.0,
Total Other Finance Cost,1495430.0,1910075.0,4282364.0,2633765.0,
Interest Expense Non Operating,50787941.0,54826806.0,52918446.0,29648391.0,
Interest Income Non Operating,11899421.0,12910878.0,12791822.0,11885435.0,
Operating Income,20968674.0,26374950.0,20396823.0,37427233.0,
Operating Expense,33816508.0,33550613.0,35160715.0,38884875.0,
Other Operating Expenses,2523768.0,2223970.0,4104388.0,7722989.0,
Depreciation And Amortization In Income Statement,31252740.0,31296643.0,31006327.0,28689703.0,
Depreciation Income Statement,31252740.0,31296643.0,31006327.0,28689703.0,
Selling General And Administration,,,,15780449.0,16629524.0
General And Administrative Expense,,,,15780449.0,16629524.0
Gross Profit,54785182.0,59925563.0,55557538.0,76312108.0,
Cost Of Revenue,32187473.0,35432842.0,39960385.0,24304401.0,
Total Revenue,86972655.0,95358405.0,95517923.0,100616509.0,
Operating Revenue,86972655.0,95358405.0,95517923.0,100616509.0,
