,2025-12-31,2024-12-31,2023-12-31,2022-03-31
Tax Effect Of Unusual Items,-30434162.4,11667075.4,-129363047.2,14792054.32338
Tax Rate For Calcs,0.2,0.2,0.2,0.39258
Normalized EBITDA,339382760.0,572307413.0,201009710.0,1041498871.0
Total Unusual Items,-32170812.0,153685377.0,-276815236.0,37679086.0
Total Unusual Items Excluding Goodwill,-152170812.0,58335377.0,-646815236.0,37679086.0
Net Income From Continuing Operation Net Minority Interest,-457325627.0,-158239887.0,-1089915428.0,85477270.0
Reconciled Depreciation,424795212.0,535031667.0,572293139.0,742925991.0
Reconciled Cost Of Revenue,4524271241.0,4281499365.0,4074502852.0,3718895570.0
EBITDA,307211948.0,725992790.0,-75805526.0,1079177957.0
EBIT,-117583264.0,190961123.0,-648098665.0,336251966.0
Net Interest Income,-307919765.0,-313490644.0,-357144509.0,-218756365.0
Interest Expense,279864829.0,282523377.0,328095584.0,200192848.0
Interest Income,,,,29616914.0
Normalized Income,-215588977.4,-109558188.6,-202463239.2,62590238.32338
Net Income From Continuing And Discontinued Operation,-505506960.0,-203538578.0,-1177762076.0,85477270.0
Total Expenses,4964683524.0,4664530962.0,4607946259.0,4216883720.0
Rent Expense Supplemental,149119410.0,100828050.0,124619570.0,49018482.0
Total Operating Income As Reported,-90528183.0,229166961.0,-621691719.0,340329615.0
Diluted Average Shares,114766448.0,114766448.0,114766448.0,114766448.0
Basic Average Shares,114766448.0,114766448.0,114766448.0,114766448.0
Diluted EPS,-4.4,-1.77,-10.27,0.74
Basic EPS,-4.4,-1.77,-10.27,0.74
Diluted NI Availto Com Stockholders,-505506960.0,-203538578.0,-1177762076.0,85477270.0
Net Income Common Stockholders,-505506960.0,-203538578.0,-1177762076.0,85477270.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-505506960.0,-203538578.0,-1177762076.0,85477270.0
Minority Interests,-8765225.0,-6075244.0,-64954592.0,2832236.0
Net Income Including Noncontrolling Interests,-496741735.0,-197463334.0,-1112807484.0,82645034.0
Net Income Discontinuous Operations,-48181333.0,-45298691.0,-87846648.0,
Net Income Continuous Operations,-448560402.0,-152164643.0,-1024960836.0,82645034.0
Tax Provision,51112309.0,60602389.0,48766587.0,53414084.0
Pretax Income,-397448093.0,-91562254.0,-976194249.0,136059118.0
Other Non Operating Income Expenses,,,3527303.0,40178853.0
Special Income Charges,-152170812.0,70977456.0,-630605965.0,37679086.0
Other Special Charges,-25770487.0,-207832051.0,5876126.0,-37829588.0
Write Off,,24013772.0,33139485.0,
Impairment Of Capital Assets,57941299.0,41504595.0,221590354.0,150502.0
Net Non Operating Interest Income Expense,-307919765.0,-313490644.0,-357144509.0,-218756365.0
Total Other Finance Cost,28054936.0,30967267.0,29048925.0,18563517.0
Interest Expense Non Operating,279864829.0,282523377.0,328095584.0,200192848.0
Interest Income Non Operating,,,,29616914.0
Operating Income,139172973.0,182612472.0,63276938.0,311485441.0
Operating Expense,440412283.0,383031597.0,533443407.0,497988150.0
Other Operating Expenses,94493046.0,-4682921.0,51574636.0,27586920.0
Depreciation And Amortization In Income Statement,36652976.0,47620276.0,136295248.0,141316145.0
Amortization,10943309.0,14286003.0,14388850.0,9356776.0
Depreciation Income Statement,25709667.0,33334273.0,121906398.0,131959369.0
Selling General And Administration,187817347.0,187668895.0,221102890.0,144365318.0
Selling And Marketing Expense,60817930.0,69397906.0,85811289.0,64647443.0
General And Administrative Expense,126999417.0,118270989.0,135291601.0,79717875.0
Rent And Landing Fees,7787549.0,18613264.0,30313943.0,15836327.0
Gross Profit,579585256.0,565644069.0,596720345.0,809473591.0
Cost Of Revenue,4524271241.0,4281499365.0,4074502852.0,3718895570.0
Total Revenue,5103856497.0,4847143434.0,4671223197.0,4528369161.0
Operating Revenue,5103856497.0,4847143434.0,4671223197.0,4528369161.0
