,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-207996.312451,1116600.0,74184211.644863,906290.850647
Tax Rate For Calcs,0.072548,0.2,0.065557,0.042352
Normalized EBITDA,3487648000.0,3379291000.0,3038056000.0,2896269000.0
Total Unusual Items,-2867000.0,5583000.0,1131603000.0,21399000.0
Total Unusual Items Excluding Goodwill,-2867000.0,5583000.0,1131603000.0,21399000.0
Net Income From Continuing Operation Net Minority Interest,603531000.0,596369000.0,1267006000.0,549666000.0
Reconciled Depreciation,2160661000.0,2123721000.0,2106493000.0,2089154000.0
Reconciled Cost Of Revenue,4409757000.0,3894395000.0,4025394000.0,3759802000.0
EBITDA,3484781000.0,3384874000.0,4169659000.0,2917668000.0
EBIT,1324120000.0,1261153000.0,2063166000.0,828514000.0
Net Interest Income,-665071000.0,-702637000.0,-649292000.0,-555225000.0
Interest Expense,673010000.0,706671000.0,707272000.0,254539000.0
Interest Income,14756000.0,32292000.0,69560000.0,10332000.0
Normalized Income,606190003.687549,591902600.0,209587211.644863,529173290.850647
Net Income From Continuing And Discontinued Operation,603531000.0,596369000.0,1267006000.0,549666000.0
Total Expenses,9663112000.0,9114098000.0,9008995000.0,7967584000.0
Rent Expense Supplemental,70221000.0,69613000.0,91461000.0,99495000.0
Total Operating Income As Reported,1312791000.0,1199106000.0,871331000.0,1065696000.0
Diluted Average Shares,898729000.0,898729000.0,898729000.0,898729000.0
Basic Average Shares,898729000.0,898729000.0,898729000.0,898729000.0
Diluted EPS,0.67,0.66,1.41,0.61
Basic EPS,0.67,0.66,1.41,0.61
Diluted NI Availto Com Stockholders,603531000.0,596369000.0,1267006000.0,549666000.0
Net Income Common Stockholders,603531000.0,596369000.0,1267006000.0,549666000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,603531000.0,596369000.0,1267006000.0,549666000.0
Minority Interests,-342000.0,0.0,,
Net Income Including Noncontrolling Interests,603873000.0,596369000.0,1267006000.0,549666000.0
Net Income Continuous Operations,603873000.0,596369000.0,1267006000.0,549666000.0
Tax Provision,47237000.0,-41887000.0,88888000.0,24309000.0
Pretax Income,651110000.0,554482000.0,1355894000.0,573975000.0
Other Non Operating Income Expenses,202000.0,879000.0,2714000.0,2314000.0
Special Income Charges,-2867000.0,5583000.0,1010643000.0,21399000.0
Other Special Charges,2867000.0,-13083000.0,-1011170000.0,-21399000.0
Write Off,,0.0,527000.0,0.0
Impairment Of Capital Assets,0.0,7500000.0,0.0,
Net Non Operating Interest Income Expense,-665071000.0,-702637000.0,-649292000.0,-555225000.0
Total Other Finance Cost,6817000.0,28258000.0,11580000.0,311018000.0
Interest Expense Non Operating,673010000.0,706671000.0,707272000.0,254539000.0
Interest Income Non Operating,14756000.0,32292000.0,69560000.0,10332000.0
Operating Income,1320152000.0,1251363000.0,873650000.0,1107588000.0
Operating Expense,5253355000.0,5219703000.0,4983601000.0,4207782000.0
Other Operating Expenses,1529984000.0,1549115000.0,1199928000.0,642329000.0
Depreciation And Amortization In Income Statement,2160661000.0,2123721000.0,2106493000.0,2089154000.0
Depreciation Income Statement,2160661000.0,2123721000.0,2106493000.0,2089154000.0
Selling General And Administration,841794000.0,796674000.0,821623000.0,717300000.0
Selling And Marketing Expense,716317000.0,712511000.0,680573000.0,646316000.0
General And Administrative Expense,125477000.0,84163000.0,141050000.0,70984000.0
Rent And Landing Fees,70221000.0,69613000.0,91461000.0,99495000.0
Gross Profit,6573507000.0,6471066000.0,5857251000.0,5315370000.0
Cost Of Revenue,4409757000.0,3894395000.0,4025394000.0,3759802000.0
Total Revenue,10983264000.0,10365461000.0,9882645000.0,9075172000.0
Operating Revenue,10983264000.0,10365461000.0,9882645000.0,9075172000.0
