,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,94786857.0,73114545.0,134223419.0,159913429.0,
Repayment Of Debt,,-1616745.0,-2086511.0,,
Issuance Of Debt,,0.0,1965674.0,721837.0,817420.0
Capital Expenditure,-35230062.0,-23570250.0,-51512509.0,-69117581.0,
End Cash Position,38932536.0,96296195.0,150123573.0,162091339.0,
Beginning Cash Position,96296195.0,150123573.0,162091339.0,190567259.0,
Effect Of Exchange Rate Changes,-2703962.0,-4751371.0,-1157345.0,-8018545.0,
Changes In Cash,-54659697.0,-49076007.0,-10810421.0,-20457375.0,
Financing Cash Flow,-140096772.0,-122626759.0,-139924622.0,-175370289.0,
Net Other Financing Charges,3463779.0,9544255.0,5164215.0,,
Interest Paid Cff,-11002119.0,-9815621.0,-10672135.0,-12915274.0,
Cash Dividends Paid,-54385492.0,-48229287.0,-68217750.0,-97930446.0,
Common Stock Dividend Paid,-54385492.0,-48229287.0,-68217750.0,-97930446.0,
Net Issuance Payments Of Debt,-28075.0,-1616745.0,-120837.0,721837.0,
Net Long Term Debt Issuance,-28075.0,-1616745.0,-120837.0,721837.0,
Long Term Debt Payments,,-1616745.0,-2086511.0,,
Long Term Debt Issuance,,0.0,1965674.0,721837.0,817420.0
Investing Cash Flow,-44579844.0,-23134043.0,-56621727.0,-74118096.0,
Net Other Investing Changes,-3489970.0,1360769.0,,,-3614148.0
Net Investment Purchase And Sale,,1360769.0,-5462618.0,0.0,
Sale Of Investment,,1360769.0,,,
Purchase Of Investment,,,-5462618.0,0.0,
Net Business Purchase And Sale,-6682496.0,-1151951.0,0.0,,0.0
Purchase Of Business,-6682496.0,-1151951.0,0.0,,0.0
Net Intangibles Purchase And Sale,-1367432.0,-5128414.0,-7029470.0,-5788585.0,
Purchase Of Intangibles,-1367432.0,-5128414.0,-7029470.0,-5788585.0,
Net PPE Purchase And Sale,-33039946.0,-18214447.0,-44129639.0,-60942256.0,
Sale Of PPE,822684.0,227389.0,353400.0,2386740.0,
Purchase Of PPE,-33862630.0,-18441836.0,-44483039.0,-63328996.0,
Operating Cash Flow,130016919.0,96684795.0,185735928.0,229031010.0,
Taxes Refund Paid,-7583961.0,-8130069.0,-5863679.0,-12216337.0,
Change In Working Capital,-45606240.0,-47198327.0,-8760883.0,-26186825.0,
Change In Other Current Assets,,,,,-3516241.0
Change In Payable,-2507832.0,-17108229.0,39060.0,12459455.0,
Change In Inventory,-2090617.0,5737130.0,4180304.0,-33919224.0,
Change In Receivables,-41007791.0,-35827228.0,1721707.0,-1973009.0,
Other Non Cash Items,11004586.0,-2974154.0,5416238.0,12295896.0,
Stock Based Compensation,-476900.0,710250.0,6768217.0,16043333.0,
Provisionand Write Offof Assets,,-3446000.0,-528373.0,81875.0,236892.0
Deferred Tax,,5081579.0,13477839.0,8338188.0,13061387.0
Depreciation And Amortization,115577221.0,109712626.0,112389825.0,111370933.0,
Amortization Cash Flow,4322071.0,4319110.0,2633479.0,1686379.0,
Depreciation,111255150.0,105393516.0,109756346.0,109684554.0,
Pension And Employee Benefit Expense,7562707.0,8662679.0,7722601.0,7071113.0,
Gain Loss On Sale Of PPE,-99166.0,-317107.0,13891.0,375554.0,
Net Income From Continuing Operations,52887779.0,40101554.0,56585182.0,115259636.0,
