,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.382813,0.247652,0.231708,0.363317,
Net Income From Continuing Operation Net Minority Interest,10616871.0,16292651.0,24817556.0,12537584.0,
Reconciled Depreciation,3621055.0,1833923.0,1629097.0,1030488.0,
EBIT,17430856.0,21655747.0,,,
Net Interest Income,-228827.0,0.0,,7840347.0,5135516.0
Interest Expense,228827.0,0.0,,,
Interest Income,19307508.0,16091897.0,14135953.0,8156216.0,
Normalized Income,10616871.0,16292651.0,24817556.0,12537584.0,
Net Income From Continuing And Discontinued Operation,10616871.0,16292651.0,24817556.0,12537584.0,
Total Expenses,178241225.0,158641220.0,132509391.0,116832338.0,
Rent Expense Supplemental,,,,1982226.0,785896.0
Diluted Average Shares,40000000.0,40000000.0,30000000.0,30000000.0,
Basic Average Shares,40000000.0,40000000.0,30000000.0,30000000.0,
Diluted EPS,0.27,0.41,0.83,0.315,
Basic EPS,0.27,0.41,0.83,0.315,
Diluted NI Availto Com Stockholders,10616871.0,16292651.0,24817556.0,12537584.0,
Net Income Common Stockholders,10616871.0,16292651.0,24817556.0,12537584.0,
Otherunder Preferred Stock Dividend,,,,1544486.0,1781366.0
Net Income,10616871.0,16292651.0,24817556.0,12537584.0,
Net Income Including Noncontrolling Interests,10616871.0,16292651.0,24817556.0,12537584.0,
Net Income Continuous Operations,10616871.0,16292651.0,24817556.0,12537584.0,
Tax Provision,6585158.0,5363096.0,7484702.0,7154463.0,
Pretax Income,17202029.0,21655747.0,32302258.0,19692047.0,
Other Income Expense,1920065.0,803111.0,7179222.0,9442066.0,
Net Non Operating Interest Income Expense,-228827.0,0.0,,7840347.0,5135516.0
Interest Expense Non Operating,228827.0,0.0,,,
Interest Income Non Operating,,,,7840347.0,5135516.0
Other Operating Expenses,21175121.0,15309651.0,14781224.0,12241205.0,
Depreciation And Amortization In Income Statement,,,,1030488.0,1752532.0
Selling General And Administration,,,,9453152.0,7135331.0
Selling And Marketing Expense,,,,24886.0,9529.0
General And Administrative Expense,,,,9428266.0,7125802.0
Rent And Landing Fees,,,,1982226.0,785896.0
Total Revenue,195443254.0,180296967.0,164811649.0,136524385.0,
Operating Revenue,195443254.0,180296967.0,164811649.0,136524385.0,
Net Policyholder Benefits And Claims,123084082.0,109310883.0,92872429.0,83104713.0,
