,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,100508.531398,-11.035709,-5695.946265,0.0
Tax Rate For Calcs,0.025159,0.026465,0.03989,0.027427
Normalized EBITDA,89339020.0,82399617.0,67240120.0,33338291.0
Total Unusual Items,3994954.0,-417.0,-142792.0,
Total Unusual Items Excluding Goodwill,3994954.0,-417.0,-142792.0,
Net Income From Continuing Operation Net Minority Interest,56742175.0,51636185.0,42670755.0,31486711.0
Reconciled Depreciation,32184173.0,27361516.0,21484626.0,
Reconciled Cost Of Revenue,162598307.0,138751207.0,125218746.0,122441240.0
EBITDA,93333974.0,82399200.0,67097328.0,33338291.0
EBIT,61149801.0,55037684.0,45612702.0,33338291.0
Net Interest Income,-4272698.0,632127.0,-827941.0,-963657.0
Interest Expense,2943214.0,1997824.0,1169100.0,963657.0
Interest Income,187822.0,4061655.0,1651000.0,
Normalized Income,52847729.531398,51636590.964291,42807851.053735,31486711.0
Net Income From Continuing And Discontinued Operation,56742175.0,51636185.0,42670755.0,31486711.0
Total Expenses,371602540.0,312822277.0,264191010.0,237431081.0
Rent Expense Supplemental,2637918.0,2894856.0,3654593.0,
Total Operating Income As Reported,55996572.0,50012746.0,42689134.0,32843459.0
Diluted Average Shares,95260992.0,95559624.0,96000000.0,96000000.0
Basic Average Shares,95260992.0,95559624.0,96000000.0,96000000.0
Diluted EPS,0.6,0.54,0.445,0.327987
Basic EPS,0.6,0.54,0.445,0.327987
Diluted NI Availto Com Stockholders,56742175.0,51636185.0,42670755.0,31486711.0
Net Income Common Stockholders,56742175.0,51636185.0,42670755.0,31486711.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,56742175.0,51636185.0,42670755.0,31486711.0
Net Income Including Noncontrolling Interests,56742175.0,51636185.0,42670755.0,31486711.0
Net Income Continuous Operations,56742175.0,51636185.0,42670755.0,31486711.0
Tax Provision,1464412.0,1403675.0,1772847.0,887923.0
Pretax Income,58206587.0,53039860.0,44443602.0,32374634.0
Other Non Operating Income Expenses,482652.0,170741.0,1415360.0,570102.0
Special Income Charges,-14646.0,-417.0,-142792.0,
Other Special Charges,14646.0,417.0,142792.0,
Net Non Operating Interest Income Expense,-4272698.0,632127.0,-827941.0,-963657.0
Total Other Finance Cost,1517306.0,1431704.0,1309841.0,
Interest Expense Non Operating,2943214.0,1997824.0,1169100.0,963657.0
Interest Income Non Operating,187822.0,4061655.0,1651000.0,
Operating Income,58001679.0,52237409.0,43998975.0,32768189.0
Operating Expense,209004233.0,174071070.0,138972264.0,114989841.0
Other Operating Expenses,5079473.0,3247793.0,4511783.0,75270.0
Depreciation And Amortization In Income Statement,27303975.0,22909482.0,17719117.0,
Amortization,341702.0,51652.0,37754.0,
Depreciation Income Statement,26962273.0,22857830.0,17681363.0,
Selling General And Administration,111550932.0,85363182.0,63565154.0,114914571.0
Selling And Marketing Expense,93278724.0,72235469.0,57641303.0,88526249.0
General And Administrative Expense,18272208.0,13127713.0,5923851.0,26388322.0
Rent And Landing Fees,2458023.0,2112396.0,2407172.0,
Gross Profit,267005912.0,226308479.0,182971239.0,147758030.0
Cost Of Revenue,162598307.0,138751207.0,125218746.0,122441240.0
Total Revenue,429604219.0,365059686.0,308189985.0,270199270.0
Operating Revenue,429604219.0,365059686.0,308189985.0,270199270.0
