,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-374631.769927,-415873.791879,-973823.57327,622852.0
Tax Rate For Calcs,0.117366,0.131549,0.253252,0.2
Normalized EBITDA,151175722.0,132140910.0,93140331.0,38406312.0
Total Unusual Items,-3192000.0,-3161369.0,-3845269.0,3114260.0
Total Unusual Items Excluding Goodwill,-3192000.0,-3161369.0,-3845269.0,3114260.0
Net Income From Continuing Operation Net Minority Interest,101663090.0,90997994.0,48935113.0,-11788217.0
Reconciled Depreciation,21807048.0,19824242.0,18601405.0,18480280.0
Reconciled Cost Of Revenue,1244528315.0,943152636.0,774839591.0,739451549.0
EBITDA,147983722.0,128979541.0,89295062.0,41520572.0
EBIT,126176674.0,109155299.0,70693657.0,23040292.0
Net Interest Income,-31152760.0,-24258536.0,-20893559.0,-11779529.0
Interest Expense,10995215.0,4373387.0,5162663.0,3948959.0
Normalized Income,104480458.230073,93743489.208121,51806558.42673,-14279625.0
Net Income From Continuing And Discontinued Operation,101663090.0,90997994.0,48935113.0,-11788217.0
Total Expenses,1334004330.0,1013763749.0,837016761.0,786979214.0
Rent Expense Supplemental,2257647.0,947103.0,729022.0,474927.0
Total Operating Income As Reported,134156584.0,117398155.0,77134906.0,25699068.0
Diluted Average Shares,40000000.0,40000000.0,40000000.0,40000000.0
Basic Average Shares,40000000.0,40000000.0,40000000.0,40000000.0
Diluted EPS,2.54,2.27,1.22,-0.29
Basic EPS,2.54,2.27,1.22,-0.29
Diluted NI Availto Com Stockholders,101663090.0,90997994.0,48935113.0,-11788217.0
Net Income Common Stockholders,101663090.0,90997994.0,48935113.0,-11788217.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,101663090.0,90997994.0,48935113.0,-11788217.0
Net Income Including Noncontrolling Interests,101663090.0,90997994.0,48935113.0,-11788217.0
Net Income Continuous Operations,101663090.0,90997994.0,48935113.0,-11788217.0
Tax Provision,13518369.0,13783918.0,16595881.0,30879550.0
Pretax Income,115181459.0,104781912.0,65530994.0,19091333.0
Other Non Operating Income Expenses,1525683.0,2050940.0,404096.0,340469.0
Special Income Charges,-3192000.0,-3161369.0,-3845269.0,3114260.0
Write Off,3192000.0,2950000.0,3845269.0,-3395759.0
Impairment Of Capital Assets,0.0,211369.0,0.0,281499.0
Net Non Operating Interest Income Expense,-31152760.0,-24258536.0,-20893559.0,-11779529.0
Total Other Finance Cost,20157545.0,19885149.0,15730896.0,7830570.0
Interest Expense Non Operating,10995215.0,4373387.0,5162663.0,3948959.0
Operating Income,148000536.0,130150877.0,89865726.0,27416133.0
Operating Expense,89476015.0,70611113.0,62177170.0,47527665.0
Other Operating Expenses,384021.0,512255.0,1564907.0,1607304.0
Depreciation And Amortization In Income Statement,1419828.0,1009537.0,1057354.0,1172435.0
Amortization,444352.0,471207.0,628311.0,815710.0
Depreciation Income Statement,975476.0,538330.0,429043.0,356725.0
Selling General And Administration,34963310.0,27985833.0,26047752.0,16663561.0
Selling And Marketing Expense,23595150.0,16578134.0,13482449.0,11449871.0
General And Administrative Expense,11368160.0,11407699.0,12565303.0,5213690.0
Rent And Landing Fees,2257647.0,947103.0,729022.0,474927.0
Gross Profit,237476551.0,200761990.0,152042896.0,74943798.0
Cost Of Revenue,1244528315.0,943152636.0,774839591.0,739451549.0
Total Revenue,1482004866.0,1143914626.0,926882487.0,814395347.0
Operating Revenue,1482004866.0,1143914626.0,926882487.0,814395347.0
