,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,716112030.0,1106856201.0,931516263.0,1392638173.0,
Capital Expenditure,-417618097.0,-384498282.0,-384510541.0,-275233108.0,
End Cash Position,554443212.0,956809579.0,909662249.0,1076311959.0,
Beginning Cash Position,956809579.0,909662249.0,1076311959.0,401044447.0,
Effect Of Exchange Rate Changes,186055.0,768435.0,-447821.0,-210168.0,
Changes In Cash,-402552422.0,46378895.0,-166201889.0,675477680.0,
Financing Cash Flow,-1181955924.0,-1116960735.0,-1150673581.0,-717263779.0,
Net Other Financing Charges,,,,1.0,
Cash Dividends Paid,-728000000.0,-715000000.0,-715000000.0,-300300001.0,
Common Stock Dividend Paid,,,,-300300000.0,-1260000000.0
Investing Cash Flow,-354326625.0,-328014853.0,-331555112.0,-275129822.0,
Net Other Investing Changes,2677452.0,,,,
Interest Received Cfi,60127214.0,54917083.0,52701414.0,,
Net Intangibles Purchase And Sale,-30532355.0,-44967392.0,-30648761.0,-24966349.0,
Purchase Of Intangibles,-30532355.0,-44967392.0,-30648761.0,-24966349.0,
Net PPE Purchase And Sale,-386598936.0,-337964544.0,-353607765.0,-250163473.0,
Sale Of PPE,486806.0,1566346.0,254015.0,103286.0,
Purchase Of PPE,-387085742.0,-339530890.0,-353861780.0,-250266759.0,
Operating Cash Flow,1133730127.0,1491354483.0,1316026804.0,1667871281.0,
Taxes Refund Paid,-41423514.0,-49382455.0,-45643950.0,-40439425.0,
Interest Paid Cfo,-141863820.0,-115867176.0,-83022004.0,-79375137.0,
Change In Working Capital,-524962217.0,-11324275.0,-143004340.0,52490804.0,
Change In Accrued Expense,-30866934.0,5837747.0,-58954616.0,52167915.0,
Change In Payable,170047519.0,338318825.0,257141618.0,153170903.0,
Change In Prepaid Assets,92820456.0,-59278034.0,-88414561.0,-32726449.0,
Change In Inventory,-628344742.0,-333740018.0,-214621177.0,-127013225.0,
Change In Receivables,-128618516.0,37537205.0,-38155604.0,6891660.0,
Other Non Cash Items,82389002.0,55718493.0,-10948576.0,82857647.0,
Provisionand Write Offof Assets,61292048.0,32326343.0,-11953496.0,60660550.0,
Depreciation And Amortization,794706007.0,703438791.0,618080518.0,596642970.0,
Amortization Cash Flow,31533716.0,27520959.0,23132125.0,22062867.0,
Depreciation,763172291.0,675917832.0,594948393.0,574580103.0,
Pension And Employee Benefit Expense,75785364.0,63167224.0,71360326.0,68430249.0,
Gain Loss On Sale Of PPE,-486119.0,-1537363.0,-216523.0,24478992.0,
Net Income From Continuing Operations,845906381.0,834543624.0,944246155.0,937925392.0,
