,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,3427773000.0,3666805000.0,3721866000.0,3252911000.0,
Repurchase Of Capital Stock,-159223000.0,0.0,,,
Repayment Of Debt,-471459000.0,-6306229000.0,-1351612000.0,-1259886000.0,
Issuance Of Debt,0.0,4135000000.0,0.0,0.0,
Capital Expenditure,-3227074000.0,-2669953000.0,-2030204000.0,-2430982000.0,
End Cash Position,3161691000.0,1399542000.0,1641306000.0,827725000.0,
Beginning Cash Position,1399542000.0,1641306000.0,827725000.0,1050663000.0,
Changes In Cash,1762149000.0,-241764000.0,813581000.0,-222938000.0,
Financing Cash Flow,-3404438000.0,-4622268000.0,-2921955000.0,-2500876000.0,
Cash Dividends Paid,-1875923000.0,-1763160000.0,-852301000.0,-640234000.0,
Common Stock Dividend Paid,,,,,-377507000.0
Net Common Stock Issuance,-159223000.0,0.0,,,
Common Stock Payments,-159223000.0,0.0,,,
Net Issuance Payments Of Debt,-471459000.0,-2171229000.0,-1351612000.0,-1259886000.0,
Net Long Term Debt Issuance,-471459000.0,-2171229000.0,-1351612000.0,-1259886000.0,
Long Term Debt Payments,-471459000.0,-6306229000.0,-1351612000.0,-1259886000.0,
Long Term Debt Issuance,0.0,4135000000.0,0.0,0.0,
Investing Cash Flow,-1488260000.0,-1956254000.0,-2016534000.0,-3405955000.0,
Net Other Investing Changes,303954000.0,144111000.0,,,
Interest Received Cfi,210225000.0,190223000.0,132051000.0,37846000.0,
Dividends Received Cfi,51500000.0,37500000.0,0.0,,
Net Investment Purchase And Sale,1171574000.0,341440000.0,-114314000.0,-1013500000.0,
Purchase Of Investment,,,-114314000.0,-1013500000.0,-700000000.0
Net Business Purchase And Sale,,0.0,-6600000.0,0.0,
Purchase Of Business,,0.0,-6600000.0,0.0,
Net Intangibles Purchase And Sale,-220798000.0,-82429000.0,-119944000.0,-101500000.0,
Purchase Of Intangibles,-220798000.0,-82429000.0,-119944000.0,-101500000.0,
Net PPE Purchase And Sale,-3004715000.0,-2587099000.0,-1907727000.0,-2328801000.0,
Sale Of PPE,1561000.0,425000.0,2533000.0,681000.0,
Purchase Of PPE,-3006276000.0,-2587524000.0,-1910260000.0,-2329482000.0,
Operating Cash Flow,6654847000.0,6336758000.0,5752070000.0,5683893000.0,
Taxes Refund Paid,-58739000.0,-159685000.0,-121116000.0,-79728000.0,
Interest Paid Cfo,-389596000.0,-447848000.0,-507598000.0,-358439000.0,
Change In Working Capital,-521757000.0,-270133000.0,-250036000.0,-632242000.0,
Change In Other Current Liabilities,-1539000.0,153764000.0,117040000.0,-28149000.0,
Change In Other Current Assets,-388710000.0,306786000.0,-260005000.0,72789000.0,
Change In Accrued Expense,137325000.0,184281000.0,190345000.0,213157000.0,
Change In Payable,-258838000.0,-14114000.0,71545000.0,-360128000.0,
Change In Prepaid Assets,,,,,-134726000.0
Change In Inventory,69634000.0,-64605000.0,-51763000.0,-12494000.0,
Change In Receivables,-69786000.0,-815203000.0,-280433000.0,-448460000.0,
Other Non Cash Items,432843000.0,430107000.0,517128000.0,552979000.0,
Provisionand Write Offof Assets,-87538000.0,-221414000.0,-174947000.0,449586000.0,
Deferred Tax,89971000.0,86205000.0,217191000.0,121830000.0,
Depreciation And Amortization,3780463000.0,3664224000.0,3647264000.0,3850550000.0,
Amortization Cash Flow,479704000.0,361863000.0,361547000.0,365526000.0,
Depreciation,3300759000.0,3302361000.0,3285717000.0,3485024000.0,
Pension And Employee Benefit Expense,83498000.0,76713000.0,74415000.0,71533000.0,
Gain Loss On Sale Of PPE,,5338000.0,8832000.0,17550000.0,17783000.0
Net Income From Continuing Operations,3466423000.0,3106848000.0,2231977000.0,1656940000.0,
