,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,0.0,0.0,-2445000.0,1097000.0,
Tax Rate For Calcs,0.2,0.030699,0.2,0.2,
Normalized EBITDA,203880000.0,84522000.0,44573000.0,-214305000.0,
Total Unusual Items,,0.0,-12225000.0,5485000.0,34000.0
Total Unusual Items Excluding Goodwill,,0.0,-12225000.0,5485000.0,34000.0
Net Income From Continuing Operation Net Minority Interest,204253000.0,66275000.0,47432000.0,-507145000.0,
Reconciled Depreciation,13505000.0,14929000.0,19238000.0,25455000.0,
Reconciled Cost Of Revenue,187253000.0,63001000.0,98841000.0,153099000.0,
EBITDA,203880000.0,84522000.0,32348000.0,-208820000.0,
EBIT,190375000.0,69593000.0,13110000.0,-234275000.0,
Net Interest Income,-2260000.0,-1420000.0,6532000.0,-16209000.0,
Interest Expense,1229000.0,1219000.0,1325000.0,15136000.0,
Interest Income,,0.0,8869000.0,0.0,
Normalized Income,204253000.0,66275000.0,57212000.0,-511533000.0,
Net Income From Continuing And Discontinued Operation,201925000.0,48758000.0,17804000.0,-580476000.0,
Total Expenses,253605000.0,95277000.0,98333000.0,328765000.0,
Rent Expense Supplemental,1389000.0,2488000.0,4212000.0,4861000.0,
Total Operating Income As Reported,-101012000.0,-66041000.0,-98295000.0,-207034000.0,
Diluted Average Shares,6672906.0,6672906.0,6672906.0,23178776.0,
Basic Average Shares,6672906.0,6672906.0,6672906.0,23178776.0,
Diluted EPS,30.26,7.3,2.67,-25.04,
Basic EPS,30.26,7.3,2.67,-25.04,
Diluted NI Availto Com Stockholders,201925000.0,48758000.0,17804000.0,-580476000.0,
Net Income Common Stockholders,201925000.0,48758000.0,17804000.0,-580476000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,201925000.0,48758000.0,17804000.0,-580476000.0,
Minority Interests,0.0,0.0,0.0,4489000.0,
Net Income Including Noncontrolling Interests,201925000.0,48758000.0,17804000.0,-584965000.0,
Net Income Discontinuous Operations,-2328000.0,-17517000.0,-29628000.0,-73331000.0,
Net Income Continuous Operations,204253000.0,66275000.0,47432000.0,-511634000.0,
Tax Provision,-15107000.0,2099000.0,-35647000.0,262223000.0,
Pretax Income,189146000.0,68374000.0,11785000.0,-249411000.0,
Other Non Operating Income Expenses,52293000.0,-6021000.0,10953000.0,-1502000.0,
Special Income Charges,,0.0,-12225000.0,5485000.0,34000.0
Other Special Charges,,,12225000.0,-5485000.0,-34000.0
Impairment Of Capital Assets,,,,20268000.0,0.0
Net Non Operating Interest Income Expense,-2260000.0,-1420000.0,6532000.0,-16209000.0,
Total Other Finance Cost,1031000.0,201000.0,1012000.0,1073000.0,
Interest Expense Non Operating,1229000.0,1219000.0,1325000.0,15136000.0,
Interest Income Non Operating,,0.0,8869000.0,0.0,
Operating Income,-97653000.0,-51198000.0,-67655000.0,-260397000.0,
Operating Expense,66352000.0,32276000.0,-508000.0,175666000.0,
Other Operating Expenses,-3221000.0,-2975000.0,-32002000.0,128384000.0,
Depreciation And Amortization In Income Statement,555000.0,683000.0,930000.0,674000.0,
Amortization,263000.0,185000.0,,,
Depreciation Income Statement,292000.0,498000.0,930000.0,674000.0,
Selling General And Administration,19441000.0,7790000.0,16947000.0,10269000.0,
Selling And Marketing Expense,478000.0,169000.0,117000.0,1412000.0,
General And Administrative Expense,18963000.0,7621000.0,16830000.0,8857000.0,
Rent And Landing Fees,1389000.0,2488000.0,4212000.0,4861000.0,
Gross Profit,-31301000.0,-18922000.0,-68163000.0,-84731000.0,
Cost Of Revenue,187253000.0,63001000.0,98841000.0,153099000.0,
Total Revenue,155952000.0,44079000.0,30678000.0,68368000.0,
Operating Revenue,155952000.0,44079000.0,30678000.0,68368000.0,
