,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,172770000.0,-433236000.0,-101856000.0,-177508000.0,
Repurchase Of Capital Stock,0.0,-11935000.0,-8002000.0,0.0,
Repayment Of Debt,-1713765000.0,-889835000.0,-1452667000.0,,
Issuance Of Debt,1612191000.0,1290233000.0,1496610000.0,,
Capital Expenditure,-99583000.0,-102278000.0,-112729000.0,-78211000.0,
End Cash Position,203906000.0,122143000.0,163090000.0,335349000.0,
Other Cash Adjustment Outside Changein Cash,,,,292202709.0,342426591.0
Beginning Cash Position,122143000.0,163090000.0,335349000.0,329663000.0,
Effect Of Exchange Rate Changes,-1665000.0,1949000.0,-16146000.0,-38495000.0,
Changes In Cash,83428000.0,-42896000.0,-156113000.0,44181000.0,
Financing Cash Flow,-103914000.0,381107000.0,-42000.0,-341149000.0,
Net Other Financing Charges,868000.0,,-26188000.0,-16455000.0,-55969793.0
Interest Paid Cff,,,-58411000.0,-33405000.0,
Cash Dividends Paid,,-2778000.0,-461000.0,-70738000.0,-118110469.0
Net Common Stock Issuance,0.0,-11935000.0,-8002000.0,0.0,
Common Stock Payments,0.0,-11935000.0,-8002000.0,0.0,
Net Issuance Payments Of Debt,-101574000.0,400398000.0,43943000.0,-213081000.0,
Net Long Term Debt Issuance,-101574000.0,400398000.0,43943000.0,-213081000.0,
Long Term Debt Payments,-1713765000.0,-889835000.0,-1452667000.0,,
Long Term Debt Issuance,1612191000.0,1290233000.0,1496610000.0,,
Investing Cash Flow,-85011000.0,-93045000.0,-166944000.0,484627000.0,
Dividends Received Cfi,0.0,13185000.0,8752000.0,36304000.0,
Net Investment Purchase And Sale,-24981000.0,-39500000.0,-70500000.0,525889000.0,
Sale Of Investment,125000000.0,0.0,0.0,570889000.0,
Purchase Of Investment,-149981000.0,-39500000.0,-70500000.0,-45000000.0,
Net Business Purchase And Sale,,,,0.0,-2416381.0
Purchase Of Business,,,,0.0,-2416381.0
Net Intangibles Purchase And Sale,-10442000.0,-31007000.0,-5938000.0,0.0,
Purchase Of Intangibles,-10442000.0,-31007000.0,-5938000.0,0.0,
Net PPE Purchase And Sale,-49588000.0,-35723000.0,-99258000.0,-77566000.0,
Sale Of PPE,39553000.0,35548000.0,7533000.0,645000.0,
Purchase Of PPE,-89141000.0,-71271000.0,-106791000.0,-78211000.0,
Operating Cash Flow,272353000.0,-330958000.0,10873000.0,-99297000.0,
Taxes Refund Paid,-20134000.0,-19566000.0,-34516000.0,-25243000.0,
Interest Received Cfo,8608000.0,7636000.0,10588000.0,,
Interest Paid Cfo,-72298000.0,-108147000.0,-69823000.0,-33745552.0,
Change In Working Capital,5090000.0,-380208000.0,-196539000.0,-6198000.0,
Change In Payable,-59394000.0,116371000.0,128348000.0,-57959000.0,
Change In Prepaid Assets,61887000.0,-105501000.0,8217000.0,-44370000.0,
Change In Inventory,25775000.0,-49598000.0,-143025000.0,-76561000.0,
Change In Receivables,-23178000.0,-341480000.0,-190079000.0,172692000.0,
Other Non Cash Items,78259000.0,87176000.0,63529000.0,40864000.0,
Stock Based Compensation,1705000.0,1175000.0,0.0,,
Provisionand Write Offof Assets,15111000.0,9116000.0,134639000.0,-28785000.0,
Deferred Tax,8840000.0,40167000.0,45260000.0,,
Depreciation And Amortization,97119000.0,84707000.0,82005000.0,88817000.0,
Amortization Cash Flow,13136000.0,11498000.0,11075000.0,24038000.0,
Depreciation,83983000.0,73209000.0,70930000.0,64779000.0,
Pension And Employee Benefit Expense,38343000.0,38150000.0,71642000.0,41097000.0,
Gain Loss On Investment Securities,,,-39000.0,-3634000.0,-7805295.0
Gain Loss On Sale Of PPE,-28704000.0,-18941000.0,-6383000.0,-135000.0,
Net Income From Continuing Operations,196810000.0,31842000.0,-40047000.0,-146249000.0,
