,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,7540600.0,-184396.744357,-219042.500299,-197600.0
Tax Rate For Calcs,0.2,0.042458,0.020915,0.2
Normalized EBITDA,699032000.0,625475000.0,618667000.0,3276241000.0
Total Unusual Items,37703000.0,-4343000.0,-10473000.0,-988000.0
Total Unusual Items Excluding Goodwill,37703000.0,-4343000.0,-10473000.0,-988000.0
Net Income From Continuing Operation Net Minority Interest,-3898704000.0,-4544527000.0,-4692733000.0,-1114881000.0
Reconciled Depreciation,3160454000.0,3192447000.0,3220623000.0,3039094000.0
Reconciled Cost Of Revenue,36763837000.0,40334090000.0,45182492000.0,54268748000.0
EBITDA,736735000.0,621132000.0,608194000.0,3275253000.0
EBIT,-2423719000.0,-2571315000.0,-2612429000.0,236159000.0
Net Interest Income,-1433276000.0,-2174846000.0,-2190025000.0,-1079155000.0
Interest Expense,1468288000.0,2174721000.0,2180549000.0,1303086000.0
Interest Income,50157000.0,20522000.0,27036000.0,280293000.0
Normalized Income,-3928866400.0,-4540368396.744357,-4682479042.500299,-1114090600.0
Net Income From Continuing And Discontinued Operation,-3898704000.0,-4544527000.0,-4692733000.0,-1114881000.0
Total Expenses,37557618000.0,41259820000.0,47230015000.0,55996141000.0
Rent Expense Supplemental,3244000.0,1213000.0,1863000.0,688000.0
Total Operating Income As Reported,-2458731000.0,-2571190000.0,-2602953000.0,12228000.0
Diluted Average Shares,1671000000.0,1671000000.0,1671000000.0,1404699000.0
Basic Average Shares,1671000000.0,1671000000.0,1671000000.0,1404699000.0
Diluted EPS,-2.33,-2.72,-2.81,-0.79
Basic EPS,-2.33,-2.72,-2.81,-0.79
Diluted NI Availto Com Stockholders,-3898704000.0,-4544527000.0,-4692733000.0,-1114881000.0
Net Income Common Stockholders,-3898704000.0,-4544527000.0,-4692733000.0,-1114881000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-3898704000.0,-4544527000.0,-4692733000.0,-1114881000.0
Net Income Including Noncontrolling Interests,-3898704000.0,-4544527000.0,-4692733000.0,-1114881000.0
Net Income Continuous Operations,-3898704000.0,-4544527000.0,-4692733000.0,-1114881000.0
Tax Provision,6697000.0,-201509000.0,-100245000.0,47954000.0
Pretax Income,-3892007000.0,-4746036000.0,-4792978000.0,-1066927000.0
Other Non Operating Income Expenses,50749000.0,29638000.0,33542000.0,56876000.0
Special Income Charges,37703000.0,-4343000.0,-10473000.0,-988000.0
Other Special Charges,-38172000.0,4343000.0,10377000.0,988000.0
Write Off,469000.0,0.0,96000.0,0.0
Net Non Operating Interest Income Expense,-1433276000.0,-2174846000.0,-2190025000.0,-1079155000.0
Total Other Finance Cost,15145000.0,20647000.0,36512000.0,56362000.0
Interest Expense Non Operating,1468288000.0,2174721000.0,2180549000.0,1303086000.0
Interest Income Non Operating,50157000.0,20522000.0,27036000.0,280293000.0
Operating Income,-2549125000.0,-2597685000.0,-2626022000.0,-43660000.0
Operating Expense,793781000.0,925730000.0,2047523000.0,1727393000.0
Other Operating Expenses,22031000.0,18380000.0,32334000.0,87194000.0
Depreciation And Amortization In Income Statement,123696000.0,198652000.0,220665000.0,203489000.0
Amortization,8038000.0,36921000.0,41139000.0,38460000.0
Depreciation Income Statement,115658000.0,161731000.0,179526000.0,165029000.0
Selling General And Administration,307863000.0,360060000.0,1464008000.0,1096251000.0
Selling And Marketing Expense,116774000.0,168748000.0,1093315000.0,962990000.0
General And Administrative Expense,191089000.0,191312000.0,370693000.0,133261000.0
Rent And Landing Fees,3244000.0,1213000.0,1863000.0,688000.0
Gross Profit,-1755344000.0,-1671955000.0,-578499000.0,1683733000.0
Cost Of Revenue,36763837000.0,40334090000.0,45182492000.0,54268748000.0
Total Revenue,35008493000.0,38662135000.0,44603993000.0,55952481000.0
Operating Revenue,35008493000.0,38662135000.0,44603993000.0,55952481000.0
